event_id,mother_event_id,decision_time,entry_time,fold,direction,match_status,assigned_controls,available_controls,mother_risk_atr,month,utc_6h_bucket,vol_bucket,known_5m_colour,known_hourly_colour,signed_hourly_slope_sign
2024-11-22T15:00:00+00:00_L,2024-11-22T15:00:00+00:00_L,2024-11-22 16:00:00+00:00,2024-11-22 16:00:00+00:00,2024H2,1,matched,3,19.0,1.7958458683535579,2024-11,2.0,1.0,1.0,1.0,1.0
2024-11-23T14:00:00+00:00_L,2024-11-23T14:00:00+00:00_L,2024-11-23 15:00:00+00:00,2024-11-23 15:00:00+00:00,2024H2,1,matched,3,8.0,0.6800778615740699,2024-11,2.0,0.0,1.0,1.0,1.0
2024-11-23T15:00:00+00:00_S,2024-11-23T15:00:00+00:00_S,2024-11-23 16:00:00+00:00,2024-11-23 16:00:00+00:00,2024H2,-1,insufficient_exact_controls,0,2.0,0.9193439599155476,,,,,,
2024-11-24T08:00:00+00:00_S,2024-11-24T08:00:00+00:00_S,2024-11-24 09:00:00+00:00,2024-11-24 09:00:00+00:00,2024H2,-1,insufficient_exact_controls,0,2.0,0.8609840328331723,,,,,,
2024-11-28T18:00:00+00:00_L,2024-11-28T18:00:00+00:00_L,2024-11-28 19:00:00+00:00,2024-11-28 19:00:00+00:00,2024H2,1,matched,3,4.0,0.6846654727424442,2024-11,3.0,0.0,1.0,1.0,1.0
2024-11-28T22:00:00+00:00_L,2024-11-28T22:00:00+00:00_L,2024-11-28 23:00:00+00:00,2024-11-28 23:00:00+00:00,2024H2,1,insufficient_exact_controls,0,1.0,1.0074400743422571,,,,,,
2024-11-30T10:00:00+00:00_S,2024-11-30T10:00:00+00:00_S,2024-11-30 11:00:00+00:00,2024-11-30 11:00:00+00:00,2024H2,-1,insufficient_exact_controls,0,2.0,1.1404986149968543,,,,,,
2024-12-04T16:00:00+00:00_S,2024-12-04T16:00:00+00:00_S,2024-12-04 17:00:00+00:00,2024-12-04 17:00:00+00:00,2024H2,-1,matched,3,3.0,1.5065499315604647,2024-12,2.0,1.0,-1.0,-1.0,-1.0
2024-12-04T18:00:00+00:00_L,2024-12-04T18:00:00+00:00_L,2024-12-04 19:00:00+00:00,2024-12-04 19:00:00+00:00,2024H2,1,insufficient_exact_controls,0,1.0,0.95553547567966,,,,,,
2024-12-06T17:00:00+00:00_L,2024-12-06T17:00:00+00:00_L,2024-12-06 18:00:00+00:00,2024-12-06 18:00:00+00:00,2024H2,1,matched,3,4.0,1.598145670728007,2024-12,3.0,2.0,1.0,1.0,1.0
2024-12-08T19:00:00+00:00_L,2024-12-08T19:00:00+00:00_L,2024-12-08 20:00:00+00:00,2024-12-08 20:00:00+00:00,2024H2,1,matched,3,3.0,1.1272970044086736,2024-12,3.0,0.0,1.0,1.0,-1.0
2024-12-09T14:00:00+00:00_L,2024-12-09T14:00:00+00:00_L,2024-12-09 15:00:00+00:00,2024-12-09 15:00:00+00:00,2024H2,1,insufficient_exact_controls,0,1.0,1.6188860702757286,,,,,,
2024-12-09T15:00:00+00:00_S,2024-12-09T15:00:00+00:00_S,2024-12-09 16:00:00+00:00,2024-12-09 16:00:00+00:00,2024H2,-1,matched,3,12.0,2.7585967603979147,2024-12,2.0,2.0,-1.0,-1.0,1.0
2024-12-13T14:00:00+00:00_L,2024-12-13T14:00:00+00:00_L,2024-12-13 15:00:00+00:00,2024-12-13 15:00:00+00:00,2024H2,1,matched,3,4.0,1.2639733803828768,2024-12,2.0,0.0,1.0,1.0,-1.0
2024-12-13T16:00:00+00:00_L,2024-12-13T16:00:00+00:00_L,2024-12-13 17:00:00+00:00,2024-12-13 17:00:00+00:00,2024H2,1,insufficient_exact_controls,0,1.0,1.5715683585969125,,,,,,
2024-12-14T19:00:00+00:00_L,2024-12-14T19:00:00+00:00_L,2024-12-14 20:00:00+00:00,2024-12-14 20:00:00+00:00,2024H2,1,matched,3,17.0,0.9380933925541327,2024-12,3.0,0.0,1.0,1.0,1.0
2024-12-14T20:00:00+00:00_S,2024-12-14T20:00:00+00:00_S,2024-12-14 21:00:00+00:00,2024-12-14 21:00:00+00:00,2024H2,-1,insufficient_exact_controls,0,0.0,1.2611055987676356,,,,,,
2024-12-23T13:00:00+00:00_S,2024-12-23T13:00:00+00:00_S,2024-12-23 14:00:00+00:00,2024-12-23 14:00:00+00:00,2024H2,-1,matched,3,9.0,1.6574938460231752,2024-12,2.0,2.0,-1.0,-1.0,1.0
2024-12-24T13:00:00+00:00_L,2024-12-24T13:00:00+00:00_L,2024-12-24 14:00:00+00:00,2024-12-24 14:00:00+00:00,2024H2,1,insufficient_exact_controls,0,1.0,2.2620628549082453,,,,,,
