venue,symbol,asset,instrument,minutes,bars,status
binance,METUSDT,MET,binance:METUSDT:segment0,60,7979,included
binance,METUSDT,MET,binance:METUSDT:segment0,240,1994,included
binance,MEUSDT,ME,binance:MEUSDT:segment0,60,15295,included
binance,MEUSDT,ME,binance:MEUSDT:segment0,240,3823,included
binance,MEWUSDT,MEW,binance:MEWUSDT:segment0,60,19522,included
binance,MEWUSDT,MEW,binance:MEWUSDT:segment0,240,4880,included
binance,MILKUSDT,MILK,binance:MILKUSDT:segment0,60,5107,included
binance,MILKUSDT,MILK,binance:MILKUSDT:segment0,240,1276,included
binance,MINAUSDT,MINA,binance:MINAUSDT:segment0,60,29448,included
binance,MINAUSDT,MINA,binance:MINAUSDT:segment0,240,7362,included
binance,MIRAUSDT,MIRA,binance:MIRAUSDT:segment0,60,8340,included
binance,MIRAUSDT,MIRA,binance:MIRAUSDT:segment0,240,2085,included
binance,MITOUSDT,MITO,binance:MITOUSDT:segment0,60,9031,included
binance,MITOUSDT,MITO,binance:MITOUSDT:segment0,240,2257,included
binance,MKRUSDT,MKR,binance:MKRUSDT:segment0,60,20673,included
binance,MKRUSDT,MKR,binance:MKRUSDT:segment0,240,5168,included
binance,MLNUSDT,MLN,binance:MLNUSDT:segment0,60,9936,included
binance,MLNUSDT,MLN,binance:MLNUSDT:segment0,240,2483,included
binance,MMTUSDT,MMT,binance:MMTUSDT:segment0,60,7404,included
binance,MMTUSDT,MMT,binance:MMTUSDT:segment0,240,1851,included
binance,MOCAUSDT,MOCA,binance:MOCAUSDT:segment0,60,15156,included
binance,MOCAUSDT,MOCA,binance:MOCAUSDT:segment0,240,3789,included
binance,MONUSDT,MON,binance:MONUSDT:segment0,60,8008,included
binance,MONUSDT,MON,binance:MONUSDT:segment0,240,2002,included
binance,MOODENGUSDT,MOODENG,binance:MOODENGUSDT:segment0,60,16406,included
binance,MOODENGUSDT,MOODENG,binance:MOODENGUSDT:segment0,240,4101,included
binance,MORPHOUSDT,MORPHO,binance:MORPHOUSDT:segment0,60,15609,included
binance,MORPHOUSDT,MORPHO,binance:MORPHOUSDT:segment0,240,3902,included
binance,MOVEUSDT,MOVE,binance:MOVEUSDT:segment0,60,15322,included
binance,MOVEUSDT,MOVE,binance:MOVEUSDT:segment0,240,3830,included
binance,MOVRUSDT,MOVR,binance:MOVRUSDT:segment0,60,23699,included
binance,MOVRUSDT,MOVR,binance:MOVRUSDT:segment0,240,5924,included
binance,MTLUSDT,MTL,binance:MTLUSDT:segment0,60,29448,included
binance,MTLUSDT,MTL,binance:MTLUSDT:segment0,240,7362,included
binance,MUBARAKUSDT,MUBARAK,binance:MUBARAKUSDT:segment0,60,12970,included
binance,MUBARAKUSDT,MUBARAK,binance:MUBARAKUSDT:segment0,240,3242,included
binance,MUSDT,M,binance:MUSDT:segment0,60,10286,included
binance,MUSDT,M,binance:MUSDT:segment0,240,2571,included
binance,MYROUSDT,MYRO,binance:MYROUSDT:segment0,60,14856,included
binance,MYROUSDT,MYRO,binance:MYROUSDT:segment0,240,3713,included
binance,MYXUSDT,MYX,binance:MYXUSDT:segment0,60,10739,included
binance,MYXUSDT,MYX,binance:MYXUSDT:segment0,240,2684,included
binance,NAORISUSDT,NAORIS,binance:NAORISUSDT:segment0,60,9707,included
binance,NAORISUSDT,NAORIS,binance:NAORISUSDT:segment0,240,2426,included
binance,NEARUSDT,NEAR,binance:NEARUSDT:segment0,60,29448,included
binance,NEARUSDT,NEAR,binance:NEARUSDT:segment0,240,7362,included
binance,NEIROETHUSDT,NEIROETH,binance:NEIROETHUSDT:segment0,60,9235,included
binance,NEIROETHUSDT,NEIROETH,binance:NEIROETHUSDT:segment0,240,2308,included
binance,NEIROUSDT,NEIRO,binance:NEIROUSDT:segment0,60,17340,included
binance,NEIROUSDT,NEIRO,binance:NEIROUSDT:segment0,240,4335,included
binance,NEOUSDT,NEO,binance:NEOUSDT:segment0,60,29448,included
binance,NEOUSDT,NEO,binance:NEOUSDT:segment0,240,7362,included
binance,NEWTUSDT,NEWT,binance:NEWTUSDT:segment0,60,10713,included
binance,NEWTUSDT,NEWT,binance:NEWTUSDT:segment0,240,2678,included
binance,NFPUSDT,NFP,binance:NFPUSDT:segment0,60,22027,included
binance,NFPUSDT,NFP,binance:NFPUSDT:segment0,240,5506,included
binance,NIGHTUSDT,NIGHT,binance:NIGHTUSDT:segment0,60,6541,included
binance,NIGHTUSDT,NIGHT,binance:NIGHTUSDT:segment0,240,1635,included
binance,NILUSDT,NIL,binance:NILUSDT:segment0,60,12803,included
binance,NILUSDT,NIL,binance:NILUSDT:segment0,240,3200,included
binance,NKNUSDT,NKN,binance:NKNUSDT:segment0,60,24297,included
binance,NKNUSDT,NKN,binance:NKNUSDT:segment0,240,6074,included
binance,NMRUSDT,NMR,binance:NMRUSDT:segment0,60,28188,included
binance,NMRUSDT,NMR,binance:NMRUSDT:segment0,240,7047,included
binance,NOMUSDT,NOM,binance:NOMUSDT:segment0,60,8224,included
binance,NOMUSDT,NOM,binance:NOMUSDT:segment0,240,2056,included
binance,NOTUSDT,NOT,binance:NOTUSDT:segment0,60,20290,included
binance,NOTUSDT,NOT,binance:NOTUSDT:segment0,240,5072,included
binance,NTRNUSDT,NTRN,binance:NTRNUSDT:segment0,60,20661,included
binance,NTRNUSDT,NTRN,binance:NTRNUSDT:segment0,240,5165,included
binance,NULSUSDT,NULS,binance:NULSUSDT:segment0,60,5544,included
binance,NULSUSDT,NULS,binance:NULSUSDT:segment0,240,1385,included
binance,NXPCUSDT,NXPC,binance:NXPCUSDT:segment0,60,11561,included
binance,NXPCUSDT,NXPC,binance:NXPCUSDT:segment0,240,2890,included
binance,OBOLUSDT,OBOL,binance:OBOLUSDT:segment0,60,5086,included
binance,OBOLUSDT,OBOL,binance:OBOLUSDT:segment0,240,1271,included
binance,OCEANUSDT,OCEAN,binance:OCEANUSDT:segment0,60,10113,included
binance,OCEANUSDT,OCEAN,binance:OCEANUSDT:segment0,240,2528,included
binance,OGNUSDT,OGN,binance:OGNUSDT:segment0,60,29448,included
binance,OGNUSDT,OGN,binance:OGNUSDT:segment0,240,7362,included
binance,OGUSDT,OG,binance:OGUSDT:segment0,60,11631,included
binance,OGUSDT,OG,binance:OGUSDT:segment0,240,2907,included
binance,OLUSDT,OL,binance:OLUSDT:segment0,60,6885,included
binance,OLUSDT,OL,binance:OLUSDT:segment0,240,1721,included
binance,OMGUSDT,OMG,binance:OMGUSDT:segment0,60,15393,included
binance,OMGUSDT,OMG,binance:OMGUSDT:segment0,240,3848,included
binance,OMNIUSDT,OMNI,binance:OMNIUSDT:segment0,60,12547,included
binance,OMNIUSDT,OMNI,binance:OMNIUSDT:segment0,240,3136,included
binance,OMUSDT,OM,binance:OMUSDT:segment0,60,17779,included
binance,OMUSDT,OM,binance:OMUSDT:segment0,240,4444,included
binance,ONDOUSDT,ONDO,binance:ONDOUSDT:segment0,60,23099,included
binance,ONDOUSDT,ONDO,binance:ONDOUSDT:segment0,240,5774,included
binance,ONEUSDT,ONE,binance:ONEUSDT:segment0,60,29448,included
binance,ONEUSDT,ONE,binance:ONEUSDT:segment0,240,7362,included
binance,ONGUSDT,ONG,binance:ONGUSDT:segment0,60,24395,included
binance,ONGUSDT,ONG,binance:ONGUSDT:segment0,240,6098,included
binance,ONTUSDT,ONT,binance:ONTUSDT:segment0,60,29448,included
binance,ONTUSDT,ONT,binance:ONTUSDT:segment0,240,7362,included
binance,ONUSDT,ON,binance:ONUSDT:segment0,60,7671,included
binance,ONUSDT,ON,binance:ONUSDT:segment0,240,1917,included
binance,OPENUSDT,OPEN,binance:OPENUSDT:segment0,60,8771,included
binance,OPENUSDT,OPEN,binance:OPENUSDT:segment0,240,2192,included
binance,OPGUSDT,OPG,binance:OPGUSDT:segment0,60,3344,included
binance,OPGUSDT,OPG,binance:OPGUSDT:segment0,240,836,included
binance,OPNUSDT,OPN,binance:OPNUSDT:segment0,60,4785,included
binance,OPNUSDT,OPN,binance:OPNUSDT:segment0,240,1196,included
binance,OPUSDT,OP,binance:OPUSDT:segment0,60,29448,included
binance,OPUSDT,OP,binance:OPUSDT:segment0,240,7362,included
binance,ORBSUSDT,ORBS,binance:ORBSUSDT:segment0,60,10059,included
binance,ORBSUSDT,ORBS,binance:ORBSUSDT:segment0,240,2514,included
binance,ORCAUSDT,ORCA,binance:ORCAUSDT:segment0,60,15393,included
binance,ORCAUSDT,ORCA,binance:ORCAUSDT:segment0,240,3848,included
binance,ORDERUSDT,ORDER,binance:ORDERUSDT:segment0,60,8339,included
binance,ORDERUSDT,ORDER,binance:ORDERUSDT:segment0,240,2084,included
binance,ORDIUSDT,ORDI,binance:ORDIUSDT:segment0,60,24875,included
binance,ORDIUSDT,ORDI,binance:ORDIUSDT:segment0,240,6218,included
binance,OUSDT,O,binance:OUSDT:segment0,60,1837,included
binance,OUSDT,O,binance:OUSDT:segment0,240,459,included
binance,OXTUSDT,OXT,binance:OXTUSDT:segment0,60,23469,included
binance,OXTUSDT,OXT,binance:OXTUSDT:segment0,240,5867,included
binance,PARTIUSDT,PARTI,binance:PARTIUSDT:segment0,60,12779,included
binance,PARTIUSDT,PARTI,binance:PARTIUSDT:segment0,240,3194,included
binance,PAXGUSDT,PAXG,binance:PAXGUSDT:segment0,60,12733,included
binance,PAXGUSDT,PAXG,binance:PAXGUSDT:segment0,240,3183,included
binance,PENDLEUSDT,PENDLE,binance:PENDLEUSDT:segment0,60,27333,included
binance,PENDLEUSDT,PENDLE,binance:PENDLEUSDT:segment0,240,6833,included
binance,PENGUUSDT,PENGU,binance:PENGUUSDT:segment0,60,15127,included
binance,PENGUUSDT,PENGU,binance:PENGUUSDT:segment0,240,3781,included
binance,PEOPLEUSDT,PEOPLE,binance:PEOPLEUSDT:segment0,60,29448,included
binance,PEOPLEUSDT,PEOPLE,binance:PEOPLEUSDT:segment0,240,7362,included
binance,PERPUSDT,PERP,binance:PERPUSDT:segment0,60,22449,included
binance,PERPUSDT,PERP,binance:PERPUSDT:segment0,240,5612,included
binance,PHAROSUSDT,PHAROS,binance:PHAROSUSDT:segment0,60,2827,included
binance,PHAROSUSDT,PHAROS,binance:PHAROSUSDT:segment0,240,706,included
binance,PHAUSDT,PHA,binance:PHAUSDT:segment0,60,14820,included
binance,PHAUSDT,PHA,binance:PHAUSDT:segment0,240,3705,included
binance,PHBUSDT,PHB,binance:PHBUSDT:segment0,60,26745,included
binance,PHBUSDT,PHB,binance:PHBUSDT:segment0,240,6686,included
binance,PIEVERSEUSDT,PIEVERSE,binance:PIEVERSEUSDT:segment0,60,7164,included
binance,PIEVERSEUSDT,PIEVERSE,binance:PIEVERSEUSDT:segment0,240,1791,included
binance,PIPPINUSDT,PIPPIN,binance:PIPPINUSDT:segment0,60,14221,included
binance,PIPPINUSDT,PIPPIN,binance:PIPPINUSDT:segment0,240,3555,included
binance,PIXELUSDT,PIXEL,binance:PIXELUSDT:segment0,60,22377,included
binance,PIXELUSDT,PIXEL,binance:PIXELUSDT:segment0,240,5594,included
binance,PLAYUSDT,PLAY,binance:PLAYUSDT:segment0,60,9710,included
binance,PLAYUSDT,PLAY,binance:PLAYUSDT:segment0,240,2427,included
binance,PLUMEUSDT,PLUME,binance:PLUMEUSDT:segment0,60,12875,included
binance,PLUMEUSDT,PLUME,binance:PLUMEUSDT:segment0,240,3218,included
binance,PNUTUSDT,PNUT,binance:PNUTUSDT:segment0,60,15995,included
binance,PNUTUSDT,PNUT,binance:PNUTUSDT:segment0,240,3998,included
binance,POLUSDT,POL,binance:POLUSDT:segment0,60,17411,included
binance,POLUSDT,POL,binance:POLUSDT:segment0,240,4352,included
binance,POLYXUSDT,POLYX,binance:POLYXUSDT:segment0,60,25197,included
binance,POLYXUSDT,POLYX,binance:POLYXUSDT:segment0,240,6299,included
binance,PONKEUSDT,PONKE,binance:PONKEUSDT:segment0,60,9332,included
binance,PONKEUSDT,PONKE,binance:PONKEUSDT:segment0,240,2332,included
binance,PONSUSDT,PONS,binance:PONSUSDT:segment0,60,66,included
binance,PONSUSDT,PONS,binance:PONSUSDT:segment0,240,16,included
binance,POPCATUSDT,POPCAT,binance:POPCATUSDT:segment0,60,17939,included
binance,POPCATUSDT,POPCAT,binance:POPCATUSDT:segment0,240,4484,included
binance,PORT3USDT,PORT3,binance:PORT3USDT:segment0,60,4125,included
binance,PORT3USDT,PORT3,binance:PORT3USDT:segment0,240,1030,included
binance,PORTALUSDT,PORTAL,binance:PORTALUSDT:segment0,60,22137,included
binance,PORTALUSDT,PORTAL,binance:PORTALUSDT:segment0,240,5534,included
binance,POWERUSDT,POWER,binance:POWERUSDT:segment0,60,6639,included
binance,POWERUSDT,POWER,binance:POWERUSDT:segment0,240,1659,included
binance,POWRUSDT,POWR,binance:POWRUSDT:segment0,60,25149,included
binance,POWRUSDT,POWR,binance:POWRUSDT:segment0,240,6287,included
binance,PRLUSDT,PRL,binance:PRLUSDT:segment0,60,3853,included
binance,PRLUSDT,PRL,binance:PRLUSDT:segment0,240,963,included
binance,PROMPTUSDT,PROMPT,binance:PROMPTUSDT:segment0,60,12377,included
binance,PROMPTUSDT,PROMPT,binance:PROMPTUSDT:segment0,240,3094,included
binance,PROMUSDT,PROM,binance:PROMUSDT:segment0,60,14435,included
binance,PROMUSDT,PROM,binance:PROMUSDT:segment0,240,3608,included
binance,PROVEUSDT,PROVE,binance:PROVEUSDT:segment0,60,9583,included
binance,PROVEUSDT,PROVE,binance:PROVEUSDT:segment0,240,2395,included
binance,PTBUSDT,PTB,binance:PTBUSDT:segment0,60,8891,included
binance,PTBUSDT,PTB,binance:PTBUSDT:segment0,240,2222,included
binance,PUFFERUSDT,PUFFER,binance:PUFFERUSDT:segment0,60,7392,included
binance,PUFFERUSDT,PUFFER,binance:PUFFERUSDT:segment0,240,1847,included
binance,PUMPBTCUSDT,PUMPBTC,binance:PUMPBTCUSDT:segment0,60,10862,included
binance,PUMPBTCUSDT,PUMPBTC,binance:PUMPBTCUSDT:segment0,240,2715,included
binance,PUMPUSDT,PUMP,binance:PUMPUSDT:segment1,60,10216,included
binance,PUMPUSDT,PUMP,binance:PUMPUSDT:segment1,240,2554,included
binance,PUNDIXUSDT,PUNDIX,binance:PUNDIXUSDT:segment0,60,11918,included
binance,PUNDIXUSDT,PUNDIX,binance:PUNDIXUSDT:segment0,240,2979,included
binance,PYTHUSDT,PYTH,binance:PYTHUSDT:segment0,60,24513,included
binance,PYTHUSDT,PYTH,binance:PYTHUSDT:segment0,240,6128,included
binance,QNTUSDT,QNT,binance:QNTUSDT:segment0,60,29448,included
binance,QNTUSDT,QNT,binance:QNTUSDT:segment0,240,7362,included
binance,QTUMUSDT,QTUM,binance:QTUMUSDT:segment0,60,29448,included
binance,QTUMUSDT,QTUM,binance:QTUMUSDT:segment0,240,7362,included
binance,QUICKUSDT,QUICK,binance:QUICKUSDT:segment0,60,10756,included
binance,QUICKUSDT,QUICK,binance:QUICKUSDT:segment0,240,2688,included
binance,QUSDT,Q,binance:QUSDT:segment0,60,8920,included
binance,QUSDT,Q,binance:QUSDT:segment0,240,2230,included
binance,RADUSDT,RAD,binance:RADUSDT:segment0,60,8877,included
binance,RADUSDT,RAD,binance:RADUSDT:segment0,240,2219,included
binance,RAREUSDT,RARE,binance:RAREUSDT:segment0,60,18107,included
binance,RAREUSDT,RARE,binance:RAREUSDT:segment0,240,4526,included
binance,RAVEUSDT,RAVE,binance:RAVEUSDT:segment0,60,6440,included
binance,RAVEUSDT,RAVE,binance:RAVEUSDT:segment0,240,1610,included
binance,RAYSOLUSDT,RAYSOL,binance:RAYSOLUSDT:segment0,60,15300,included
binance,RAYSOLUSDT,RAYSOL,binance:RAYSOLUSDT:segment0,240,3825,included
binance,RDNTUSDT,RDNT,binance:RDNTUSDT:segment0,60,25401,included
binance,RDNTUSDT,RDNT,binance:RDNTUSDT:segment0,240,6350,included
binance,RECALLUSDT,RECALL,binance:RECALLUSDT:segment0,60,7883,included
binance,RECALLUSDT,RECALL,binance:RECALLUSDT:segment0,240,1970,included
binance,REDUSDT,RED,binance:REDUSDT:segment0,60,13232,included
binance,REDUSDT,RED,binance:REDUSDT:segment0,240,3308,included
binance,REEFUSDT,REEF,binance:REEFUSDT:segment0,60,15177,included
binance,REEFUSDT,REEF,binance:REEFUSDT:segment0,240,3794,included
binance,REIUSDT,REI,binance:REIUSDT:segment0,60,10534,included
binance,REIUSDT,REI,binance:REIUSDT:segment0,240,2633,included
binance,RENDERUSDT,RENDER,binance:RENDERUSDT:segment0,60,18590,included
binance,RENDERUSDT,RENDER,binance:RENDERUSDT:segment0,240,4647,included
binance,RENUSDT,REN,binance:RENUSDT:segment0,60,13977,included
binance,RENUSDT,REN,binance:RENUSDT:segment0,240,3494,included
binance,RESOLVUSDT,RESOLV,binance:RESOLVUSDT:segment0,60,10930,included
binance,RESOLVUSDT,RESOLV,binance:RESOLVUSDT:segment0,240,2732,included
binance,REUSDT,RE,binance:REUSDT:segment0,60,1978,included
binance,REUSDT,RE,binance:REUSDT:segment0,240,494,included
binance,REZUSDT,REZ,binance:REZUSDT:segment0,60,20674,included
binance,REZUSDT,REZ,binance:REZUSDT:segment0,240,5168,included
binance,RIFUSDT,RIF,binance:RIFUSDT:segment0,60,25283,included
binance,RIFUSDT,RIF,binance:RIFUSDT:segment0,240,6320,included
binance,RIVERUSDT,RIVER,binance:RIVERUSDT:segment0,60,7833,included
binance,RIVERUSDT,RIVER,binance:RIVERUSDT:segment0,240,1958,included
binance,RLCUSDT,RLC,binance:RLCUSDT:segment0,60,29448,included
binance,RLCUSDT,RLC,binance:RLCUSDT:segment0,240,7362,included
binance,RLSUSDT,RLS,binance:RLSUSDT:segment0,60,3047,included
binance,RLSUSDT,RLS,binance:RLSUSDT:segment0,240,761,included
binance,ROBOUSDT,ROBO,binance:ROBOUSDT:segment0,60,4647,included
binance,ROBOUSDT,ROBO,binance:ROBOUSDT:segment0,240,1161,included
binance,RONINUSDT,RONIN,binance:RONINUSDT:segment0,60,22699,included
binance,RONINUSDT,RONIN,binance:RONINUSDT:segment0,240,5674,included
binance,ROSEUSDT,ROSE,binance:ROSEUSDT:segment0,60,29448,included
binance,ROSEUSDT,ROSE,binance:ROSEUSDT:segment0,240,7362,included
binance,RPLUSDT,RPL,binance:RPLUSDT:segment0,60,17507,included
binance,RPLUSDT,RPL,binance:RPLUSDT:segment0,240,4376,included
binance,RSRUSDT,RSR,binance:RSRUSDT:segment0,60,29448,included
binance,RSRUSDT,RSR,binance:RSRUSDT:segment0,240,7362,included
binance,RUNEUSDT,RUNE,binance:RUNEUSDT:segment0,60,29448,included
binance,RUNEUSDT,RUNE,binance:RUNEUSDT:segment0,240,7362,included
binance,RVNUSDT,RVN,binance:RVNUSDT:segment0,60,29448,included
binance,RVNUSDT,RVN,binance:RVNUSDT:segment0,240,7362,included
binance,RVVUSDT,RVV,binance:RVVUSDT:segment0,60,2755,included
binance,RVVUSDT,RVV,binance:RVVUSDT:segment0,240,688,included
binance,SAFEUSDT,SAFE,binance:SAFEUSDT:segment0,60,16403,included
binance,SAFEUSDT,SAFE,binance:SAFEUSDT:segment0,240,4100,included
binance,SAGAUSDT,SAGA,binance:SAGAUSDT:segment0,60,21181,included
binance,SAGAUSDT,SAGA,binance:SAGAUSDT:segment0,240,5295,included
binance,SAHARAUSDT,SAHARA,binance:SAHARAUSDT:segment0,60,10548,included
binance,SAHARAUSDT,SAHARA,binance:SAHARAUSDT:segment0,240,2637,included
binance,SANDUSDT,SAND,binance:SANDUSDT:segment0,60,29448,included
binance,SANDUSDT,SAND,binance:SANDUSDT:segment0,240,7362,included
binance,SANTOSUSDT,SANTOS,binance:SANTOSUSDT:segment0,60,16330,included
binance,SANTOSUSDT,SANTOS,binance:SANTOSUSDT:segment0,240,4082,included
binance,SAPIENUSDT,SAPIEN,binance:SAPIENUSDT:segment0,60,9222,included
binance,SAPIENUSDT,SAPIEN,binance:SAPIENUSDT:segment0,240,2305,included
binance,SCRTUSDT,SCRT,binance:SCRTUSDT:segment0,60,15429,included
binance,SCRTUSDT,SCRT,binance:SCRTUSDT:segment0,240,3857,included
binance,SCRUSDT,SCR,binance:SCRUSDT:segment0,60,16478,included
binance,SCRUSDT,SCR,binance:SCRUSDT:segment0,240,4119,included
binance,SEIUSDT,SEI,binance:SEIUSDT:segment0,60,26853,included
binance,SEIUSDT,SEI,binance:SEIUSDT:segment0,240,6713,included
binance,SENTUSDT,SENT,binance:SENTUSDT:segment0,60,7163,included
binance,SENTUSDT,SENT,binance:SENTUSDT:segment0,240,1790,included
binance,SFPUSDT,SFP,binance:SFPUSDT:segment0,60,29448,included
binance,SFPUSDT,SFP,binance:SFPUSDT:segment0,240,7362,included
binance,SHELLUSDT,SHELL,binance:SHELLUSDT:segment0,60,13638,included
binance,SHELLUSDT,SHELL,binance:SHELLUSDT:segment0,240,3409,included
binance,SIGNUSDT,SIGN,binance:SIGNUSDT:segment0,60,11965,included
binance,SIGNUSDT,SIGN,binance:SIGNUSDT:segment0,240,2991,included
binance,SIRENUSDT,SIREN,binance:SIRENUSDT:segment0,60,12855,included
binance,SIRENUSDT,SIREN,binance:SIRENUSDT:segment0,240,3213,included
binance,SKATEUSDT,SKATE,binance:SKATEUSDT:segment0,60,4414,included
binance,SKATEUSDT,SKATE,binance:SKATEUSDT:segment0,240,1103,included
binance,SKLUSDT,SKL,binance:SKLUSDT:segment0,60,29448,included
binance,SKLUSDT,SKL,binance:SKLUSDT:segment0,240,7362,included
binance,SKRUSDT,SKR,binance:SKRUSDT:segment0,60,5509,included
binance,SKRUSDT,SKR,binance:SKRUSDT:segment0,240,1377,included
binance,SKYAIUSDT,SKYAI,binance:SKYAIUSDT:segment0,60,11606,included
binance,SKYAIUSDT,SKYAI,binance:SKYAIUSDT:segment0,240,2901,included
binance,SKYUSDT,SKY,binance:SKYUSDT:segment0,60,8753,included
binance,SKYUSDT,SKY,binance:SKYUSDT:segment0,240,2188,included
binance,SLERFUSDT,SLERF,binance:SLERFUSDT:segment0,60,7989,included
binance,SLERFUSDT,SLERF,binance:SLERFUSDT:segment0,240,1997,included
binance,SLPUSDT,SLP,binance:SLPUSDT:segment1,60,9900,included
binance,SLPUSDT,SLP,binance:SLPUSDT:segment1,240,2475,included
binance,SLXUSDT,SLX,binance:SLXUSDT:segment0,60,2393,included
binance,SLXUSDT,SLX,binance:SLXUSDT:segment0,240,598,included
binance,SNTUSDT,SNT,binance:SNTUSDT:segment0,60,4628,included
binance,SNTUSDT,SNT,binance:SNTUSDT:segment0,240,1156,included
binance,SNXUSDT,SNX,binance:SNXUSDT:segment0,60,29448,included
binance,SNXUSDT,SNX,binance:SNXUSDT:segment0,240,7362,included
binance,SOLUSDT,SOL,binance:SOLUSDT:segment0,60,29448,included
binance,SOLUSDT,SOL,binance:SOLUSDT:segment0,240,7362,included
binance,SOLVUSDT,SOLV,binance:SOLVUSDT:segment0,60,14387,included
binance,SOLVUSDT,SOLV,binance:SOLVUSDT:segment0,240,3596,included
binance,SOMIUSDT,SOMI,binance:SOMIUSDT:segment0,60,9110,included
binance,SOMIUSDT,SOMI,binance:SOMIUSDT:segment0,240,2277,included
binance,SONICUSDT,SONIC,binance:SONICUSDT:segment0,60,14609,included
binance,SONICUSDT,SONIC,binance:SONICUSDT:segment0,240,3652,included
binance,SOONUSDT,SOON,binance:SOONUSDT:segment0,60,11367,included
binance,SOONUSDT,SOON,binance:SOONUSDT:segment0,240,2841,included
binance,SOPHUSDT,SOPH,binance:SOPHUSDT:segment0,60,11243,included
binance,SOPHUSDT,SOPH,binance:SOPHUSDT:segment0,240,2810,included
binance,SPACEUSDT,SPACE,binance:SPACEUSDT:segment0,60,5484,included
binance,SPACEUSDT,SPACE,binance:SPACEUSDT:segment0,240,1371,included
binance,SPELLUSDT,SPELL,binance:SPELLUSDT:segment0,60,29448,included
binance,SPELLUSDT,SPELL,binance:SPELLUSDT:segment0,240,7362,included
binance,SPKUSDT,SPK,binance:SPKUSDT:segment0,60,10767,included
binance,SPKUSDT,SPK,binance:SPKUSDT:segment0,240,2691,included
binance,SPORTFUNUSDT,SPORTFUN,binance:SPORTFUNUSDT:segment0,60,5650,included
binance,SPORTFUNUSDT,SPORTFUN,binance:SPORTFUNUSDT:segment0,240,1412,included
binance,SPXUSDT,SPX,binance:SPXUSDT:segment0,60,15299,included
binance,SPXUSDT,SPX,binance:SPXUSDT:segment0,240,3824,included
binance,SQDUSDT,SQD,binance:SQDUSDT:segment0,60,10907,included
binance,SQDUSDT,SQD,binance:SQDUSDT:segment0,240,2726,included
binance,SSVUSDT,SSV,binance:SSVUSDT:segment0,60,29448,included
binance,SSVUSDT,SSV,binance:SSVUSDT:segment0,240,7362,included
binance,STABLEUSDT,STABLE,binance:STABLEUSDT:segment0,60,7356,included
binance,STABLEUSDT,STABLE,binance:STABLEUSDT:segment0,240,1839,included
binance,STARUSDT,STAR,binance:STARUSDT:segment0,60,2827,included
binance,STARUSDT,STAR,binance:STARUSDT:segment0,240,706,included
binance,STBLUSDT,STBL,binance:STBLUSDT:segment0,60,8562,included
binance,STBLUSDT,STBL,binance:STBLUSDT:segment0,240,2140,included
binance,STEEMUSDT,STEEM,binance:STEEMUSDT:segment0,60,24849,included
binance,STEEMUSDT,STEEM,binance:STEEMUSDT:segment0,240,6212,included
binance,STGUSDT,STG,binance:STGUSDT:segment0,60,29448,included
binance,STGUSDT,STG,binance:STGUSDT:segment0,240,7362,included
binance,STMXUSDT,STMX,binance:STMXUSDT:segment0,60,15897,included
binance,STMXUSDT,STMX,binance:STMXUSDT:segment0,240,3974,included
binance,STORJUSDT,STORJ,binance:STORJUSDT:segment0,60,29121,included
binance,STORJUSDT,STORJ,binance:STORJUSDT:segment0,240,7280,included
binance,STOUSDT,STO,binance:STOUSDT:segment0,60,12345,included
binance,STOUSDT,STO,binance:STOUSDT:segment0,240,3086,included
binance,STPTUSDT,STPT,binance:STPTUSDT:segment0,60,4986,included
binance,STPTUSDT,STPT,binance:STPTUSDT:segment0,240,1246,included
binance,STRAXUSDT,STRAX,binance:STRAXUSDT:segment0,60,3750,included
binance,STRAXUSDT,STRAX,binance:STRAXUSDT:segment0,240,937,included
binance,STRKUSDT,STRK,binance:STRKUSDT:segment0,60,22351,included
binance,STRKUSDT,STRK,binance:STRKUSDT:segment0,240,5587,included
binance,STXUSDT,STX,binance:STXUSDT:segment0,60,29448,included
binance,STXUSDT,STX,binance:STXUSDT:segment0,240,7362,included
binance,SUIUSDT,SUI,binance:SUIUSDT:segment0,60,29384,included
binance,SUIUSDT,SUI,binance:SUIUSDT:segment0,240,7346,included
binance,SUNUSDT,SUN,binance:SUNUSDT:segment0,60,17939,included
binance,SUNUSDT,SUN,binance:SUNUSDT:segment0,240,4484,included
binance,SUPERUSDT,SUPER,binance:SUPERUSDT:segment0,60,24419,included
binance,SUPERUSDT,SUPER,binance:SUPERUSDT:segment0,240,6104,included
binance,SUSDT,S,binance:SUSDT:segment0,60,14414,included
binance,SUSDT,S,binance:SUSDT:segment0,240,3603,included
binance,SUSHIUSDT,SUSHI,binance:SUSHIUSDT:segment0,60,29448,included
binance,SUSHIUSDT,SUSHI,binance:SUSHIUSDT:segment0,240,7362,included
binance,SWARMSUSDT,SWARMS,binance:SWARMSUSDT:segment0,60,14627,included
binance,SWARMSUSDT,SWARMS,binance:SWARMSUSDT:segment0,240,3656,included
binance,SWELLUSDT,SWELL,binance:SWELLUSDT:segment0,60,9233,included
binance,SWELLUSDT,SWELL,binance:SWELLUSDT:segment0,240,2308,included
binance,SXTUSDT,SXT,binance:SXTUSDT:segment0,60,11871,included
binance,SXTUSDT,SXT,binance:SXTUSDT:segment0,240,2967,included
