i,stem,symbol,tip_idx,tip_time,max_conf,n_boxes,tip_spread,right_p50,cv60,ret12,pos24,bear_stack,bull_stack,filter_reason,owner_keep,owner_note,image
238,BIO_USDT_SWAP_028299,BIO_USDT_SWAP,28299,2026-03-25 09:15:00+00:00,0.6785,1,0.005852,0.9971,-0.004467,-0.005461,0.2381,0,0,pass,,,images/train/BIO_USDT_SWAP_028299.png
239,GRT_USDT_SWAP_024539,GRT_USDT_SWAP,24539,2026-02-13 06:00:00+00:00,0.8167,1,0.005852,0.9966,-0.009439,-0.008321,0.0847,1,0,pass,,,images/train/GRT_USDT_SWAP_024539.png
240,MASK_USDT_SWAP_010999,MASK_USDT_SWAP,10999,2025-09-26 06:00:00+00:00,0.6434,1,0.005859,0.9974,-0.002384,-0.003325,0.2368,0,0,pass,,,images/train/MASK_USDT_SWAP_010999.png
241,COMP_USDT_SWAP_018239,COMP_USDT_SWAP,18239,2025-12-10 14:30:00+00:00,0.4846,1,0.005864,0.9977,-0.002768,-0.002861,0.5122,1,0,pass,,,images/train/COMP_USDT_SWAP_018239.png
242,OP_USDT_SWAP_024539,OP_USDT_SWAP,24539,2026-02-13 06:15:00+00:00,0.7109,1,0.005884,0.9971,-0.00972,-0.011621,0.0811,1,0,pass,,,images/train/OP_USDT_SWAP_024539.png
243,YFI_USDT_SWAP_004579,YFI_USDT_SWAP,4579,2025-07-21 10:45:00+00:00,0.676,1,0.005892,0.9975,-0.000881,-0.007373,0.4084,0,0,pass,,,images/train/YFI_USDT_SWAP_004579.png
244,NIGHT_USDT_SWAP_004539,NIGHT_USDT_SWAP,4539,2026-01-25 18:15:00+00:00,0.8386,1,0.005895,0.9967,-0.023073,-0.036144,0.0423,0,0,pass,,,images/train/NIGHT_USDT_SWAP_004539.png
245,XRP_USDT_SWAP_003019,XRP_USDT_SWAP,3019,2025-07-04 02:45:00+00:00,0.5173,2,0.005909,0.997,-0.009398,-0.006117,0.0742,0,0,pass,,,images/train/XRP_USDT_SWAP_003019.png
246,SKY_USDT_SWAP_013639,SKY_USDT_SWAP,13639,2026-01-31 13:15:00+00:00,0.6861,1,0.005911,0.9976,-0.004247,-0.001724,0.3269,1,0,pass,,,images/train/SKY_USDT_SWAP_013639.png
247,JTO_USDT_SWAP_003499,JTO_USDT_SWAP,3499,2025-07-09 02:15:00+00:00,0.7306,1,0.005934,0.9977,-0.005682,-0.001086,0.1818,1,0,pass,,,images/train/JTO_USDT_SWAP_003499.png
248,PEOPLE_USDT_SWAP_016039,PEOPLE_USDT_SWAP,16039,2025-11-17 18:30:00+00:00,0.7219,1,0.005939,0.9986,-0.016439,-0.014071,0.2097,1,0,pass,,,images/train/PEOPLE_USDT_SWAP_016039.png
249,UNI_USDT_SWAP_014339,UNI_USDT_SWAP,14339,2025-10-30 00:30:00+00:00,0.7355,1,0.005941,0.9969,-0.00494,-0.01359,0.4397,1,0,pass,,,images/train/UNI_USDT_SWAP_014339.png
250,AERO_USDT_SWAP_028759,AERO_USDT_SWAP,28759,2026-04-28 20:00:00+00:00,0.3293,1,0.005944,0.9971,-0.001818,-0.001519,0.6429,0,0,pass,,,images/train/AERO_USDT_SWAP_028759.png
251,BARD_USDT_SWAP_017199,BARD_USDT_SWAP,17199,2026-03-16 15:45:00+00:00,0.504,1,0.005947,0.9972,-0.001281,-0.006541,0.3268,0,0,pass,,,images/train/BARD_USDT_SWAP_017199.png
252,APR_USDT_SWAP_017339,APR_USDT_SWAP,17339,2026-04-22 20:45:00+00:00,0.3715,1,0.005962,0.996,-0.00983,-0.005698,0.1711,0,0,pass,,,images/train/APR_USDT_SWAP_017339.png
253,ICX_USDT_SWAP_007219,ICX_USDT_SWAP,7219,2025-08-17 20:45:00+00:00,0.74,1,0.005965,0.9977,-0.004621,-0.004274,0.3119,0,0,pass,,,images/train/ICX_USDT_SWAP_007219.png
254,SAHARA_USDT_SWAP_004119,SAHARA_USDT_SWAP,4119,2025-08-08 10:15:00+00:00,0.6245,1,0.005969,0.9966,-0.006793,-0.002174,0.1494,0,0,pass,,,images/train/SAHARA_USDT_SWAP_004119.png
255,GMT_USDT_SWAP_002359,GMT_USDT_SWAP,2359,2025-06-28 05:30:00+00:00,0.3661,1,0.005977,0.9994,-0.004288,-0.011743,0.1951,0,0,pass,,,images/train/GMT_USDT_SWAP_002359.png
256,AXS_USDT_SWAP_011159,AXS_USDT_SWAP,11159,2025-09-27 19:45:00+00:00,0.8708,1,0.005979,0.9978,-0.006249,-0.007456,0.1395,0,0,pass,,,images/train/AXS_USDT_SWAP_011159.png
257,GIGGLE_USDT_SWAP_017399,GIGGLE_USDT_SWAP,17399,2026-04-24 12:45:00+00:00,0.5332,2,0.00598,0.9981,-0.00175,-0.003091,0.4235,1,0,pass,,,images/train/GIGGLE_USDT_SWAP_017399.png
258,OFC_USDT_SWAP_001839,OFC_USDT_SWAP,1839,2026-04-28 14:45:00+00:00,0.7425,1,0.00598,0.9967,-0.013886,-0.00934,0.2326,0,0,pass,,,images/train/OFC_USDT_SWAP_001839.png
259,THETA_USDT_SWAP_031439,THETA_USDT_SWAP,31439,2026-04-27 05:15:00+00:00,0.7011,1,0.005985,0.9973,-0.019968,-0.023137,0.0274,1,0,pass,,,images/train/THETA_USDT_SWAP_031439.png
260,GAS_USDT_SWAP_030799,GAS_USDT_SWAP,30799,2026-04-20 11:15:00+00:00,0.7365,1,0.00603,0.9972,-0.002548,-0.000598,0.25,1,0,pass,,,images/train/GAS_USDT_SWAP_030799.png
261,PEPE_USDT_SWAP_020319,PEPE_USDT_SWAP,20319,2025-12-31 07:30:00+00:00,0.3562,2,0.006039,0.9969,-0.002902,-0.000486,0.2321,0,0,pass,,,images/train/PEPE_USDT_SWAP_020319.png
262,APE_USDT_SWAP_028639,APE_USDT_SWAP,28639,2026-03-27 22:30:00+00:00,0.7489,1,0.006049,0.9963,-0.002922,-0.001032,0.3297,1,0,pass,,,images/train/APE_USDT_SWAP_028639.png
263,ADA_USDT_SWAP_005259,ADA_USDT_SWAP,5259,2025-07-27 09:30:00+00:00,0.6722,1,0.006054,0.9975,-0.011088,-0.01697,0.0456,0,0,pass,,,images/train/ADA_USDT_SWAP_005259.png
264,GLM_USDT_SWAP_026599,GLM_USDT_SWAP,26599,2026-03-07 17:15:00+00:00,0.829,1,0.006068,0.9967,-0.002917,-0.007042,0.2667,1,0,pass,,,images/train/GLM_USDT_SWAP_026599.png
265,EGLD_USDT_SWAP_010139,EGLD_USDT_SWAP,10139,2025-09-17 06:00:00+00:00,0.7101,1,0.006076,0.9971,-0.00344,-0.012793,0.3611,1,0,pass,,,images/train/EGLD_USDT_SWAP_010139.png
266,ORDER_USDT_SWAP_014739,ORDER_USDT_SWAP,14739,2026-03-03 04:00:00+00:00,0.7832,1,0.006079,0.9987,-0.015414,-0.009385,0.0546,1,0,pass,,,images/train/ORDER_USDT_SWAP_014739.png
267,ICX_USDT_SWAP_026259,ICX_USDT_SWAP,26259,2026-03-04 04:45:00+00:00,0.7441,1,0.006081,0.9971,-0.005094,-0.00536,0.3173,1,0,pass,,,images/train/ICX_USDT_SWAP_026259.png
268,DOGE_USDT_SWAP_002399,DOGE_USDT_SWAP,2399,2025-06-27 14:45:00+00:00,0.7692,1,0.006083,0.9962,-0.01154,-0.011217,0.1448,1,0,pass,,,images/train/DOGE_USDT_SWAP_002399.png
269,ATOM_USDT_SWAP_013259,ATOM_USDT_SWAP,13259,2025-10-18 17:30:00+00:00,0.6857,1,0.006086,0.9979,-0.001994,-0.002197,0.3735,1,0,pass,,,images/train/ATOM_USDT_SWAP_013259.png
270,STX_USDT_SWAP_022439,STX_USDT_SWAP,22439,2026-01-23 11:15:00+00:00,0.7387,1,0.006101,0.9973,-0.004053,-0.007212,0.3387,1,0,pass,,,images/train/STX_USDT_SWAP_022439.png
271,BAT_USDT_SWAP_008799,BAT_USDT_SWAP,8799,2025-09-03 06:00:00+00:00,0.5751,2,0.006113,0.9968,-0.007956,-0.010263,0.2,0,0,pass,,,images/train/BAT_USDT_SWAP_008799.png
272,METIS_USDT_SWAP_022659,METIS_USDT_SWAP,22659,2026-01-25 17:15:00+00:00,0.8596,1,0.006119,0.9963,-0.026586,-0.01955,0.1615,1,0,pass,,,images/train/METIS_USDT_SWAP_022659.png
273,HYPE_USDT_SWAP_027979,HYPE_USDT_SWAP,27979,2026-03-21 02:00:00+00:00,0.3802,1,0.006121,0.9975,-0.003333,-0.010796,0.4043,0,0,pass,,,images/train/HYPE_USDT_SWAP_027979.png
274,PARTI_USDT_SWAP_022819,PARTI_USDT_SWAP,22819,2026-01-27 09:30:00+00:00,0.7031,1,0.006127,0.9983,-0.00908,-0.007927,0.3072,1,0,pass,,,images/train/PARTI_USDT_SWAP_022819.png
275,OL_USDT_SWAP_012019,OL_USDT_SWAP,12019,2026-03-03 15:00:00+00:00,0.6632,1,0.00613,0.997,-0.013981,-0.019516,0.0455,0,0,pass,,,images/train/OL_USDT_SWAP_012019.png
276,ETHFI_USDT_SWAP_009859,ETHFI_USDT_SWAP,9859,2025-09-13 08:00:00+00:00,0.4415,3,0.006154,0.9979,-0.005163,-0.001534,0.2106,0,0,pass,,,images/train/ETHFI_USDT_SWAP_009859.png
277,ENA_USDT_SWAP_013859,ENA_USDT_SWAP,13859,2026-02-08 16:15:00+00:00,0.7399,1,0.006164,0.9969,-0.013915,-0.014481,0.1282,1,0,pass,,,images/train/ENA_USDT_SWAP_013859.png
278,FLOW_USDT_SWAP_009859,FLOW_USDT_SWAP,9859,2025-09-14 08:15:00+00:00,0.821,1,0.006184,0.9971,-0.005518,-0.007918,0.3084,0,0,pass,,,images/train/FLOW_USDT_SWAP_009859.png
279,BERA_USDT_SWAP_025199,BERA_USDT_SWAP,25199,2026-02-21 02:00:00+00:00,0.5532,2,0.006186,0.997,-0.006412,-0.005887,0.2632,0,0,pass,,,images/train/BERA_USDT_SWAP_025199.png
280,GRT_USDT_SWAP_007579,GRT_USDT_SWAP,7579,2025-08-20 14:00:00+00:00,0.6494,1,0.006186,0.9982,-0.012143,-0.016108,0.148,1,0,pass,,,images/train/GRT_USDT_SWAP_007579.png
281,FIL_USDT_SWAP_031659,FIL_USDT_SWAP,31659,2026-04-28 10:00:00+00:00,0.7149,1,0.006187,0.9976,-0.002734,-0.000436,0.1325,0,0,pass,,,images/train/FIL_USDT_SWAP_031659.png
282,PLUME_USDT_SWAP_016599,PLUME_USDT_SWAP,16599,2025-11-23 14:45:00+00:00,0.5952,2,0.006194,0.9974,-0.01383,-0.00798,0.0152,1,0,pass,,,images/train/PLUME_USDT_SWAP_016599.png
283,ETHFI_USDT_SWAP_008419,ETHFI_USDT_SWAP,8419,2025-08-29 08:00:00+00:00,0.8093,1,0.006198,0.9975,-0.029417,-0.030379,0.0382,0,0,pass,,,images/train/ETHFI_USDT_SWAP_008419.png
284,ZEN_USDT_SWAP_014039,ZEN_USDT_SWAP,14039,2026-03-29 11:45:00+00:00,0.7041,1,0.006205,0.9965,-0.005982,-0.006379,0.3488,1,0,pass,,,images/train/ZEN_USDT_SWAP_014039.png
285,BONK_USDT_SWAP_027359,BONK_USDT_SWAP,27359,2026-03-15 14:15:00+00:00,0.6671,1,0.006216,0.9966,-0.00767,-0.009676,0.3153,1,0,pass,,,images/train/BONK_USDT_SWAP_027359.png
286,AT_USDT_SWAP_015699,AT_USDT_SWAP,15699,2026-04-11 22:45:00+00:00,0.5166,1,0.00622,0.9995,-0.000824,-0.008776,0.5372,1,0,pass,,,images/train/AT_USDT_SWAP_015699.png
287,AAVE_USDT_SWAP_024939,AAVE_USDT_SWAP,24939,2026-02-17 09:30:00+00:00,0.6223,2,0.006227,0.9982,-0.009048,-0.005034,0.3323,1,0,pass,,,images/train/AAVE_USDT_SWAP_024939.png
288,SHIB_USDT_SWAP_001579,SHIB_USDT_SWAP,1579,2025-06-19 02:30:00+00:00,0.5116,1,0.00624,0.9979,-0.000178,-0.001719,0.3456,0,0,pass,,,images/train/SHIB_USDT_SWAP_001579.png
289,YFI_USDT_SWAP_016199,YFI_USDT_SWAP,16199,2025-11-19 11:45:00+00:00,0.4615,2,0.006249,0.9976,-0.005172,-0.00205,0.2899,1,0,pass,,,images/train/YFI_USDT_SWAP_016199.png
290,BERA_USDT_SWAP_013219,BERA_USDT_SWAP,13219,2025-10-19 07:00:00+00:00,0.4412,1,0.006257,0.9981,-0.001899,-0.000558,0.5,1,0,pass,,,images/train/BERA_USDT_SWAP_013219.png
291,METIS_USDT_SWAP_005119,METIS_USDT_SWAP,5119,2025-07-27 00:15:00+00:00,0.5767,2,0.00627,0.9962,-0.010444,-0.010795,0.1087,0,0,pass,,,images/train/METIS_USDT_SWAP_005119.png
292,UP_USDT_SWAP_000919,UP_USDT_SWAP,919,2026-04-18 00:45:00+00:00,0.575,2,0.006271,0.9975,-0.006105,-0.004217,0.2407,0,0,pass,,,images/train/UP_USDT_SWAP_000919.png
293,TRUTH_USDT_SWAP_005539,TRUTH_USDT_SWAP,5539,2026-01-25 04:15:00+00:00,0.6437,1,0.006275,0.9977,-0.005914,-0.010005,0.3936,0,0,pass,,,images/train/TRUTH_USDT_SWAP_005539.png
294,WCT_USDT_SWAP_004799,WCT_USDT_SWAP,4799,2025-07-23 17:30:00+00:00,0.5953,1,0.006278,0.9964,-0.044075,-0.048872,0.0777,0,0,pass,,,images/train/WCT_USDT_SWAP_004799.png
295,AZTEC_USDT_SWAP_004059,AZTEC_USDT_SWAP,4059,2026-03-25 17:15:00+00:00,0.7654,1,0.006282,0.9969,-0.003482,-0.006123,0.4906,1,0,pass,,,images/train/AZTEC_USDT_SWAP_004059.png
296,AGLD_USDT_SWAP_024159,AGLD_USDT_SWAP,24159,2026-02-10 05:15:00+00:00,0.6242,1,0.006289,0.9977,-0.005119,-0.008295,0.3178,0,0,pass,,,images/train/AGLD_USDT_SWAP_024159.png
297,AVAX_USDT_SWAP_025379,AVAX_USDT_SWAP,25379,2026-02-21 23:30:00+00:00,0.7295,1,0.006296,0.998,-0.010873,-0.009775,0.0792,0,0,pass,,,images/train/AVAX_USDT_SWAP_025379.png
298,0G_USDT_SWAP_015099,0G_USDT_SWAP,15099,2026-02-26 17:15:00+00:00,0.7888,1,0.0063,0.9965,-0.021969,-0.030561,0.2105,1,0,pass,,,images/train/0G_USDT_SWAP_015099.png
299,GMX_USDT_SWAP_022439,GMX_USDT_SWAP,22439,2026-01-23 09:30:00+00:00,0.6491,2,0.006306,0.9976,-0.005444,-0.011885,0.1667,1,0,pass,,,images/train/GMX_USDT_SWAP_022439.png
300,TRUST_USDT_SWAP_015719,TRUST_USDT_SWAP,15719,2026-04-18 05:15:00+00:00,0.7269,1,0.006313,0.9968,-0.004989,-0.00463,0.3979,1,0,pass,,,images/train/TRUST_USDT_SWAP_015719.png
301,SHIB_USDT_SWAP_022459,SHIB_USDT_SWAP,22459,2026-01-22 14:30:00+00:00,0.7529,1,0.006319,0.9963,-0.015196,-0.014639,0.1553,1,0,pass,,,images/train/SHIB_USDT_SWAP_022459.png
302,TRUMP_USDT_SWAP_021039,TRUMP_USDT_SWAP,21039,2026-01-07 19:30:00+00:00,0.6516,2,0.006324,0.9974,-0.009757,-0.006086,0.2917,1,0,pass,,,images/train/TRUMP_USDT_SWAP_021039.png
303,DOT_USDT_SWAP_008539,DOT_USDT_SWAP,8539,2025-08-30 13:45:00+00:00,0.7764,1,0.006328,0.9969,-0.00684,-0.008707,0.3253,1,0,pass,,,images/train/DOT_USDT_SWAP_008539.png
304,DASH_USDT_SWAP_015479,DASH_USDT_SWAP,15479,2026-04-16 08:45:00+00:00,0.4531,1,0.006328,0.9972,-0.004668,-0.006783,0.3026,1,0,pass,,,images/train/DASH_USDT_SWAP_015479.png
305,MORPHO_USDT_SWAP_031839,MORPHO_USDT_SWAP,31839,2026-05-01 08:15:00+00:00,0.4807,1,0.006346,0.9982,-0.000189,-0.002006,0.3333,0,0,pass,,,images/train/MORPHO_USDT_SWAP_031839.png
306,HUMA_USDT_SWAP_019959,HUMA_USDT_SWAP,19959,2025-12-28 13:45:00+00:00,0.6909,1,0.006357,0.9973,-0.005823,-0.003282,0.2273,1,0,pass,,,images/train/HUMA_USDT_SWAP_019959.png
307,MMT_USDT_SWAP_015659,MMT_USDT_SWAP,15659,2026-04-16 15:15:00+00:00,0.7167,1,0.006368,0.997,-0.004406,-0.007541,0.3667,1,0,pass,,,images/train/MMT_USDT_SWAP_015659.png
308,BARD_USDT_SWAP_004279,BARD_USDT_SWAP,4279,2025-11-02 01:45:00+00:00,0.7211,1,0.00638,0.9976,-0.002094,0.0,0.1724,0,0,pass,,,images/train/BARD_USDT_SWAP_004279.png
309,WET_USDT_SWAP_005919,WET_USDT_SWAP,5919,2026-02-09 07:45:00+00:00,0.7746,1,0.006388,0.9977,-0.014668,-0.02,0.0868,1,0,pass,,,images/train/WET_USDT_SWAP_005919.png
310,SENT_USDT_SWAP_010559,SENT_USDT_SWAP,10559,2026-03-04 14:45:00+00:00,0.3999,1,0.006391,0.9981,-0.001244,-0.002863,0.2,0,0,pass,,,images/train/SENT_USDT_SWAP_010559.png
311,DASH_USDT_SWAP_002979,DASH_USDT_SWAP,2979,2025-12-07 03:45:00+00:00,0.46,1,0.006405,0.9978,-0.002349,-0.001062,0.4227,1,0,pass,,,images/train/DASH_USDT_SWAP_002979.png
312,RVN_USDT_SWAP_019539,RVN_USDT_SWAP,19539,2025-12-24 06:00:00+00:00,0.6229,2,0.006415,0.9971,-0.012986,-0.00623,0.0,1,0,pass,,,images/train/RVN_USDT_SWAP_019539.png
313,ZK_USDT_SWAP_022579,ZK_USDT_SWAP,22579,2026-01-23 20:45:00+00:00,0.7504,1,0.006424,0.9962,-0.021782,-0.034194,0.1317,1,0,pass,,,images/train/ZK_USDT_SWAP_022579.png
314,HMSTR_USDT_SWAP_023499,HMSTR_USDT_SWAP,23499,2026-02-03 10:30:00+00:00,0.8714,1,0.006436,0.9963,-0.013968,-0.016428,0.1228,1,0,pass,,,images/train/HMSTR_USDT_SWAP_023499.png
315,MANA_USDT_SWAP_018799,MANA_USDT_SWAP,18799,2025-12-17 13:00:00+00:00,0.5079,1,0.006466,0.997,-0.004017,-0.000754,0.2667,1,0,pass,,,images/train/MANA_USDT_SWAP_018799.png
316,BONK_USDT_SWAP_021919,BONK_USDT_SWAP,21919,2026-01-17 22:15:00+00:00,0.8884,1,0.006468,0.9967,-0.01006,-0.01024,0.0696,1,0,pass,,,images/train/BONK_USDT_SWAP_021919.png
317,SKY_USDT_SWAP_003979,SKY_USDT_SWAP,3979,2025-10-22 22:15:00+00:00,0.7032,1,0.006473,0.9963,-0.009921,-0.014841,0.0676,1,0,pass,,,images/train/SKY_USDT_SWAP_003979.png
318,BRETT_USDT_SWAP_022019,BRETT_USDT_SWAP,22019,2026-01-18 23:15:00+00:00,0.6838,1,0.006475,0.9983,-0.03517,-0.046163,0.0235,1,0,pass,,,images/train/BRETT_USDT_SWAP_022019.png
319,HOME_USDT_SWAP_013279,HOME_USDT_SWAP,13279,2025-10-29 18:00:00+00:00,0.5768,1,0.006479,0.9981,-0.005984,-0.01034,0.3247,1,0,pass,,,images/train/HOME_USDT_SWAP_013279.png
320,AUCTION_USDT_SWAP_015439,AUCTION_USDT_SWAP,15439,2025-11-11 09:45:00+00:00,0.5192,1,0.006483,0.9977,-0.009545,-0.007209,0.2323,0,0,pass,,,images/train/AUCTION_USDT_SWAP_015439.png
321,PI_USDT_SWAP_005079,PI_USDT_SWAP,5079,2025-07-25 13:30:00+00:00,0.5914,2,0.006501,0.9971,-0.005496,-0.006793,0.2364,1,0,pass,,,images/train/PI_USDT_SWAP_005079.png
322,RSR_USDT_SWAP_022819,RSR_USDT_SWAP,22819,2026-01-27 10:00:00+00:00,0.7392,1,0.006509,0.9976,-0.00473,-0.005177,0.1667,0,0,pass,,,images/train/RSR_USDT_SWAP_022819.png
323,ARB_USDT_SWAP_022579,ARB_USDT_SWAP,22579,2026-01-23 19:30:00+00:00,0.5723,1,0.006511,0.9991,-0.005369,-0.012799,0.4674,0,0,pass,,,images/train/ARB_USDT_SWAP_022579.png
324,DOGE_USDT_SWAP_015519,DOGE_USDT_SWAP,15519,2025-11-11 06:45:00+00:00,0.7831,1,0.006513,0.9961,-0.013348,-0.025724,0.1405,0,0,pass,,,images/train/DOGE_USDT_SWAP_015519.png
325,SAND_USDT_SWAP_004859,SAND_USDT_SWAP,4859,2025-07-23 06:30:00+00:00,0.318,1,0.006527,0.9982,-0.006732,-0.006235,0.0,0,0,pass,,,images/train/SAND_USDT_SWAP_004859.png
326,CORE_USDT_SWAP_007779,CORE_USDT_SWAP,7779,2025-08-23 15:30:00+00:00,0.6875,2,0.006543,0.997,-0.002204,-0.002035,0.3529,0,0,pass,,,images/train/CORE_USDT_SWAP_007779.png
327,TRUMP_USDT_SWAP_016299,TRUMP_USDT_SWAP,16299,2025-11-19 10:30:00+00:00,0.6143,1,0.006547,0.9979,-0.003697,-0.004682,0.5532,0,0,pass,,,images/train/TRUMP_USDT_SWAP_016299.png
328,OP_USDT_SWAP_031899,OP_USDT_SWAP,31899,2026-04-30 22:15:00+00:00,0.6064,1,0.006549,0.9969,-0.007245,-0.011561,0.0556,1,0,pass,,,images/train/OP_USDT_SWAP_031899.png
329,OP_USDT_SWAP_008639,OP_USDT_SWAP,8639,2025-08-31 15:15:00+00:00,0.8494,1,0.00655,0.9974,-0.002129,0.0,0.6493,0,0,pass,,,images/train/OP_USDT_SWAP_008639.png
330,PROVE_USDT_SWAP_004239,PROVE_USDT_SWAP,4239,2025-11-30 15:15:00+00:00,0.6819,1,0.006559,0.9973,-0.002365,-0.000849,0.2604,1,0,pass,,,images/train/PROVE_USDT_SWAP_004239.png
331,STX_USDT_SWAP_007819,STX_USDT_SWAP,7819,2025-08-24 04:15:00+00:00,0.5567,1,0.00657,0.997,-0.00367,-0.001587,0.304,0,0,pass,,,images/train/STX_USDT_SWAP_007819.png
332,IWM_USDT_SWAP_000259,IWM_USDT_SWAP,259,2026-04-13 04:45:00+00:00,0.6075,1,0.00657,0.9977,-0.000855,-0.000506,0.7318,1,0,pass,,,images/train/IWM_USDT_SWAP_000259.png
333,ETH_USDT_SWAP_021919,ETH_USDT_SWAP,21919,2026-01-15 20:30:00+00:00,0.8436,1,0.00658,0.9976,-0.012157,-0.014195,0.1124,0,0,pass,,,images/train/ETH_USDT_SWAP_021919.png
334,EGLD_USDT_SWAP_007839,EGLD_USDT_SWAP,7839,2025-08-24 07:00:00+00:00,0.8059,2,0.006615,0.9966,-0.016981,-0.020113,0.1786,0,0,pass,,,images/train/EGLD_USDT_SWAP_007839.png
335,ONT_USDT_SWAP_024439,ONT_USDT_SWAP,24439,2026-02-13 06:30:00+00:00,0.5466,2,0.006616,0.997,-0.004749,-0.009168,0.1389,0,0,pass,,,images/train/ONT_USDT_SWAP_024439.png
336,COAI_USDT_SWAP_005379,COAI_USDT_SWAP,5379,2025-12-10 15:15:00+00:00,0.4033,1,0.006621,0.9972,-0.006737,-0.001731,0.2236,0,0,pass,,,images/train/COAI_USDT_SWAP_005379.png
337,CRV_USDT_SWAP_027939,CRV_USDT_SWAP,27939,2026-03-20 15:45:00+00:00,0.7634,1,0.006626,0.9975,-0.006466,-0.003397,0.3585,1,0,pass,,,images/train/CRV_USDT_SWAP_027939.png
338,QTUM_USDT_SWAP_001059,QTUM_USDT_SWAP,1059,2025-06-14 17:45:00+00:00,0.7587,1,0.00663,0.9973,-0.007953,-0.009392,0.2857,1,0,pass,,,images/train/QTUM_USDT_SWAP_001059.png
339,LRC_USDT_SWAP_015939,LRC_USDT_SWAP,15939,2025-11-16 17:00:00+00:00,0.8317,1,0.006637,0.9962,-0.028327,-0.030145,0.1234,1,0,pass,,,images/train/LRC_USDT_SWAP_015939.png
340,PIEVERSE_USDT_SWAP_008939,PIEVERSE_USDT_SWAP,8939,2026-02-17 06:15:00+00:00,0.7746,1,0.006649,0.9973,-0.007315,-0.003643,0.2376,1,0,pass,,,images/train/PIEVERSE_USDT_SWAP_008939.png
341,PENGU_USDT_SWAP_000619,PENGU_USDT_SWAP,619,2025-06-09 02:15:00+00:00,0.6932,1,0.00665,0.997,-0.010627,-0.001816,0.1633,0,0,pass,,,images/train/PENGU_USDT_SWAP_000619.png
342,TAO_USDT_SWAP_002639,TAO_USDT_SWAP,2639,2025-07-01 05:15:00+00:00,0.6013,2,0.006652,0.997,-0.006314,-0.002397,0.2069,1,0,pass,,,images/train/TAO_USDT_SWAP_002639.png
343,TRUST_USDT_SWAP_003359,TRUST_USDT_SWAP,3359,2025-12-10 11:15:00+00:00,0.679,2,0.006676,0.9965,-0.025184,-0.025699,0.25,1,0,pass,,,images/train/TRUST_USDT_SWAP_003359.png
344,GPS_USDT_SWAP_029679,GPS_USDT_SWAP,29679,2026-04-08 19:30:00+00:00,0.7266,1,0.006677,0.9981,-0.00583,-0.003413,0.3151,0,0,pass,,,images/train/GPS_USDT_SWAP_029679.png
345,LRC_USDT_SWAP_016839,LRC_USDT_SWAP,16839,2025-11-26 02:00:00+00:00,0.3468,1,0.006679,0.9987,-0.001653,-0.009996,0.4911,1,0,pass,,,images/train/LRC_USDT_SWAP_016839.png
346,OL_USDT_SWAP_003939,OL_USDT_SWAP,3939,2025-12-09 11:00:00+00:00,0.8408,1,0.006679,0.996,-0.010814,-0.013043,0.3175,1,0,pass,,,images/train/OL_USDT_SWAP_003939.png
347,BOME_USDT_SWAP_000439,BOME_USDT_SWAP,439,2025-06-08 04:15:00+00:00,0.7237,1,0.006679,0.9983,-0.00375,-0.003893,0.1667,0,0,pass,,,images/train/BOME_USDT_SWAP_000439.png
348,GMT_USDT_SWAP_007219,GMT_USDT_SWAP,7219,2025-08-17 20:30:00+00:00,0.7402,1,0.006679,0.9967,-0.005364,-0.007207,0.2564,0,0,pass,,,images/train/GMT_USDT_SWAP_007219.png
349,COAI_USDT_SWAP_014959,COAI_USDT_SWAP,14959,2026-03-20 10:15:00+00:00,0.5405,1,0.006687,0.9974,-0.002737,-0.001976,0.5846,0,0,pass,,,images/train/COAI_USDT_SWAP_014959.png
350,EDGE_USDT_SWAP_000979,EDGE_USDT_SWAP,979,2026-04-11 18:15:00+00:00,0.702,1,0.006691,0.9974,-0.005302,-0.001912,0.4359,0,0,pass,,,images/train/EDGE_USDT_SWAP_000979.png
351,MAGIC_USDT_SWAP_028879,MAGIC_USDT_SWAP,28879,2026-03-31 12:00:00+00:00,0.8354,1,0.006696,0.9964,-0.006893,-0.004941,0.2521,1,0,pass,,,images/train/MAGIC_USDT_SWAP_028879.png
352,SEI_USDT_SWAP_010379,SEI_USDT_SWAP,10379,2026-03-02 10:15:00+00:00,0.5924,1,0.006697,0.9978,-0.004769,-0.001899,0.2358,0,0,pass,,,images/train/SEI_USDT_SWAP_010379.png
353,TAO_USDT_SWAP_031799,TAO_USDT_SWAP,31799,2026-04-30 23:15:00+00:00,0.7611,2,0.006701,0.9967,-0.005704,-0.005609,0.1935,1,0,pass,,,images/train/TAO_USDT_SWAP_031799.png
354,ME_USDT_SWAP_007839,ME_USDT_SWAP,7839,2025-08-24 08:00:00+00:00,0.727,1,0.006705,0.9967,-0.010214,-0.009912,0.303,0,0,pass,,,images/train/ME_USDT_SWAP_007839.png
355,THETA_USDT_SWAP_022439,THETA_USDT_SWAP,22439,2026-01-23 11:15:00+00:00,0.8303,1,0.00671,0.998,-0.013323,-0.014469,0.0984,1,0,pass,,,images/train/THETA_USDT_SWAP_022439.png
356,CFX_USDT_SWAP_019559,CFX_USDT_SWAP,19559,2025-12-23 08:45:00+00:00,0.7018,1,0.006713,0.9973,-0.008588,-0.007434,0.1616,1,0,pass,,,images/train/CFX_USDT_SWAP_019559.png
