i,stem,symbol,tip_idx,tip_time,max_conf,n_boxes,tip_spread,right_p50,owner_keep,owner_note,image,keep_shortish,reason,cv20,cv60,cv120,ret4,ret12,pos24,slope60,bull_stack,bear_stack
496,MEME_USDT_SWAP_031259,MEME_USDT_SWAP,31259,2026-04-25 07:15:00+00:00,0.5991,1,0.005718,0.9969,,,images/train/MEME_USDT_SWAP_031259.png,0,bull_stack,-0.001909,-0.000952,0.002442,-0.001208,-0.007033,0.2969,0.000669,1,0
497,IOTA_USDT_SWAP_024139,IOTA_USDT_SWAP,24139,2026-02-10 02:45:00+00:00,0.6904,1,0.005718,0.9974,,,images/train/IOTA_USDT_SWAP_024139.png,0,ret12_pos,-0.003463,-0.005992,-0.0092,-0.004783,0.000583,0.2653,-0.002296,0,1
498,0G_USDT_SWAP_017599,0G_USDT_SWAP,17599,2026-03-24 18:15:00+00:00,0.7014,1,0.005724,0.9972,,,images/train/0G_USDT_SWAP_017599.png,1,pass,-0.00353,-0.007072,-0.008502,0.000581,-0.009202,0.2051,-0.002376,0,1
499,ETC_USDT_SWAP_026199,ETC_USDT_SWAP,26199,2026-03-02 13:00:00+00:00,0.4207,2,0.005724,0.9976,,,images/train/ETC_USDT_SWAP_026199.png,1,pass,-0.003647,-0.005864,-0.007212,-0.004573,-0.003288,0.3584,-0.001513,0,1
500,BRETT_USDT_SWAP_002379,BRETT_USDT_SWAP,2379,2025-06-28 09:15:00+00:00,0.4824,1,0.005726,0.9978,,,images/train/BRETT_USDT_SWAP_002379.png,0,bull_stack,-0.001996,0.000537,0.002507,-0.002255,-0.004001,0.433,0.001696,1,0
501,MOODENG_USDT_SWAP_020159,MOODENG_USDT_SWAP,20159,2025-12-30 16:15:00+00:00,0.3435,1,0.00573,0.9986,,,images/train/MOODENG_USDT_SWAP_020159.png,0,ret12_pos,0.00569,0.005826,0.002709,0.007681,0.002973,0.7471,-0.000377,0,0
502,CHZ_USDT_SWAP_029979,CHZ_USDT_SWAP,29979,2026-04-10 21:45:00+00:00,0.3403,1,0.005737,0.9974,,,images/train/CHZ_USDT_SWAP_029979.png,0,bull_stack,0.005713,0.00923,0.012817,0.002779,0.003286,0.9643,0.002782,1,0
503,MUBARAK_USDT_SWAP_016959,MUBARAK_USDT_SWAP,16959,2025-11-27 08:15:00+00:00,0.5319,1,0.005742,0.9986,,,images/train/MUBARAK_USDT_SWAP_016959.png,0,bull_stack,0.030297,0.037543,0.041209,0.036671,0.040912,0.9167,0.003568,1,0
504,AVAX_USDT_SWAP_027119,AVAX_USDT_SWAP,27119,2026-03-12 02:30:00+00:00,0.7415,1,0.005743,0.998,,,images/train/AVAX_USDT_SWAP_027119.png,1,pass,-0.00608,-0.010649,-0.009201,-0.003362,-0.006493,0.1221,-0.003745,0,0
505,SYRUP_USDT_SWAP_027059,SYRUP_USDT_SWAP,27059,2026-04-11 03:15:00+00:00,0.5308,1,0.005759,0.9977,,,images/train/SYRUP_USDT_SWAP_027059.png,0,ret12_pos,-0.00058,-0.003797,-0.005258,0.000866,0.001733,0.4,-0.00204,0,1
506,ACH_USDT_SWAP_024459,ACH_USDT_SWAP,24459,2026-02-13 08:00:00+00:00,0.4159,1,0.005759,0.9996,,,images/train/ACH_USDT_SWAP_024459.png,0,ret12_pos,0.001839,-0.000444,0.002643,-0.000255,0.003201,0.4903,-0.002908,0,0
507,MMT_USDT_SWAP_004139,MMT_USDT_SWAP,4139,2025-12-17 15:15:00+00:00,0.3123,1,0.005766,0.9986,,,images/train/MMT_USDT_SWAP_004139.png,0,ret12_pos,0.00997,0.009202,0.006986,0.014957,0.012254,0.8485,-0.001003,0,1
508,TRX_USDT_SWAP_000419,TRX_USDT_SWAP,419,2025-06-07 00:30:00+00:00,0.7173,1,0.005766,0.9968,,,images/train/TRX_USDT_SWAP_000419.png,0,bull_stack,0.002615,0.003065,0.0059,0.003429,0.00448,0.7319,0.000238,1,0
509,WIF_USDT_SWAP_003359,WIF_USDT_SWAP,3359,2025-07-08 17:30:00+00:00,0.3145,1,0.005768,0.9978,,,images/train/WIF_USDT_SWAP_003359.png,0,ret12_pos,0.016085,0.018723,0.015873,0.017756,0.022111,0.8367,0.000365,0,0
510,ASTER_USDT_SWAP_017199,ASTER_USDT_SWAP,17199,2026-03-20 08:45:00+00:00,0.3705,1,0.005777,0.9979,,,images/train/ASTER_USDT_SWAP_017199.png,1,pass,-7.3e-05,-0.000683,-0.005113,-0.000437,-0.000146,0.5591,-0.000719,0,1
511,BICO_USDT_SWAP_028039,BICO_USDT_SWAP,28039,2026-03-22 16:00:00+00:00,0.7022,2,0.005781,0.9982,,,images/train/BICO_USDT_SWAP_028039.png,1,pass,-0.005865,-0.006687,-0.007442,-0.007101,-0.01082,0.2264,7e-05,0,1
512,IOST_USDT_SWAP_003119,IOST_USDT_SWAP,3119,2025-07-06 03:45:00+00:00,0.7975,1,0.005781,0.9971,,,images/train/IOST_USDT_SWAP_003119.png,1,pass,-0.001272,-0.003508,-0.007562,0.000623,-0.00496,0.1714,-0.001672,0,1
513,ZEN_USDT_SWAP_007899,ZEN_USDT_SWAP,7899,2026-01-24 12:45:00+00:00,0.7774,1,0.005783,0.9974,,,images/train/ZEN_USDT_SWAP_007899.png,1,pass,-0.007799,-0.011133,-0.012074,0.0002,-0.009407,0.0431,-0.002635,0,1
514,TRUTH_USDT_SWAP_010659,TRUTH_USDT_SWAP,10659,2026-03-19 12:15:00+00:00,0.5317,1,0.005784,0.9994,,,images/train/TRUTH_USDT_SWAP_010659.png,0,bull_stack,0.007999,0.012901,0.013945,0.003565,0.015277,0.9003,0.003797,1,0
515,TRUTH_USDT_SWAP_009739,TRUTH_USDT_SWAP,9739,2026-03-09 22:15:00+00:00,0.6786,1,0.005785,0.9977,,,images/train/TRUTH_USDT_SWAP_009739.png,1,pass,-0.002909,-0.00294,-0.003707,0.000757,-0.008253,0.1829,-0.000566,0,1
516,NMR_USDT_SWAP_020039,NMR_USDT_SWAP,20039,2025-12-29 10:30:00+00:00,0.8261,1,0.005786,0.9964,,,images/train/NMR_USDT_SWAP_020039.png,1,pass,-0.00495,-0.005423,-0.002892,0.002527,-0.009054,0.3167,-0.000589,0,0
517,TRB_USDT_SWAP_025139,TRB_USDT_SWAP,25139,2026-02-20 14:15:00+00:00,0.7463,1,0.005788,0.9975,,,images/train/TRB_USDT_SWAP_025139.png,1,pass,-0.003019,-0.007733,-0.010007,0.002027,-0.008027,0.5152,-0.004124,0,1
518,ONT_USDT_SWAP_022339,ONT_USDT_SWAP,22339,2026-01-22 09:30:00+00:00,0.6805,1,0.005799,0.9973,,,images/train/ONT_USDT_SWAP_022339.png,1,pass,-0.002898,-0.005387,-0.005444,0.00526,-0.007538,0.25,-0.00273,0,1
519,SHELL_USDT_SWAP_023979,SHELL_USDT_SWAP,23979,2026-02-08 12:00:00+00:00,0.5831,2,0.0058,0.9961,,,images/train/SHELL_USDT_SWAP_023979.png,1,pass,-0.006685,-0.011729,-0.013942,-0.003191,-0.014822,0.0875,-0.003689,0,1
520,S_USDT_SWAP_020559,S_USDT_SWAP,20559,2026-01-03 21:00:00+00:00,0.4046,2,0.005804,0.9972,,,images/train/S_USDT_SWAP_020559.png,0,bull_stack,-0.003955,-0.002974,0.000573,-0.000123,-0.000246,0.3176,0.001403,1,0
521,ENA_USDT_SWAP_000699,ENA_USDT_SWAP,699,2025-09-24 14:15:00+00:00,0.3906,1,0.005808,0.9991,,,images/train/ENA_USDT_SWAP_000699.png,0,above_ema60,0.000286,0.000944,-0.000417,-0.003787,-0.000661,0.7086,0.001169,0,0
522,SENT_USDT_SWAP_000359,SENT_USDT_SWAP,359,2025-11-18 08:45:00+00:00,0.4322,1,0.005808,0.9972,,,images/train/SENT_USDT_SWAP_000359.png,0,bull_stack,0.002696,0.007002,0.009217,0.003824,0.00471,0.7701,0.003486,1,0
523,LINEA_USDT_SWAP_011599,LINEA_USDT_SWAP,11599,2025-12-31 09:45:00+00:00,0.7436,1,0.00581,0.9969,,,images/train/LINEA_USDT_SWAP_011599.png,1,pass,0.000271,-0.002262,-0.005746,0.004695,-0.003415,0.5096,-0.002001,0,1
524,GAS_USDT_SWAP_024759,GAS_USDT_SWAP,24759,2026-02-16 13:15:00+00:00,0.4259,1,0.005812,0.9986,,,images/train/GAS_USDT_SWAP_024759.png,0,above_ema60,-0.00073,0.000193,-0.003336,-0.003606,-0.000603,0.5102,0.000351,0,0
525,RSR_USDT_SWAP_005159,RSR_USDT_SWAP,5159,2025-07-27 11:00:00+00:00,0.4986,1,0.005817,0.9991,,,images/train/RSR_USDT_SWAP_005159.png,0,bull_stack,0.006946,0.007168,0.009978,0.012885,0.009891,0.6948,-0.001252,1,0
526,TRX_USDT_SWAP_022399,TRX_USDT_SWAP,22399,2026-01-21 23:30:00+00:00,0.5519,1,0.005821,0.9966,,,images/train/TRX_USDT_SWAP_022399.png,0,above_ema60,0.000524,0.003207,0.000431,-0.000768,-3.3e-05,0.6226,0.002033,0,0
527,VANA_USDT_SWAP_010499,VANA_USDT_SWAP,10499,2025-09-21 02:30:00+00:00,0.4271,1,0.005821,0.998,,,images/train/VANA_USDT_SWAP_010499.png,0,bull_stack,0.007238,0.009401,0.009459,0.010211,0.01209,0.9649,0.001361,1,0
528,AIXBT_USDT_SWAP_028279,AIXBT_USDT_SWAP,28279,2026-03-25 03:15:00+00:00,0.745,1,0.005822,0.9962,,,images/train/AIXBT_USDT_SWAP_028279.png,1,pass,-0.009596,-0.012151,-0.01237,-0.00369,-0.025271,0.1348,-0.002267,0,1
529,IOTA_USDT_SWAP_016799,IOTA_USDT_SWAP,16799,2025-11-25 15:45:00+00:00,0.7214,1,0.005823,0.9982,,,images/train/IOTA_USDT_SWAP_016799.png,1,pass,0.000595,-0.000631,-7.1e-05,0.003439,0.0,0.5862,-0.000211,0,0
530,FLOW_USDT_SWAP_029519,FLOW_USDT_SWAP,29519,2026-04-07 03:15:00+00:00,0.4299,1,0.00584,1.0,,,images/train/FLOW_USDT_SWAP_029519.png,0,ret12_pos,0.01309,0.011854,0.010805,0.014194,0.019786,0.9873,-0.001009,0,1
531,NOT_USDT_SWAP_019539,NOT_USDT_SWAP,19539,2025-12-24 05:30:00+00:00,0.7378,1,0.005841,0.9976,,,images/train/NOT_USDT_SWAP_019539.png,1,pass,-0.010842,-0.015841,-0.018951,-0.009846,-0.007501,0.0688,-0.004127,0,1
532,ONE_USDT_SWAP_010879,ONE_USDT_SWAP,10879,2025-09-25 00:30:00+00:00,0.8215,1,0.005845,0.9977,,,images/train/ONE_USDT_SWAP_010879.png,1,pass,-0.007874,-0.012486,-0.012664,-0.004162,-0.007763,0.1303,-0.003762,0,1
533,MASK_USDT_SWAP_018019,MASK_USDT_SWAP,18019,2025-12-08 09:00:00+00:00,0.5838,2,0.005845,0.9967,,,images/train/MASK_USDT_SWAP_018019.png,0,ret12_pos,0.014103,0.020287,0.019249,0.011925,0.01394,0.8425,0.005064,0,0
534,COMP_USDT_SWAP_025119,COMP_USDT_SWAP,25119,2026-02-20 06:30:00+00:00,0.4671,1,0.005846,0.997,,,images/train/COMP_USDT_SWAP_025119.png,1,pass,-0.004056,-0.005333,-0.009281,-0.005031,-0.00946,0.14,-0.00177,0,1
535,ONDO_USDT_SWAP_020279,ONDO_USDT_SWAP,20279,2025-12-30 21:15:00+00:00,0.6403,1,0.005848,0.9975,,,images/train/ONDO_USDT_SWAP_020279.png,1,pass,-0.004848,-0.00873,-0.01264,-0.001337,-0.006913,0.1188,-0.003087,0,1
536,BIO_USDT_SWAP_028299,BIO_USDT_SWAP,28299,2026-03-25 09:15:00+00:00,0.6785,1,0.005852,0.9971,,,images/train/BIO_USDT_SWAP_028299.png,1,pass,-0.003555,-0.004467,-0.004407,-0.003284,-0.005461,0.2381,-0.001452,0,0
537,GRT_USDT_SWAP_024539,GRT_USDT_SWAP,24539,2026-02-13 06:00:00+00:00,0.8167,1,0.005852,0.9966,,,images/train/GRT_USDT_SWAP_024539.png,1,pass,-0.005989,-0.009439,-0.009858,-0.001143,-0.008321,0.0847,-0.002533,0,1
538,TRUST_USDT_SWAP_007499,TRUST_USDT_SWAP,7499,2026-01-22 14:15:00+00:00,0.495,2,0.005854,0.9973,,,images/train/TRUST_USDT_SWAP_007499.png,0,ret12_pos,0.007913,0.009143,0.006077,0.004237,0.013904,0.7931,0.000844,0,0
539,BIO_USDT_SWAP_027219,BIO_USDT_SWAP,27219,2026-03-14 03:15:00+00:00,0.5484,1,0.005857,0.9979,,,images/train/BIO_USDT_SWAP_027219.png,0,bull_stack,0.003099,0.003865,0.006365,0.003286,0.001406,0.4286,-0.000752,1,0
540,BZ_USDT_SWAP_002139,BZ_USDT_SWAP,2139,2026-04-15 16:45:00+00:00,0.4009,1,0.005858,0.9975,,,images/train/BZ_USDT_SWAP_002139.png,0,ret12_pos,0.001048,0.002085,-0.001372,-0.002074,0.009607,0.6806,0.000533,0,0
541,MASK_USDT_SWAP_010999,MASK_USDT_SWAP,10999,2025-09-26 06:00:00+00:00,0.6434,1,0.005859,0.9974,,,images/train/MASK_USDT_SWAP_010999.png,1,pass,-0.004421,-0.002384,-0.003714,-0.006628,-0.003325,0.2368,0.002145,0,0
542,APE_USDT_SWAP_008259,APE_USDT_SWAP,8259,2025-08-27 15:30:00+00:00,0.3766,1,0.005861,0.9979,,,images/train/APE_USDT_SWAP_008259.png,0,ret12_pos,0.002438,0.002064,0.002149,-0.002057,0.009185,0.6765,7e-06,0,0
543,COMP_USDT_SWAP_018239,COMP_USDT_SWAP,18239,2025-12-10 14:30:00+00:00,0.4846,1,0.005864,0.9977,,,images/train/COMP_USDT_SWAP_018239.png,1,pass,-0.000958,-0.002768,-0.003048,-0.000955,-0.002861,0.5122,-0.000639,0,1
544,SEI_USDT_SWAP_004999,SEI_USDT_SWAP,4999,2026-01-05 09:15:00+00:00,0.4275,2,0.005864,0.9969,,,images/train/SEI_USDT_SWAP_004999.png,0,ret12_pos,-0.002767,-0.004242,-0.002199,-0.006426,0.004058,0.3571,-0.000614,0,0
545,EDEN_USDT_SWAP_008919,EDEN_USDT_SWAP,8919,2026-01-01 09:15:00+00:00,0.5877,1,0.005864,0.9973,,,images/train/EDEN_USDT_SWAP_008919.png,0,bull_stack,0.006488,0.007713,0.009001,0.012785,0.007663,0.8644,0.000236,1,0
546,MORPHO_USDT_SWAP_003099,MORPHO_USDT_SWAP,3099,2025-07-05 23:15:00+00:00,0.4453,1,0.005874,0.9971,,,images/train/MORPHO_USDT_SWAP_003099.png,0,ret12_pos,0.000419,0.002583,0.001542,0.000295,0.004449,0.5989,0.00156,0,0
547,OP_USDT_SWAP_009639,OP_USDT_SWAP,9639,2025-09-11 01:15:00+00:00,0.7131,1,0.005876,0.9971,,,images/train/OP_USDT_SWAP_009639.png,0,bull_stack,0.005813,0.006913,0.010287,0.003872,0.008166,0.8869,0.000775,1,0
548,JELLYJELLY_USDT_SWAP_029739,JELLYJELLY_USDT_SWAP,29739,2026-04-09 10:45:00+00:00,0.7716,1,0.005877,0.9967,,,images/train/JELLYJELLY_USDT_SWAP_029739.png,0,bull_stack,0.002281,0.006219,0.00812,-0.009944,0.012012,0.6705,0.004023,1,0
549,MEME_USDT_SWAP_008859,MEME_USDT_SWAP,8859,2025-09-03 23:15:00+00:00,0.5786,1,0.005878,0.9975,,,images/train/MEME_USDT_SWAP_008859.png,0,bull_stack,-0.006201,-0.006025,-0.005336,-0.007009,-0.000784,0.14,0.000182,1,0
550,OP_USDT_SWAP_024539,OP_USDT_SWAP,24539,2026-02-13 06:15:00+00:00,0.7109,1,0.005884,0.9971,,,images/train/OP_USDT_SWAP_024539.png,1,pass,-0.007821,-0.00972,-0.010077,-0.006674,-0.011621,0.0811,-0.00187,0,1
551,MANA_USDT_SWAP_027719,MANA_USDT_SWAP,27719,2026-03-20 11:00:00+00:00,0.3273,1,0.00589,0.998,,,images/train/MANA_USDT_SWAP_027719.png,0,above_ema60,0.004924,0.004746,0.001187,0.008569,-0.00011,0.7595,-0.00054,0,1
552,YFI_USDT_SWAP_004579,YFI_USDT_SWAP,4579,2025-07-21 10:45:00+00:00,0.676,1,0.005892,0.9975,,,images/train/YFI_USDT_SWAP_004579.png,1,pass,0.000865,-0.000881,0.00101,0.006337,-0.007373,0.4084,-0.001957,0,0
553,NIGHT_USDT_SWAP_004539,NIGHT_USDT_SWAP,4539,2026-01-25 18:15:00+00:00,0.8386,1,0.005895,0.9967,,,images/train/NIGHT_USDT_SWAP_004539.png,1,pass,-0.019599,-0.023073,-0.021297,-0.01594,-0.036144,0.0423,-0.00273,0,0
554,NOT_USDT_SWAP_019519,NOT_USDT_SWAP,19519,2025-12-24 00:30:00+00:00,0.7191,2,0.005896,0.9964,,,images/train/NOT_USDT_SWAP_019519.png,0,ret12_pos,0.001352,0.004198,0.002889,-0.007125,0.002918,0.4505,0.001835,0,0
555,SNX_USDT_SWAP_026879,SNX_USDT_SWAP,26879,2026-03-10 17:00:00+00:00,0.4785,2,0.005897,0.9966,,,images/train/SNX_USDT_SWAP_026879.png,0,bull_stack,0.004089,0.008753,0.01131,0.001574,0.020205,0.7143,0.004094,1,0
556,ENA_USDT_SWAP_020179,ENA_USDT_SWAP,20179,2026-04-15 12:15:00+00:00,0.4051,1,0.005897,0.996,,,images/train/ENA_USDT_SWAP_020179.png,0,bull_stack,0.015141,0.016326,0.017136,0.017796,0.021623,0.997,0.001122,1,0
557,XRP_USDT_SWAP_003019,XRP_USDT_SWAP,3019,2025-07-04 02:45:00+00:00,0.5173,2,0.005909,0.997,,,images/train/XRP_USDT_SWAP_003019.png,1,pass,-0.006703,-0.009398,-0.006873,-0.007305,-0.006117,0.0742,-0.001651,0,0
558,SKY_USDT_SWAP_013639,SKY_USDT_SWAP,13639,2026-01-31 13:15:00+00:00,0.6861,1,0.005911,0.9976,,,images/train/SKY_USDT_SWAP_013639.png,1,pass,-0.001712,-0.004247,-0.007543,-0.001098,-0.001724,0.3269,-0.001713,0,1
559,UP_USDT_SWAP_001419,UP_USDT_SWAP,1419,2026-04-23 05:45:00+00:00,0.4085,1,0.005911,0.9981,,,images/train/UP_USDT_SWAP_001419.png,0,bull_stack,0.007841,0.007865,0.01087,0.014639,0.007014,0.5567,-0.001137,1,0
560,LIT_USDT_SWAP_007779,LIT_USDT_SWAP,7779,2026-03-15 04:15:00+00:00,0.5252,1,0.005913,0.9981,,,images/train/LIT_USDT_SWAP_007779.png,0,ret12_pos,-0.002475,-0.001893,-0.005606,-0.00273,0.006428,0.2973,0.000959,0,0
561,PYTH_USDT_SWAP_028259,PYTH_USDT_SWAP,28259,2026-03-25 01:45:00+00:00,0.3347,1,0.00592,0.997,,,images/train/PYTH_USDT_SWAP_028259.png,0,bull_stack,0.00766,0.012997,0.013371,0.00621,0.01351,0.8594,0.003915,1,0
562,FLOKI_USDT_SWAP_017279,FLOKI_USDT_SWAP,17279,2025-11-30 15:15:00+00:00,0.4881,1,0.005929,0.9989,,,images/train/FLOKI_USDT_SWAP_017279.png,0,ret12_pos,-0.002807,-0.000185,-0.003086,-0.010076,0.001456,0.2583,0.003236,0,0
563,JTO_USDT_SWAP_003499,JTO_USDT_SWAP,3499,2025-07-09 02:15:00+00:00,0.7306,1,0.005934,0.9977,,,images/train/JTO_USDT_SWAP_003499.png,1,pass,-0.003345,-0.005682,-0.009599,-0.001629,-0.001086,0.1818,-0.001506,0,1
564,PEOPLE_USDT_SWAP_016039,PEOPLE_USDT_SWAP,16039,2025-11-17 18:30:00+00:00,0.7219,1,0.005939,0.9986,,,images/train/PEOPLE_USDT_SWAP_016039.png,1,pass,-0.013865,-0.016439,-0.018125,-0.011289,-0.014071,0.2097,-0.001411,0,1
565,UNI_USDT_SWAP_014339,UNI_USDT_SWAP,14339,2025-10-30 00:30:00+00:00,0.7355,1,0.005941,0.9969,,,images/train/UNI_USDT_SWAP_014339.png,1,pass,-0.003816,-0.00494,-0.008686,0.006054,-0.01359,0.4397,-0.001198,0,1
566,AERO_USDT_SWAP_028759,AERO_USDT_SWAP,28759,2026-04-28 20:00:00+00:00,0.3293,1,0.005944,0.9971,,,images/train/AERO_USDT_SWAP_028759.png,1,pass,-0.001042,-0.001818,0.000178,0.000435,-0.001519,0.6429,-0.000581,0,0
567,BARD_USDT_SWAP_017199,BARD_USDT_SWAP,17199,2026-03-16 15:45:00+00:00,0.504,1,0.005947,0.9972,,,images/train/BARD_USDT_SWAP_017199.png,1,pass,-0.003372,-0.001281,-0.002645,-0.006358,-0.006541,0.3268,0.001473,0,0
568,PI_USDT_SWAP_007139,PI_USDT_SWAP,7139,2025-08-16 00:30:00+00:00,0.4532,1,0.005948,0.997,,,images/train/PI_USDT_SWAP_007139.png,0,ret12_pos,0.005764,0.009155,0.005983,0.001556,0.011262,0.6848,0.003063,0,0
569,SOON_USDT_SWAP_026299,SOON_USDT_SWAP,26299,2026-03-04 16:00:00+00:00,0.6393,1,0.005948,0.9971,,,images/train/SOON_USDT_SWAP_026299.png,0,ret12_pos,0.015826,0.021225,0.020072,0.019692,0.023471,0.8182,0.003433,0,0
570,H_USDT_SWAP_001559,H_USDT_SWAP,1559,2025-07-19 11:45:00+00:00,0.7241,1,0.005949,0.9964,,,images/train/H_USDT_SWAP_001559.png,0,ret12_pos,0.005159,0.00839,0.007171,0.003465,0.012338,0.6013,0.001562,0,0
571,ONT_USDT_SWAP_020599,ONT_USDT_SWAP,20599,2026-01-04 06:30:00+00:00,0.5544,1,0.005954,0.999,,,images/train/ONT_USDT_SWAP_020599.png,0,bull_stack,-0.006353,-0.005639,-0.005451,-0.004085,-0.011076,0.0108,-0.000101,1,0
572,APR_USDT_SWAP_017339,APR_USDT_SWAP,17339,2026-04-22 20:45:00+00:00,0.3715,1,0.005962,0.996,,,images/train/APR_USDT_SWAP_017339.png,1,pass,-0.0051,-0.00983,-0.009502,0.000573,-0.005698,0.1711,-0.004759,0,0
573,KSM_USDT_SWAP_010199,KSM_USDT_SWAP,10199,2025-09-17 21:45:00+00:00,0.3605,1,0.005963,0.9985,,,images/train/KSM_USDT_SWAP_010199.png,0,bull_stack,0.012575,0.018563,0.02071,0.013316,0.027653,0.8696,0.005629,1,0
574,ICX_USDT_SWAP_007219,ICX_USDT_SWAP,7219,2025-08-17 20:45:00+00:00,0.74,1,0.005965,0.9977,,,images/train/ICX_USDT_SWAP_007219.png,1,pass,-0.003456,-0.004621,-0.000993,0.002151,-0.004274,0.3119,-0.001284,0,0
575,HUMA_USDT_SWAP_013279,HUMA_USDT_SWAP,13279,2025-10-19 23:45:00+00:00,0.3248,1,0.005968,0.9992,,,images/train/HUMA_USDT_SWAP_013279.png,0,bull_stack,-0.000693,-0.000684,-0.000374,-0.00398,-0.002536,0.5116,-0.000606,1,0
576,SAHARA_USDT_SWAP_004119,SAHARA_USDT_SWAP,4119,2025-08-08 10:15:00+00:00,0.6245,1,0.005969,0.9966,,,images/train/SAHARA_USDT_SWAP_004119.png,1,pass,-0.003731,-0.006793,-0.006035,0.000344,-0.002174,0.1494,-0.001718,0,0
577,AAVE_USDT_SWAP_024879,AAVE_USDT_SWAP,24879,2026-02-16 18:30:00+00:00,0.7748,1,0.005973,0.9975,,,images/train/AAVE_USDT_SWAP_024879.png,0,ret12_pos,-0.001353,-0.005348,-0.006795,-0.00016,0.011474,0.3443,-0.003473,0,1
578,MUBARAK_USDT_SWAP_009259,MUBARAK_USDT_SWAP,9259,2025-09-08 03:15:00+00:00,0.4537,1,0.005976,0.9976,,,images/train/MUBARAK_USDT_SWAP_009259.png,0,bull_stack,0.014591,0.020504,0.023914,0.019476,0.014804,0.9043,0.00406,1,0
579,GMT_USDT_SWAP_002359,GMT_USDT_SWAP,2359,2025-06-28 05:30:00+00:00,0.3661,1,0.005977,0.9994,,,images/train/GMT_USDT_SWAP_002359.png,1,pass,-0.003901,-0.004288,-0.004053,0.001666,-0.011743,0.1951,-0.001148,0,0
580,AXS_USDT_SWAP_011159,AXS_USDT_SWAP,11159,2025-09-27 19:45:00+00:00,0.8708,1,0.005979,0.9978,,,images/train/AXS_USDT_SWAP_011159.png,1,pass,-0.003201,-0.006249,-0.004177,0.0,-0.007456,0.1395,-0.002801,0,0
581,GIGGLE_USDT_SWAP_017399,GIGGLE_USDT_SWAP,17399,2026-04-24 12:45:00+00:00,0.5332,2,0.00598,0.9981,,,images/train/GIGGLE_USDT_SWAP_017399.png,1,pass,0.00099,-0.00175,-0.003265,0.005669,-0.003091,0.4235,-0.001692,0,1
582,OFC_USDT_SWAP_001839,OFC_USDT_SWAP,1839,2026-04-28 14:45:00+00:00,0.7425,1,0.00598,0.9967,,,images/train/OFC_USDT_SWAP_001839.png,1,pass,-0.012242,-0.013886,-0.012231,-0.007796,-0.00934,0.2326,-0.000944,0,0
583,AERO_USDT_SWAP_026339,AERO_USDT_SWAP,26339,2026-04-03 15:00:00+00:00,0.6574,1,0.005983,0.9977,,,images/train/AERO_USDT_SWAP_026339.png,0,ret12_pos,0.003245,0.005529,0.004435,0.004124,0.001899,0.5862,0.000872,0,0
584,KSM_USDT_SWAP_016619,KSM_USDT_SWAP,16619,2025-11-23 18:45:00+00:00,0.6413,1,0.005983,0.9976,,,images/train/KSM_USDT_SWAP_016619.png,0,above_ema60,0.00021,0.001607,0.001217,0.003042,-0.000233,0.5528,0.001196,0,0
585,THETA_USDT_SWAP_031439,THETA_USDT_SWAP,31439,2026-04-27 05:15:00+00:00,0.7011,1,0.005985,0.9973,,,images/train/THETA_USDT_SWAP_031439.png,1,pass,-0.019,-0.019968,-0.02324,-0.023137,-0.023137,0.0274,0.0007,0,1
586,ENS_USDT_SWAP_024459,ENS_USDT_SWAP,24459,2026-02-13 10:00:00+00:00,0.4763,2,0.005989,0.9974,,,images/train/ENS_USDT_SWAP_024459.png,0,bull_stack,0.014029,0.018991,0.023598,0.010972,0.017953,1.0,0.004028,1,0
587,CRV_USDT_SWAP_014659,CRV_USDT_SWAP,14659,2025-11-02 07:45:00+00:00,0.6474,1,0.005993,0.9967,,,images/train/CRV_USDT_SWAP_014659.png,0,ret12_pos,0.010813,0.011993,0.009068,0.007257,0.008302,0.9211,0.001182,0,0
588,RAVE_USDT_SWAP_004359,RAVE_USDT_SWAP,4359,2026-01-29 17:45:00+00:00,0.4986,1,0.005996,0.9978,,,images/train/RAVE_USDT_SWAP_004359.png,0,bull_stack,-0.011496,-0.009988,-0.009421,-0.01818,-0.010111,0.0664,0.001705,1,0
589,AT_USDT_SWAP_015419,AT_USDT_SWAP,15419,2026-04-09 00:45:00+00:00,0.4011,1,0.006006,0.9976,,,images/train/AT_USDT_SWAP_015419.png,0,bull_stack,-0.00165,0.002075,0.00489,-0.005389,-0.002439,0.4209,0.002658,1,0
590,RLS_USDT_SWAP_011539,RLS_USDT_SWAP,11539,2026-04-01 20:00:00+00:00,0.661,2,0.00601,0.997,,,images/train/RLS_USDT_SWAP_011539.png,0,above_ema60,0.005158,0.008338,0.00813,0.00486,-0.007501,0.4595,0.001941,0,0
591,GLM_USDT_SWAP_001079,GLM_USDT_SWAP,1079,2025-06-14 21:15:00+00:00,0.5532,1,0.006026,0.9984,,,images/train/GLM_USDT_SWAP_001079.png,0,ret12_pos,0.0024,-0.001397,-0.003778,0.007593,0.006244,0.5745,-0.003149,0,1
592,MOODENG_USDT_SWAP_028199,MOODENG_USDT_SWAP,28199,2026-03-24 10:15:00+00:00,0.3338,1,0.006029,0.9976,,,images/train/MOODENG_USDT_SWAP_028199.png,0,bull_stack,1.6e-05,0.003806,0.00632,-0.000205,-0.001636,0.5804,0.003812,1,0
