合约,周期分钟,模式,实际K线数,窗口理论K线数,预热就绪K线数,数据断档数,原版_原始候选数,回踩_原始候选数,原版_确认数,回踩_确认数,原版_入场数,回踩_入场数,原版_已平仓数,回踩_已平仓数,原版_截尾未完成数,回踩_截尾未完成数,原版_净胜率小数,回踩_净胜率小数,原版_平均净R,回踩_平均净R,原版_平均净bp,回踩_平均净bp,原版_净R合计非账户收益,回踩_净R合计非账户收益,原版_净收益至少5R笔数,回踩_净收益至少5R笔数,原版_随机配对笔数,回踩_随机配对笔数,原版_配对随机平均净bp,回踩_配对随机平均净bp,原版_配对目标平均净bp,回踩_配对目标平均净bp,原版_配对超额bp,回踩_配对超额bp,原版_后段已平仓数,回踩_后段已平仓数,原版_后段平均净R,回踩_后段平均净R,原版_后段平均净bp,回踩_后段平均净bp,回踩减原版_平均净bp,回踩减原版_平均净R
2ZUSDT,60,联合多头,1492,1492,1492,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
2ZUSDT,60,普通多空,1492,1492,1492,0,3.0,3.0,3.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,,-1.057511746987954,,-368.6182183277315,,-2.115023493975908,,0.0,0.0,2.0,0.0,-185.8920509759875,,-368.61821832773154,,-182.726167351744,,1.0,0.0,-1.0603734939759064,,-351.27120335262504,,,
42USDT,15,联合多头,5968,5968,5968,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
42USDT,15,普通多空,5968,5968,5968,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
42USDT,60,联合多头,1492,1492,1492,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
42USDT,60,普通多空,1492,1492,1492,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
4USDT,15,联合多头,5968,5968,5968,0,10.0,10.0,10.0,1.0,10.0,1.0,10.0,1.0,0.0,0.0,0.5,1.0,0.7388040208944175,1.4166557722720088,629.5295198938242,2813.438023450587,7.388040208944175,1.4166557722720088,0.0,0.0,10.0,0.0,-185.3221521931687,,629.5295198938242,,814.851672086993,,6.0,1.0,0.8686234435322443,1.4166557722720088,967.4187025041747,2813.438023450587,2183.9085035567628,0.6778517513775912
4USDT,15,普通多空,5968,5968,5968,0,19.0,19.0,19.0,2.0,15.0,2.0,15.0,2.0,0.0,0.0,0.4666666666666667,1.0,0.6755017915065168,0.857781491247048,455.45699059342826,1649.3615090087076,10.132526872597753,1.715562982494096,0.0,0.0,15.0,1.0,-183.74467879572714,-782.340036563072,455.45699059342826,2813.438023450587,639.2016693891554,3595.778060013659,10.0,2.0,0.8765706651033875,0.857781491247048,685.451529412373,1649.3615090087076,1193.9045184152792,0.18227969974053115
4USDT,60,联合多头,1492,1492,1492,0,3.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,,-0.7164447587695401,,-581.0618424719546,,-2.14933427630862,,0.0,0.0,3.0,0.0,-192.92347491156565,,-581.0618424719547,,-388.138367560389,,2.0,0.0,-1.0243541832780356,,-841.7051718359039,,,
4USDT,60,普通多空,1492,1492,1492,0,4.0,4.0,4.0,1.0,4.0,1.0,3.0,0.0,1.0,1.0,0.0,,-0.7141473998889012,,-683.0477768521877,,-2.1424421996667036,,0.0,0.0,2.0,0.0,80.94747214971248,,-593.6757672831476,,-674.62323943286,,2.0,0.0,-1.0209081449570776,,-994.6840734062534,,,
A2ZUSDT,15,联合多头,5968,5968,5968,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
A2ZUSDT,15,普通多空,5968,5968,5968,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
A2ZUSDT,60,联合多头,1492,1492,1492,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
A2ZUSDT,60,普通多空,1492,1492,1492,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
AAVEUSDT,15,联合多头,5968,5968,5968,0,6.0,6.0,6.0,2.0,6.0,2.0,5.0,1.0,1.0,1.0,0.4,0.0,-0.470508753759464,-1.0888909952606654,-86.5765948859848,-244.99466837278695,-2.35254376879732,-1.0888909952606654,0.0,0.0,5.0,0.0,160.35283242038682,,-86.5765948859848,,-246.9294273063716,,3.0,0.0,-0.7424571271022883,,-124.11282548137399,,-158.41807348680214,-0.6183822415012014
AAVEUSDT,15,普通多空,5968,5968,5968,0,19.0,19.0,19.0,5.0,14.0,4.0,13.0,3.0,1.0,1.0,0.5384615384615384,0.6666666666666666,0.34616465547136577,0.6023016903787783,49.48125041997631,66.39686895175768,4.500140521127755,1.806905071136335,0.0,0.0,13.0,0.0,-64.20878378318523,,49.48125041997631,,113.69003420316153,,7.0,1.0,0.46270509874189614,0.7211044776119334,59.25687906785856,189.988202909947,16.91561853178137,0.2561370349074126
AAVEUSDT,60,联合多头,1492,1492,1492,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,-1.1461919999999977,,-156.80639159461398,,-1.1461919999999977,,0.0,0.0,1.0,0.0,-201.34433706157,,-156.80639159461398,,44.537945466956025,,0.0,0.0,,,,,,
AAVEUSDT,60,普通多空,1492,1492,1492,0,6.0,6.0,6.0,1.0,5.0,1.0,5.0,1.0,0.0,0.0,0.2,0.0,-0.7961092655162763,-1.0390456852791896,-263.4491998666738,-532.220488819554,-3.980546327581381,-1.0390456852791896,0.0,0.0,5.0,1.0,-12.7233137435038,-616.613388194335,-263.44919986667384,-532.220488819554,-250.72588612317,84.39289937478105,2.0,1.0,-1.0483122948768364,-1.0390456852791896,-463.293909418408,-532.220488819554,-268.77128895288024,-0.24293641976291336
ACEUSDT,15,联合多头,5968,5968,5968,0,8.0,8.0,8.0,2.0,8.0,2.0,8.0,2.0,0.0,0.0,0.125,0.5,9.065040146030734,12.834302336671444,1949.6983374889119,8005.463828584387,72.52032116824587,25.668604673342887,1.0,1.0,8.0,0.0,-142.24146990774688,,1949.6983374889119,,2091.9398073966586,,4.0,0.0,-1.0961261117156877,,-283.163465150559,,6055.765491095475,3.7692621906407098
ACEUSDT,15,普通多空,5968,5968,5968,0,14.0,14.0,14.0,3.0,13.0,3.0,13.0,3.0,0.0,0.0,0.23076923076923078,0.3333333333333333,5.671010087671979,8.19706902766048,1195.0431961602205,5244.173893194905,73.72313113973573,24.591207082981438,1.0,1.0,13.0,1.0,1479.1807346263984,16894.69237005676,1195.0431961602205,16262.547501759327,-284.13753846617806,-632.1448682974329,8.0,0.0,-0.8893027521401782,,-227.82059159923887,,4049.130697034684,2.5260589399885003
ACEUSDT,60,联合多头,1492,1492,1492,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,-0.7470888468809113,,-253.25857097084295,,-0.7470888468809113,,0.0,0.0,1.0,0.0,-107.25094413334901,,-253.25857097084298,,-146.007626837494,,1.0,0.0,-0.7470888468809113,,-253.25857097084295,,,
ACEUSDT,60,普通多空,1492,1492,1492,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,-0.7470888468809113,,-253.25857097084295,,-0.7470888468809113,,0.0,0.0,1.0,0.0,-35.739769150050996,,-253.25857097084298,,-217.518801820792,,1.0,0.0,-0.7470888468809113,,-253.25857097084295,,,
ACHUSDT,15,联合多头,5968,5968,5968,0,12.0,12.0,12.0,0.0,12.0,0.0,11.0,0.0,1.0,0.0,0.2727272727272727,,1.5512270394774783,,103.19322132035933,,17.063497434252263,,1.0,0.0,11.0,0.0,120.87959494734955,,103.19322132035937,,-17.686373626990193,,6.0,0.0,-0.24810912997042692,,-106.205057853057,,,
ACHUSDT,15,普通多空,5968,5968,5968,0,24.0,24.0,24.0,3.0,16.0,3.0,15.0,3.0,1.0,0.0,0.13333333333333333,0.3333333333333333,0.6743863323826736,1.2493785301769236,10.061946384919047,459.95142512744866,10.115794985740104,3.7481355905307705,1.0,1.0,15.0,0.0,121.68753161402124,,10.061946384919068,,-111.62558522910221,,8.0,1.0,-0.4616281266565687,-1.0593444444444453,-135.76353161498488,-357.01554016101903,449.8894787425296,0.5749921977942499
ACHUSDT,60,联合多头,1492,1492,1492,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,5.0736028368794415,,1659.424727441427,,5.0736028368794415,,1.0,0.0,1.0,0.0,2162.4340672634853,,1659.424727441427,,-503.0093398220581,,0.0,0.0,,,,,,
ACHUSDT,60,普通多空,1492,1492,1492,0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.5,,2.0079442755825765,,646.4450369880404,,4.015888551165153,,1.0,0.0,2.0,0.0,601.5328730628685,,646.4450369880404,,44.91216392517204,,1.0,0.0,-1.0577142857142885,,-366.534653465346,,,
ACTUSDT,15,联合多头,5968,5968,5968,0,7.0,7.0,7.0,3.0,7.0,3.0,6.0,2.0,1.0,1.0,0.5,1.0,-0.18931732123303704,0.647660583941602,-46.7955324059485,176.29108745085898,-1.1359039273982223,1.295321167883204,0.0,0.0,5.0,0.0,-30.3823791185612,,-20.969607702107,,9.412771416454186,,5.0,1.0,-0.3631154793571971,1.0958394160583844,-79.5422793365766,289.54676952748196,223.0866198568075,0.836977905174639
ACTUSDT,15,普通多空,5968,5968,5968,0,19.0,19.0,19.0,3.0,17.0,3.0,16.0,2.0,1.0,1.0,0.375,1.0,-0.0457674817863474,0.647660583941602,12.16657575882913,176.29108745085898,-0.7322797085815584,1.295321167883204,0.0,0.0,15.0,0.0,-83.21449409732494,,24.706024537761465,,107.9205186350864,,11.0,1.0,-0.20297031532932464,1.0958394160583844,-19.00929178508263,289.54676952748196,164.12451169202984,0.6934280657279493
ACTUSDT,60,联合多头,1492,1492,1492,0,3.0,3.0,3.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,1.0,,2.1033502413185152,,993.639703681481,,4.2067004826370304,,0.0,0.0,2.0,0.0,-280.84768359661354,,993.6397036814809,,1274.4873872780945,,0.0,0.0,,,,,,
ACTUSDT,60,普通多空,1492,1492,1492,0,4.0,4.0,4.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,1.0,,2.1033502413185152,,993.639703681481,,4.2067004826370304,,0.0,0.0,2.0,0.0,366.951384923589,,993.6397036814809,,626.6883187578919,,0.0,0.0,,,,,,
ACUUSDT,15,联合多头,5968,5968,5968,0,9.0,9.0,9.0,3.0,9.0,3.0,9.0,3.0,0.0,0.0,0.4444444444444444,0.3333333333333333,1.1579402694624739,-0.41734940556538963,297.6301400888312,-131.0746611162187,10.421462425162265,-1.2520482166961688,1.0,0.0,9.0,0.0,165.83210406844032,,297.6301400888311,,131.79803602039078,,6.0,2.0,1.2056382724494392,-1.0818891877131707,488.7408771331256,-272.5794562954105,-428.7048012050499,-1.5752896750278635
ACUUSDT,15,普通多空,5968,5968,5968,0,18.0,18.0,18.0,3.0,16.0,3.0,16.0,3.0,0.0,0.0,0.375,0.3333333333333333,0.501759603373626,-0.41734940556538963,166.66427906304477,-131.0746611162187,8.028153653978016,-1.2520482166961688,1.0,0.0,15.0,0.0,68.66338665941,,193.90760321552196,,125.24421655611195,,10.0,2.0,0.49692437411107243,-1.0818891877131707,245.96421642200917,-272.5794562954105,-297.73894017926347,-0.9191090089390157
ACUUSDT,60,联合多头,1492,1492,1492,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,1.4698517482517546,,838.876117496809,,1.4698517482517546,,0.0,0.0,1.0,0.0,891.132499197948,,838.876117496809,,-52.256381701139,,1.0,0.0,1.4698517482517546,,838.876117496809,,,
ACUUSDT,60,普通多空,1492,1492,1492,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,1.4698517482517546,,838.876117496809,,1.4698517482517546,,0.0,0.0,1.0,0.0,1339.3854375417511,,838.876117496809,,-500.50932004494206,,1.0,0.0,1.4698517482517546,,838.876117496809,,,
ACXUSDT,15,联合多头,5968,5968,5968,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,-1.1584528301886847,,-146.220528697308,,-1.1584528301886847,,0.0,0.0,1.0,0.0,-71.382432101785,,-146.220528697308,,-74.838096595523,,0.0,0.0,,,,,,
ACXUSDT,15,普通多空,5968,5968,5968,0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,-1.2275121293800473,,-116.8289541367075,,-2.4550242587600946,,0.0,0.0,2.0,0.0,-72.613980896896,,-116.8289541367075,,-44.2149732398115,,0.0,0.0,,,,,,
ACXUSDT,60,联合多头,1492,1492,1492,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
ACXUSDT,60,普通多空,1492,1492,1492,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
ADAUSDT,15,联合多头,5968,5968,5968,0,4.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.25,,-0.830746071873568,,-116.51684885557925,,-3.322984287494272,,0.0,0.0,3.0,0.0,-142.90607360166334,,-83.92229242920135,,58.983781172461995,,3.0,0.0,-0.689353736857064,,-122.53745206493333,,,
ADAUSDT,15,普通多空,5968,5968,5968,0,10.0,10.0,10.0,2.0,9.0,2.0,9.0,2.0,0.0,0.0,0.2222222222222222,0.5,-0.4888523602288324,-0.2745629967867401,-72.94917641698545,-116.87248883743248,-4.399671242059491,-0.5491259935734802,0.0,0.0,8.0,0.0,-49.891604894690374,,-55.2802587022695,,-5.3886538075791215,,7.0,2.0,-0.5950335216604136,-0.2745629967867401,-113.00254835283285,-116.87248883743248,-43.92331242044703,0.21428936344209226
ADAUSDT,60,联合多头,1492,1492,1492,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,4.05251282051282,,1619.344262295081,,4.05251282051282,,0.0,0.0,1.0,0.0,2658.5714285714303,,1619.344262295081,,-1039.2271662763492,,0.0,0.0,,,,,,
ADAUSDT,60,普通多空,1492,1492,1492,0,3.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.6666666666666666,,1.4955963024897823,,524.3653548008903,,4.4867889074693466,,0.0,0.0,3.0,0.0,557.9475239825811,,524.3653548008903,,-33.58216918169071,,1.0,0.0,-1.0505500000000016,,-415.647873392681,,,
AEROUSDT,15,联合多头,5968,5968,5968,0,4.0,4.0,4.0,1.0,4.0,1.0,3.0,0.0,1.0,1.0,0.3333333333333333,,0.13328686299081136,,60.28730645420131,,0.39986058897243404,,0.0,0.0,3.0,0.0,571.5925675386336,,60.28730645420133,,-511.30526108443223,,1.0,0.0,-0.8645263157894731,,-230.378681626928,,,
AEROUSDT,15,普通多空,5968,5968,5968,0,12.0,12.0,12.0,3.0,7.0,2.0,6.0,1.0,1.0,1.0,0.5,0.0,0.4060135845880854,-0.4918679245282997,48.25963889305799,-202.950564421953,2.4360815075285123,-0.4918679245282997,0.0,0.0,6.0,0.0,-97.169824251419,,48.25963889305799,,145.429463144477,,2.0,1.0,-0.5938417742469388,-0.4918679245282997,-164.6807682840865,-202.950564421953,-251.210203315011,-0.8978815091163851
AEROUSDT,60,联合多头,1492,1492,1492,0,3.0,3.0,3.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,,-1.0704057765151525,,-343.05219440400094,,-2.140811553030305,,0.0,0.0,2.0,0.0,-208.1877870146475,,-343.05219440400094,,-134.86440738935346,,0.0,0.0,,,,,,
AEROUSDT,60,普通多空,1492,1492,1492,0,3.0,3.0,3.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,,-1.0704057765151525,,-343.05219440400094,,-2.140811553030305,,0.0,0.0,2.0,0.0,-231.5774542875575,,-343.05219440400094,,-111.47474011644348,,0.0,0.0,,,,,,
AEVOUSDT,15,联合多头,5968,5968,5968,0,8.0,8.0,8.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.125,,-0.48917687005976174,,-102.20684686030964,,-3.913414960478094,,0.0,0.0,8.0,0.0,-31.986012976694997,,-102.20684686030964,,-70.22083388361463,,5.0,0.0,-0.8359606477732807,,-143.89499719197602,,,
AEVOUSDT,15,普通多空,5968,5968,5968,0,15.0,15.0,15.0,1.0,14.0,1.0,14.0,1.0,0.0,0.0,0.14285714285714285,1.0,-0.6753067061620567,0.0947594936708847,-111.06494673949722,33.16792202038,-9.454293886268793,0.0947594936708847,0.0,0.0,14.0,0.0,-123.91412978766091,,-111.0649467394972,,12.849183048163718,,10.0,1.0,-0.8568451395426344,0.0947594936708847,-130.53499808421878,33.16792202038,144.23286875987722,0.7700661998329413
AEVOUSDT,60,联合多头,1492,1492,1492,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,-1.036096,,-574.078014184396,,-1.036096,,0.0,0.0,1.0,0.0,48.551842330764,,-574.078014184396,,-622.62985651516,,1.0,0.0,-1.036096,,-574.078014184396,,,
AEVOUSDT,60,普通多空,1492,1492,1492,0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,-1.0475725901639346,,-466.38936800280305,,-2.095145180327869,,0.0,0.0,2.0,0.0,379.1126155159895,,-466.389368002803,,-845.5019835187925,,1.0,0.0,-1.036096,,-574.078014184396,,,
AGIXUSDT,15,联合多头,5968,5968,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
AGIXUSDT,15,普通多空,5968,5968,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
AGIXUSDT,60,联合多头,1492,1492,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
AGIXUSDT,60,普通多空,1492,1492,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
AGLDUSDT,15,联合多头,5968,5968,5968,0,8.0,8.0,8.0,1.0,8.0,1.0,8.0,1.0,0.0,0.0,0.375,1.0,0.19602007822413742,3.892242424242427,31.196456796353743,722.407199100112,1.5681606257930993,3.892242424242427,1.0,0.0,8.0,0.0,170.7253221162891,,31.196456796353747,,-139.52886531993536,,3.0,1.0,1.237369082125607,3.892242424242427,155.242731691551,722.407199100112,691.2107423037583,3.6962223460182897
AGLDUSDT,15,普通多空,5968,5968,5968,0,26.0,26.0,26.0,2.0,18.0,2.0,18.0,2.0,0.0,0.0,0.2777777777777778,0.5,-0.2697048800797448,1.3730212121212149,-51.23438304261095,282.804146745679,-4.854687841435407,2.7460424242424297,1.0,0.0,18.0,0.0,-46.651170353232565,,-51.23438304261093,,-4.583212689378383,,10.0,1.0,-0.17136760230979337,3.892242424242427,-49.46579859718442,722.407199100112,334.03852978828996,1.6427260922009597
AGLDUSDT,60,联合多头,1492,1492,1492,0,3.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.6666666666666666,,0.2663395526459397,,-99.22454742056364,,0.7990186579378191,,0.0,0.0,3.0,0.0,-51.236177710393996,,-99.22454742056365,,-47.98836971016965,,1.0,0.0,0.0576000000000043,,15.211267605634,,,
AGLDUSDT,60,普通多空,1492,1492,1492,0,4.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.5,,-0.060715484769276296,,-198.8054383629992,,-0.24286193907710518,,0.0,0.0,4.0,0.0,353.3211786810535,,-198.80543836299918,,-552.1266170440528,,1.0,0.0,0.0576000000000043,,15.211267605634,,,
AGTUSDT,15,联合多头,5968,5968,5968,0,4.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.25,,-0.11654776412519374,,-61.54238511739425,,-0.46619105650077497,,0.0,0.0,4.0,0.0,-93.6752283140105,,-61.542385117394254,,32.13284319661626,,2.0,0.0,-1.0948485382263,,-231.68433403407948,,,
AGTUSDT,15,普通多空,5968,5968,5968,0,8.0,8.0,8.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.14285714285714285,,-0.5187743513036313,,-220.69552417174503,,-3.631420459125419,,0.0,0.0,7.0,0.0,-185.8892681397323,,-220.69552417174503,,-34.80625603201271,,3.0,0.0,-1.0810766148275965,,-295.72776042606364,,,
AGTUSDT,60,联合多头,1492,1492,1492,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
AGTUSDT,60,普通多空,1492,1492,1492,0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,-1.030108638651321,,-895.3736916084385,,-2.060217277302642,,0.0,0.0,2.0,0.0,-702.7044420592124,,-895.3736916084384,,-192.66924954922604,,1.0,0.0,-1.0448946608946592,,-465.487271792233,,,
AI16ZUSDT,15,联合多头,5968,5968,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
AI16ZUSDT,15,普通多空,5968,5968,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
AI16ZUSDT,60,联合多头,1492,1492,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
AI16ZUSDT,60,普通多空,1492,1492,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
AIAUSDT,15,联合多头,5968,5968,5968,0,8.0,8.0,8.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.25,,-0.3840391321357651,,-102.96698724603675,,-3.072313057086121,,0.0,0.0,8.0,0.0,-90.797532397253,,-102.96698724603675,,-12.169454848783756,,2.0,0.0,0.9580591491841457,,148.688132082204,,,
AIAUSDT,15,普通多空,5968,5968,5968,0,18.0,18.0,18.0,2.0,16.0,2.0,16.0,2.0,0.0,0.0,0.25,0.0,-0.2746047344464473,-0.5535074358007638,-42.23838681545106,-379.711308805346,-4.393675751143157,-1.1070148716015276,0.0,0.0,16.0,1.0,-123.05310469691263,-332.74433150899097,-42.23838681545106,-574.9263873159699,80.81471788146158,-242.18205580697898,4.0,0.0,-0.08442305698687436,,-17.336819350803253,,-337.4729219898949,-0.2789027013543165
AIAUSDT,60,联合多头,1492,1492,1492,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,3.0073432835821077,,575.034246575343,,3.0073432835821077,,0.0,0.0,1.0,0.0,635.85533869116,,575.034246575343,,-60.82109211581699,,0.0,0.0,,,,,,
AIAUSDT,60,普通多空,1492,1492,1492,0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,3.0073432835821077,,575.034246575343,,3.0073432835821077,,0.0,0.0,1.0,0.0,279.625468164794,,575.034246575343,,295.408778410549,,0.0,0.0,,,,,,
AIGENSYNUSDT,15,联合多头,5968,5968,5968,0,6.0,6.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.3333333333333333,,-0.4445011617059608,,-29.753541416896685,,-2.667006970235765,,0.0,0.0,6.0,0.0,-83.85021128757083,,-29.753541416896677,,54.09666987067417,,3.0,0.0,-0.47205228164082474,,-23.78178331569535,,,
AIGENSYNUSDT,15,普通多空,5968,5968,5968,0,14.0,14.0,14.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.4,,-0.15809654912568277,,-3.302706418480315,,-1.5809654912568276,,0.0,0.0,10.0,0.0,-112.60655270932199,,-3.3027064184802946,,109.30384629084169,,4.0,0.0,-0.6396503223417288,,-57.93774154293351,,,
AIGENSYNUSDT,60,联合多头,1492,1492,1492,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,-0.6430408163265333,,-251.167795934635,,-0.6430408163265333,,0.0,0.0,1.0,0.0,-291.474878444083,,-251.167795934635,,40.30708250944801,,0.0,0.0,,,,,,
AIGENSYNUSDT,60,普通多空,1492,1492,1492,0,3.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.3333333333333333,,-0.4067710128495854,,-60.522853963044334,,-1.2203130385487562,,0.0,0.0,3.0,0.0,-64.60861077662534,,-60.52285396304435,,4.085756813580986,,1.0,0.0,-1.087022222222222,,-249.82635342186,,,
AINUSDT,15,联合多头,5968,5968,5968,0,8.0,8.0,8.0,0.0,8.0,0.0,7.0,0.0,1.0,0.0,0.2857142857142857,,0.0158769707782391,,5.162507591135563,,0.11113879544767369,,0.0,0.0,7.0,0.0,183.2002548820299,,5.162507591135566,,-178.0377472908943,,2.0,0.0,0.8771255223649558,,70.59364374607452,,,
AINUSDT,15,普通多空,5968,5968,5968,0,16.0,16.0,16.0,3.0,15.0,3.0,14.0,2.0,1.0,1.0,0.21428571428571427,1.0,-0.23504296243810868,1.5829980842911753,-104.07609470108878,362.93462727355944,-3.2906014741335214,3.1659961685823506,0.0,0.0,14.0,0.0,-86.97725441859514,,-104.07609470108879,,-17.09884028249364,,3.0,0.0,0.24334161808457347,,-234.7885126868923,,467.0107219746482,1.818041046729284
AINUSDT,60,联合多头,1492,1492,1492,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
AINUSDT,60,普通多空,1492,1492,1492,0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,,0.5344363571492277,,212.20741614759848,,1.0688727142984553,,0.0,0.0,2.0,0.0,274.523173797662,,212.20741614759848,,-62.3157576500635,,1.0,0.0,0.9939537953795352,,406.105717367852,,,
AIOTUSDT,15,联合多头,5968,5968,5968,0,8.0,8.0,8.0,1.0,8.0,1.0,8.0,1.0,0.0,0.0,0.125,0.0,-0.8144541498318838,-0.7893846153846161,-167.09283086000124,-238.097447795823,-6.51563319865507,-0.7893846153846161,0.0,0.0,8.0,1.0,98.99919315333425,846.53864618339,-167.09283086000124,-238.097447795823,-266.0920240133355,-1084.636093979213,6.0,1.0,-1.042071589903538,-0.7893846153846161,-208.2601208634937,-238.097447795823,-71.00461693582176,0.025069534447267672
