合约,周期分钟,模式,实际K线数,窗口理论K线数,预热就绪K线数,数据断档数,原版_原始候选数,回踩_原始候选数,原版_确认数,回踩_确认数,原版_入场数,回踩_入场数,原版_已平仓数,回踩_已平仓数,原版_截尾未完成数,回踩_截尾未完成数,原版_净胜率小数,回踩_净胜率小数,原版_平均净R,回踩_平均净R,原版_平均净bp,回踩_平均净bp,原版_净R合计非账户收益,回踩_净R合计非账户收益,原版_净收益至少5R笔数,回踩_净收益至少5R笔数,原版_随机配对笔数,回踩_随机配对笔数,原版_配对随机平均净bp,回踩_配对随机平均净bp,原版_配对目标平均净bp,回踩_配对目标平均净bp,原版_配对超额bp,回踩_配对超额bp,原版_后段已平仓数,回踩_后段已平仓数,原版_后段平均净R,回踩_后段平均净R,原版_后段平均净bp,回踩_后段平均净bp,回踩减原版_平均净bp,回踩减原版_平均净R
IMXUSDT,60,普通多空,1492,1492,1492,0,3.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,-0.5699310344827614,,-130.759493670886,,-0.5699310344827614,,0.0,0.0,1.0,0.0,69.285714285713,,-130.759493670886,,-200.045207956599,,0.0,0.0,,,,,,
INITUSDT,15,联合多头,5968,5968,5968,0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.5,,2.5777868871686804,,354.533156134611,,5.155573774337361,,1.0,0.0,2.0,0.0,-71.8934519839825,,354.533156134611,,426.42660811859355,,1.0,0.0,6.277734693877594,,892.784791757366,,,
INITUSDT,15,普通多空,5968,5968,5968,0,10.0,10.0,10.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.1111111111111111,,-0.21520062566153284,,-48.329934868213094,,-1.9368056309537955,,1.0,0.0,9.0,0.0,-69.23469133519367,,-48.329934868213115,,20.90475646698055,,5.0,0.0,0.5520457376603858,,28.654254757488,,,
INITUSDT,60,联合多头,1492,1492,1492,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,-1.0565824175824174,,-373.46669256166103,,-1.0565824175824174,,0.0,0.0,1.0,0.0,39.523809523811,,-373.46669256166103,,-412.99050208547203,,0.0,0.0,,,,,,
INITUSDT,60,普通多空,1492,1492,1492,0,4.0,4.0,4.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,,-1.0821012985578526,,-287.79230751681604,,-3.2463038956735577,,0.0,0.0,3.0,0.0,-53.57075375261633,,-287.792307516816,,-234.22155376419963,,1.0,0.0,-1.071094972067039,,-301.313845670281,,,
INJUSDT,15,联合多头,5968,5968,5968,0,6.0,6.0,6.0,1.0,6.0,1.0,6.0,1.0,0.0,0.0,0.3333333333333333,1.0,-0.016670819538193788,1.1585135135135238,-63.29988163219934,359.45492662474004,-0.10002491722916274,1.1585135135135238,0.0,0.0,5.0,0.0,84.76884863721502,,0.7810494279371916,,-83.98779920927782,,4.0,0.0,-0.3173626869246991,,-167.86610499698628,,422.7548082569394,1.1751843330517175
INJUSDT,15,普通多空,5968,5968,5968,0,16.0,16.0,16.0,4.0,14.0,3.0,13.0,3.0,1.0,0.0,0.3076923076923077,0.3333333333333333,-0.22267065763635807,-0.31132244388938396,-124.99536556467848,-182.17992088193728,-2.894718549272655,-0.9339673316681518,0.0,0.0,13.0,0.0,-82.96737765255679,,-124.99536556467848,,-42.02798791212169,,10.0,2.0,-0.6478544379742306,-1.046240422590838,-229.2512355845176,-452.9973446352759,-57.1845553172588,-0.08865178625302589
INJUSDT,60,联合多头,1492,1492,1492,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,4.719695852534551,,2084.6203948707507,,4.719695852534551,,0.0,0.0,1.0,0.0,29.98958550302,,2084.6203948707507,,2054.6308093677308,,1.0,0.0,4.719695852534551,,2084.6203948707507,,,
INJUSDT,60,普通多空,1492,1492,1492,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,4.719695852534551,,2084.6203948707507,,4.719695852534551,,0.0,0.0,1.0,0.0,2510.552043826379,,2084.6203948707507,,-425.9316489556281,,1.0,0.0,4.719695852534551,,2084.6203948707507,,,
INUSDT,15,联合多头,5968,5968,5968,0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,0.0,0.0,0.2,0.0,-0.7780200231866881,-1.118481481481484,-109.44088566518761,-188.80275085964095,-3.8901001159334405,-1.118481481481484,0.0,0.0,5.0,0.0,-44.113560499747,,-109.44088566518761,,-65.3273251654406,,3.0,1.0,-1.1570806970806966,-1.118481481481484,-147.57137162152034,-188.80275085964095,-79.36186519445334,-0.340461458294796
INUSDT,15,普通多空,5968,5968,5968,0,19.0,19.0,19.0,3.0,12.0,3.0,12.0,3.0,0.0,0.0,0.5,0.3333333333333333,0.07448880813198648,-0.2901620228791481,31.978590522090645,2.0130323849020044,0.8938656975838377,-0.8704860686374443,0.0,0.0,12.0,2.0,45.145053295018165,-196.0531135531125,31.978590522090663,96.0071004445735,-13.166462772927497,292.060213997686,7.0,1.0,-0.20444718548744154,-1.118481481481484,3.6732401482141364,-188.80275085964095,-29.96555813718864,-0.3646508310111346
INUSDT,60,联合多头,1492,1492,1492,0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,0.3333333333333333,0.0,-0.2531991083915343,-0.6174930875576065,-102.22118836890168,-383.064608347627,-0.759597325174603,-0.6174930875576065,0.0,0.0,3.0,0.0,-106.83043915388468,,-102.22118836890166,,4.609250784982998,,1.0,1.0,-0.4494304635761641,-0.6174930875576065,-197.738927738929,-383.064608347627,-280.8434199787253,-0.36429397916607215
INUSDT,60,普通多空,1492,1492,1492,0,6.0,6.0,6.0,1.0,5.0,1.0,5.0,1.0,0.0,0.0,0.2,0.0,-0.4187678765849988,-0.6174930875576065,-170.14023941920544,-383.064608347627,-2.093839382924994,-0.6174930875576065,0.0,0.0,5.0,1.0,-87.29085322418159,198.24795392543197,-170.14023941920541,-383.064608347627,-82.84938619502381,-581.3125622730589,3.0,1.0,-0.5945575071088516,-0.6174930875576065,-247.25885324275035,-383.064608347627,-212.92436892842153,-0.19872521097260765
INXUSDT,15,联合多头,5968,5968,5968,0,11.0,11.0,11.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.09090909090909091,,-0.37527510876988224,,-119.48871096547929,,-4.128026196468705,,1.0,0.0,11.0,0.0,-10.626812756538737,,-119.48871096547929,,-108.86189820894052,,5.0,0.0,-1.1162379867303787,,-209.56698486636802,,,
INXUSDT,15,普通多空,5968,5968,5968,0,19.0,19.0,19.0,2.0,16.0,2.0,16.0,2.0,0.0,0.0,0.1875,0.0,-0.23555110076240893,-0.9510113537082419,-102.29482438758168,-621.7651422707315,-3.768817612198543,-1.9020227074164837,1.0,0.0,16.0,0.0,-16.929035445438373,,-102.29482438758168,,-85.36578894214331,,9.0,1.0,0.17801373954163538,-1.040996996996998,-18.96357061545899,-507.84060943451504,-519.4703178831498,-0.7154602529458329
INXUSDT,60,联合多头,1492,1492,1492,0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,,-1.038919282511212,,-533.884088028575,,-1.038919282511212,,0.0,0.0,1.0,0.0,-546.195116359051,,-533.884088028575,,12.31102833047601,,0.0,0.0,,,,,,
INXUSDT,60,普通多空,1492,1492,1492,0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,,-0.6040756287164212,,-421.8487871993665,,-1.2081512574328424,,0.0,0.0,2.0,0.0,367.259578439739,,-421.8487871993665,,-789.1083656391055,,0.0,0.0,,,,,,
IOSTUSDT,15,联合多头,5968,5968,5968,0,6.0,6.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.3333333333333333,,1.3610039666913314,,150.098801469678,,8.166023800147988,,1.0,0.0,5.0,0.0,-93.5186760093468,,230.655957885497,,324.17463389484385,,2.0,0.0,5.089241758241699,,583.714696215414,,,
IOSTUSDT,15,普通多空,5968,5968,5968,0,13.0,13.0,13.0,0.0,11.0,0.0,10.0,0.0,1.0,0.0,0.2,,0.37085518992889943,,-1.2748132777469947,,3.7085518992889943,,1.0,0.0,10.0,0.0,64.48490201717249,,-1.2748132777469812,,-65.75971529491949,,5.0,0.0,1.3753919335144908,,80.46725712242099,,,
IOSTUSDT,60,联合多头,1492,1492,1492,0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.5,,1.4753932472690865,,9.288217391817,,2.950786494538173,,0.0,0.0,2.0,0.0,2223.095849672792,,9.288217391816984,,-2213.8076322809748,,1.0,0.0,-1.0644210526315774,,-330.457516339869,,,
IOSTUSDT,60,普通多空,1492,1492,1492,0,3.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.3333333333333333,,0.625697193094645,,-90.93756988352932,,1.8770915792839349,,0.0,0.0,3.0,0.0,915.6024493140446,,-90.93756988352933,,-1006.540019197574,,1.0,0.0,-1.0644210526315774,,-330.457516339869,,,
IOTAUSDT,15,联合多头,5968,5968,5968,0,4.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.25,,9.721374241199696,,911.5272296705294,,38.88549696479878,,1.0,0.0,4.0,0.0,-132.8511534967425,,911.5272296705294,,1044.378383167272,,3.0,0.0,-0.9926121228449789,,-199.36666356269367,,,
IOTAUSDT,15,普通多空,5968,5968,5968,0,15.0,15.0,15.0,1.0,11.0,1.0,11.0,1.0,0.0,0.0,0.09090909090909091,0.0,4.512838918685992,-1.121611940298509,229.72746280094933,-184.45753559155497,49.641228105545906,-1.121611940298509,1.0,0.0,10.0,0.0,-95.0669642169564,,272.6056848253707,,367.672649042327,,7.0,1.0,-1.0533524196700554,-1.121611940298509,-213.6962015224734,-184.45753559155497,-414.1849983925043,-5.634450858984501
IOTAUSDT,60,联合多头,1492,1492,1492,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
IOTAUSDT,60,普通多空,1492,1492,1492,0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.5,0.0,0.7434371428571145,-1.0668235294117654,79.97637165149855,-319.295774647889,1.486874285714229,-1.0668235294117654,0.0,0.0,2.0,0.0,16.437770605443003,,79.97637165149852,,63.53860104605552,,0.0,0.0,,,,,-399.27214629938754,-1.8102606722688799
IOTXUSDT,15,联合多头,5968,5968,5968,0,7.0,7.0,7.0,1.0,7.0,1.0,7.0,1.0,0.0,0.0,0.2857142857142857,1.0,0.9277523866314368,15.550262295082002,125.55037411103702,4278.601714027965,6.494266706420057,15.550262295082002,1.0,1.0,7.0,0.0,611.9750931327893,,125.550374111037,,-486.4247190217523,,3.0,0.0,-0.6225635412821452,,-150.57031182259533,,4153.051339916928,14.622509908450565
IOTXUSDT,15,普通多空,5968,5968,5968,0,10.0,10.0,10.0,2.0,10.0,2.0,10.0,2.0,0.0,0.0,0.2,0.5,0.30230246374545394,7.204158925318782,38.9235732631483,2058.850759166625,3.0230246374545393,14.408317850637564,1.0,1.0,10.0,0.0,192.97468217383582,,38.92357326314828,,-154.05110891068747,,4.0,0.0,-0.7399476559616083,,-172.21655037074675,,2019.9271859034766,6.901856461573328
IOTXUSDT,60,联合多头,1492,1492,1492,0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,0.6666666666666666,1.0,0.9255314130434752,1.9339843749999968,399.22574846200433,908.440366972476,2.7765942391304255,1.9339843749999968,0.0,0.0,3.0,0.0,814.6812099838729,,399.2257484620044,,-415.4554615218687,,2.0,0.0,-0.06802579710144935,,79.688975459439,,509.21461851047167,1.0084529619565217
IOTXUSDT,60,普通多空,1492,1492,1492,0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,1.0,0.0,0.0,0.5,1.0,0.4315936147276619,1.9339843749999968,194.8569481079915,908.440366972476,1.7263744589106476,1.9339843749999968,0.0,0.0,4.0,1.0,201.35613821436473,-681.5944426066819,194.85694810799149,908.440366972476,-6.499190106373257,1590.0348095791578,2.0,0.0,-0.06802579710144935,,79.688975459439,,713.5834188644844,1.502390760272335
IOUSDT,15,联合多头,5968,5968,5968,0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,-1.0349934312103677,-0.7747027027027071,-200.62747474775819,-215.195195195196,-5.174967156051839,-0.7747027027027071,0.0,0.0,5.0,1.0,-108.3136816012972,264.218399401645,-200.62747474775816,-215.195195195196,-92.313793146461,-479.413594596841,1.0,1.0,-0.7307096774193593,-0.7747027027027071,-170.829562594269,-215.195195195196,-14.567720447437807,0.26029072850766055
IOUSDT,15,普通多空,5968,5968,5968,0,11.0,11.0,11.0,1.0,11.0,1.0,11.0,1.0,0.0,0.0,0.09090909090909091,0.0,-0.8684536171927756,-0.7747027027027071,-136.5074977111208,-215.195195195196,-9.55298978912053,-0.7747027027027071,0.0,0.0,11.0,0.0,130.96569653831472,,-136.50749771112083,,-267.47319424943555,,3.0,1.0,-0.3652345750128043,-0.7747027027027071,-3.78406473857234,-215.195195195196,-78.68769748407519,0.09375091449006845
IOUSDT,60,联合多头,1492,1492,1492,0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.5,,1.506200000000004,,632.8929605852685,,3.012400000000008,,0.0,0.0,2.0,0.0,882.0468188399395,,632.8929605852686,,-249.15385825467098,,1.0,0.0,-1.0665999999999989,,-320.3003003003,,,
IOUSDT,60,普通多空,1492,1492,1492,0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.5,,1.506200000000004,,632.8929605852685,,3.012400000000008,,0.0,0.0,2.0,0.0,1376.5139030951154,,632.8929605852686,,-743.6209425098469,,1.0,0.0,-1.0665999999999989,,-320.3003003003,,,
IPUSDT,15,联合多头,5968,5968,5968,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
IPUSDT,15,普通多空,5968,5968,5968,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
IPUSDT,60,联合多头,1492,1492,1492,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
IPUSDT,60,普通多空,1492,1492,1492,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
IRUSDT,15,联合多头,5968,5968,5968,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
IRUSDT,15,普通多空,5968,5968,5968,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
IRUSDT,60,联合多头,1492,1492,1492,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
IRUSDT,60,普通多空,1492,1492,1492,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
IRYSUSDT,15,联合多头,5968,5968,5968,0,6.0,6.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,,-1.0180999501638117,,-308.5426885249877,,-6.10859970098287,,0.0,0.0,6.0,0.0,-57.636150149005,,-308.5426885249877,,-250.90653837598265,,2.0,0.0,-0.9077010582010591,,-209.14215763145,,,
IRYSUSDT,15,普通多空,5968,5968,5968,0,14.0,14.0,14.0,1.0,13.0,1.0,13.0,1.0,0.0,0.0,0.07692307692307693,0.0,-0.805995035465545,-1.038674157303371,-234.59935391035737,-537.1411969784999,-10.477935461052084,-1.038674157303371,0.0,0.0,13.0,0.0,-48.07411434048238,,-234.5993539103574,,-186.525239569875,,4.0,0.0,-0.9914292254439314,,-247.80032533238648,,-302.54184306814255,-0.23267912183782613
IRYSUSDT,60,联合多头,1492,1492,1492,0,3.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.3333333333333333,,-0.483506670136177,,-208.69009883969034,,-1.450520010408531,,0.0,0.0,3.0,0.0,83.85986547213169,,-208.6900988396903,,-292.549964311822,,2.0,0.0,-1.0468600052042674,,-447.8522214302675,,,
IRYSUSDT,60,普通多空,1492,1492,1492,0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,1.0,0.0,0.0,0.25,0.0,-0.36525507314036676,-0.3908115942028997,-156.38646602998327,-367.885402455662,-1.461020292561467,-0.3908115942028997,0.0,0.0,4.0,0.0,42.24960500958202,,-156.38646602998324,,-198.63607103956522,,3.0,1.0,-0.701406764187157,-0.3908115942028997,-298.39333682046566,-367.885402455662,-211.49893642567875,-0.025556521062532922
JASMYUSDT,15,联合多头,5968,5968,5968,0,3.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.3333333333333333,,0.47785291005290403,,153.102187953455,,1.433558730158712,,0.0,0.0,3.0,0.0,-164.6008215367513,,153.102187953455,,317.7030094902063,,2.0,0.0,1.2752460317460224,,325.1720960692935,,,
JASMYUSDT,15,普通多空,5968,5968,5968,0,8.0,8.0,8.0,1.0,8.0,1.0,8.0,1.0,0.0,0.0,0.25,0.0,-0.054129769334464894,-0.1266086956521756,-8.499705222170242,-43.444160272805,-0.43303815467571916,-0.1266086956521756,0.0,0.0,8.0,0.0,-111.89524792404501,,-8.49970522217025,,103.39554270187475,,4.0,1.0,0.26170148731099196,-0.1266086956521756,64.12943298668975,-43.444160272805,-34.94445505063476,-0.07247892631771072
JASMYUSDT,60,联合多头,1492,1492,1492,0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.5,0.0,-0.2993615127919921,-1.036581196581197,-92.25013267582449,-566.728971962616,-0.5987230255839842,-1.036581196581197,0.0,0.0,2.0,0.0,415.62825554255704,,-92.25013267582452,,-507.8783882183816,,1.0,0.0,0.45908387096774,,181.479214486099,,-474.4788392867915,-0.737219683789205
JASMYUSDT,60,普通多空,1492,1492,1492,0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,0.3333333333333333,0.0,-0.5579657791701963,-1.036581196581197,-156.8495311321863,-566.728971962616,-1.6738973375105888,-1.036581196581197,0.0,0.0,3.0,0.0,-112.00161818741434,,-156.84953113218634,,-44.847912944772,,1.0,0.0,0.45908387096774,,181.479214486099,,-409.8794408304297,-0.4786154174110008
JCTUSDT,15,联合多头,5968,5968,5968,0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,0.0,0.0,0.25,0.5,-0.14686389046433435,0.25990403297026554,3.8405442092499698,112.1254570296235,-0.5874555618573374,0.5198080659405311,0.0,0.0,4.0,0.0,-53.13035217477025,,3.8405442092499795,,56.970896384020236,,2.0,1.0,0.8074514506769841,1.5787848101265762,230.81462497742143,583.367633302149,108.28491282037353,0.4067679234345999
JCTUSDT,15,普通多空,5968,5968,5968,0,12.0,12.0,12.0,2.0,8.0,2.0,8.0,2.0,0.0,0.0,0.0,0.5,-0.9695702165745161,0.26646557579499597,-264.13108570460724,63.598710268096,-7.756561732596129,0.5329311515899919,0.0,0.0,8.0,1.0,-35.76402166803789,-229.185993633469,-264.13108570460724,583.367633302149,-228.3670640365694,812.5536269356179,3.0,1.0,-0.9418403967018381,1.5787848101265762,-307.369489179945,583.367633302149,327.72979597270324,1.236035792369512
JCTUSDT,60,联合多头,1492,1492,1492,0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,-1.0436227490312295,,-480.045902904359,,-2.087245498062459,,0.0,0.0,2.0,0.0,-428.813311689291,,-480.04590290435897,,-51.23259121506803,,1.0,0.0,-1.046170731707318,,-453.17485472794505,,,
JCTUSDT,60,普通多空,1492,1492,1492,0,6.0,6.0,6.0,1.0,5.0,1.0,5.0,1.0,0.0,0.0,0.2,1.0,-0.3610342376952989,0.3572670157068061,-280.659470479873,362.775119617224,-1.8051711884764945,0.3572670157068061,0.0,0.0,5.0,0.0,-225.70156444402863,,-280.659470479873,,-54.95790603584438,,3.0,1.0,0.08688505674511154,0.3572670157068061,-22.78385996946768,362.775119617224,643.434590097097,0.7183012534021049
JELLYJELLYUSDT,15,联合多头,5968,5968,5968,0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,-0.9585796135909409,,-143.5742704092615,,-1.9171592271818818,,0.0,0.0,2.0,0.0,-109.305292110265,,-143.57427040926152,,-34.2689782989965,,1.0,0.0,-0.7725263157894755,,-128.86742756804202,,,
JELLYJELLYUSDT,15,普通多空,5968,5968,5968,0,7.0,7.0,7.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.16666666666666666,,-0.4770528577299354,,-87.64217603772501,,-2.8623171463796124,,0.0,0.0,6.0,0.0,-90.60788880500682,,-87.64217603772501,,2.9657127672818326,,4.0,0.0,-0.9149324223831625,,-128.88432773530928,,,
JELLYJELLYUSDT,60,联合多头,1492,1492,1492,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,-1.0528181818181814,,-398.65748709122,,-1.0528181818181814,,0.0,0.0,1.0,0.0,-269.868027450288,,-398.65748709122,,-128.78945964093197,,1.0,0.0,-1.0528181818181814,,-398.65748709122,,,
JELLYJELLYUSDT,60,普通多空,1492,1492,1492,0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,-1.0782071678321685,,-305.8574237015415,,-2.156414335664337,,0.0,0.0,2.0,0.0,-248.964087156432,,-305.8574237015415,,-56.89333654510947,,2.0,0.0,-1.0782071678321685,,-305.8574237015415,,,
JOEUSDT,15,联合多头,5968,5968,5968,0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,0.0,0.0,0.3333333333333333,0.0,-0.3965000000000014,-0.5113857419176595,-37.10508355335467,-166.0321676104245,-1.1895000000000042,-1.022771483835319,0.0,0.0,3.0,0.0,320.012324356981,,-37.10508355335467,,-357.1174079103357,,0.0,0.0,,,,,-128.92708405706983,-0.1148857419176581
JOEUSDT,15,普通多空,5968,5968,5968,0,11.0,11.0,11.0,2.0,10.0,2.0,10.0,2.0,0.0,0.0,0.2,0.0,-0.4154786319820548,-0.5113857419176595,-82.12538949955429,-166.0321676104245,-4.154786319820548,-1.022771483835319,0.0,0.0,10.0,0.0,-9.097360848272105,,-82.12538949955429,,-73.0280286512822,,5.0,0.0,-0.1607622032353639,,-34.35095826119759,,-83.9067781108702,-0.0959071099356047
JOEUSDT,60,联合多头,1492,1492,1492,0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,,1.2672712712712735,,598.168461938316,,2.534542542542547,,0.0,0.0,2.0,0.0,390.884111295942,,598.168461938316,,207.28435064237402,,1.0,0.0,0.3834074074074072,,65.768742058449,,,
JOEUSDT,60,普通多空,1492,1492,1492,0,4.0,4.0,4.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.2555742845617485,-1.0507619047619026,229.96653635576493,-413.996247654784,0.7667228536852455,-1.0507619047619026,0.0,0.0,3.0,0.0,52.782343509541015,,229.96653635576496,,177.18419284622397,,1.0,0.0,-0.3037257142857162,,-172.795838751627,,-643.962784010549,-1.3063361893236511
JSTUSDT,15,联合多头,5968,5968,5968,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,-1.5030952380952454,,-59.753904401323,,-1.5030952380952454,,0.0,0.0,1.0,0.0,-39.027685282084,,-59.753904401323,,-20.726219119239,,0.0,0.0,,,,,,
JSTUSDT,15,普通多空,5968,5968,5968,0,8.0,8.0,8.0,1.0,8.0,1.0,8.0,1.0,0.0,0.0,0.375,1.0,0.8290810917235718,0.0902555555555527,22.865240099559493,16.448314265464,6.6326487337885744,0.0902555555555527,2.0,0.0,8.0,0.0,-68.08448932138525,,22.86524009955949,,90.94972942094475,,3.0,1.0,-0.493618041118043,0.0902555555555527,-2.0880469331080085,16.448314265464,-6.416925834095494,-0.7388255361680192
JSTUSDT,60,联合多头,1492,1492,1492,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
JSTUSDT,60,普通多空,1492,1492,1492,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
JTOUSDT,15,联合多头,5968,5968,5968,0,7.0,7.0,7.0,1.0,7.0,1.0,7.0,1.0,0.0,0.0,0.2857142857142857,0.0,-0.4659409601662367,-1.0618051282051275,-101.4099654192057,-343.597743113175,-3.261586721163657,-1.0618051282051275,0.0,0.0,7.0,0.0,-12.226736070749709,,-101.40996541920572,,-89.18322934845598,,3.0,0.0,-0.4814214100506207,,-120.62445886615733,,-242.18777769396928,-0.5958641680388908
JTOUSDT,15,普通多空,5968,5968,5968,0,14.0,14.0,14.0,1.0,13.0,1.0,12.0,1.0,1.0,0.0,0.3333333333333333,0.0,-0.39183184496872087,-1.0618051282051275,-52.78123432891641,-343.597743113175,-4.701982139624651,-1.0618051282051275,0.0,0.0,12.0,0.0,117.15964088949876,,-52.78123432891642,,-169.9408752184152,,7.0,0.0,-0.2543176890681678,,-8.760623772363276,,-290.8165087842586,-0.6699732832364067
JTOUSDT,60,联合多头,1492,1492,1492,0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.5,,0.21252945125020994,,157.164081812486,,0.4250589025004199,,0.0,0.0,2.0,0.0,773.5864531127639,,157.16408181248602,,-616.422371300278,,1.0,0.0,-1.0746440677966085,,-287.938237965484,,,
JTOUSDT,60,普通多空,1492,1492,1492,0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.5,,0.21252945125020994,,157.164081812486,,0.4250589025004199,,0.0,0.0,2.0,0.0,119.08783567262749,,157.16408181248602,,38.07624613985851,,1.0,0.0,-1.0746440677966085,,-287.938237965484,,,
JUPUSDT,15,联合多头,5968,5968,5968,0,5.0,5.0,5.0,0.0,5.0,0.0,4.0,0.0,1.0,0.0,0.25,,1.876540539321805,,154.6822225858025,,7.50616215728722,,1.0,0.0,4.0,0.0,-128.117905227826,,154.68222258580246,,282.8001278136285,,1.0,0.0,-0.4539444444444417,,-75.27406725011299,,,
JUPUSDT,15,普通多空,5968,5968,5968,0,17.0,17.0,17.0,1.0,13.0,1.0,12.0,1.0,1.0,0.0,0.4166666666666667,0.0,1.0990914430017338,-0.872972972972971,130.37903073738116,-195.757575757575,13.189097316020806,-0.872972972972971,2.0,0.0,12.0,0.0,195.46486144869593,,130.37903073738116,,-65.08583071131474,,6.0,0.0,0.94829490090032,,146.62133335015935,,-326.13660649495614,-1.972064415974705
JUPUSDT,60,联合多头,1492,1492,1492,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
