stream_key,symbol,timeframe,asset,tick,bars,bars_in_window,first_bar,last_bar,gaps,ready_in_window,v9_long_in_window,v9_any_in_window,breaks_in_window,lines_born_in_window,joint_in_window,pivot_ties,store_codes,pair_refusals,serial,partial_buckets
binance_um:NMRUSDT:30m,NMRUSDT,30m,NMR,0.001,30204,28704,2024-08-09 18:00:00+00:00,2026-04-30 23:30:00+00:00,0,28704,26,59,101,92,4,58,"{'0': 96, '1': 141, '2': 2573, '3': 179, '4': 0, '5': 1}",{'gate': 1},"{'joint': {'candidates': 4, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 26, 'skipped_in_position': 2, 'invalid_initial': 0}}",0
binance_um:NMRUSDT:1h,NMRUSDT,1h,NMR,0.001,15852,14352,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,14352,14,28,53,53,3,16,"{'0': 51, '1': 79, '2': 1416, '3': 122, '4': 0, '5': 2}",{},"{'joint': {'candidates': 3, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 14, 'skipped_in_position': 1, 'invalid_initial': 0}}",0
binance_um:NMRUSDT:4h,NMRUSDT,4h,NMR,0.001,5088,3588,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,3588,7,14,16,19,0,8,"{'0': 16, '1': 39, '2': 284, '3': 43, '4': 0, '5': 4}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 7, 'skipped_in_position': 0, 'invalid_initial': 0}}",0
binance_um:NMRUSDT:1d,NMRUSDT,1d,NMR,0.001,1044,598,2023-06-22 00:00:00+00:00,2026-04-30 00:00:00+00:00,0,598,0,0,2,2,0,0,"{'0': 0, '1': 2, '2': 30, '3': 3, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:OBOLUSDT:5m,OBOLUSDT,5m,OBOL,1e-05,103266,103265,2025-05-07 10:30:00+00:00,2026-04-30 23:55:00+00:00,0,102925,92,177,213,210,9,84737,"{'0': 220, '1': 298, '2': 3889, '3': 328, '4': 0, '5': 8}",{'momentum': 1},"{'joint': {'candidates': 9, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 92, 'skipped_in_position': 14, 'invalid_initial': 0}}",0
binance_um:OBOLUSDT:15m,OBOLUSDT,15m,OBOL,1e-05,34422,34421,2025-05-07 10:30:00+00:00,2026-04-30 23:45:00+00:00,0,34081,19,42,90,92,5,28179,"{'0': 98, '1': 128, '2': 1328, '3': 126, '4': 0, '5': 3}","{'momentum': 1, 'gate': 1}","{'joint': {'candidates': 5, 'skipped_in_position': 1, 'invalid_initial': 0}, 'v9_long': {'candidates': 19, 'skipped_in_position': 4, 'invalid_initial': 0}}",0
binance_um:OBOLUSDT:30m,OBOLUSDT,30m,OBOL,1e-05,17211,17210,2025-05-07 10:30:00+00:00,2026-04-30 23:30:00+00:00,0,16870,18,35,49,44,6,14064,"{'0': 54, '1': 59, '2': 710, '3': 82, '4': 0, '5': 2}",{'momentum': 1},"{'joint': {'candidates': 6, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 18, 'skipped_in_position': 2, 'invalid_initial': 0}}",0
binance_um:OBOLUSDT:1h,OBOLUSDT,1h,OBOL,1e-05,8606,8605,2025-05-07 10:00:00+00:00,2026-04-30 23:00:00+00:00,0,8265,3,11,19,19,0,7006,"{'0': 28, '1': 24, '2': 419, '3': 60, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 3, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:OBOLUSDT:4h,OBOLUSDT,4h,OBOL,1e-05,2152,2151,2025-05-07 08:00:00+00:00,2026-04-30 20:00:00+00:00,0,1811,1,1,2,2,0,1718,"{'0': 1, '1': 3, '2': 113, '3': 7, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 1, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:OBOLUSDT:1d,OBOLUSDT,1d,OBOL,1e-05,359,358,2025-05-07 00:00:00+00:00,2026-04-30 00:00:00+00:00,0,18,0,0,0,0,0,252,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:NULSUSDT:5m,NULSUSDT,5m,NULS,0.0001,173724,172224,2024-09-04 19:00:00+00:00,2026-04-30 23:55:00+00:00,0,172224,74,161,109,95,4,221321,"{'0': 85, '1': 133, '2': 2372, '3': 127, '4': 0, '5': 1}",{'momentum': 1},"{'joint': {'candidates': 4, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 74, 'skipped_in_position': 13, 'invalid_initial': 0}}",0
binance_um:NULSUSDT:15m,NULSUSDT,15m,NULS,0.0001,58814,57408,2024-08-26 08:30:00+00:00,2026-04-30 23:45:00+00:00,0,57408,19,49,53,54,1,73553,"{'0': 61, '1': 80, '2': 1011, '3': 98, '4': 0, '5': 3}",{},"{'joint': {'candidates': 1, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 19, 'skipped_in_position': 2, 'invalid_initial': 0}}",0
binance_um:NULSUSDT:30m,NULSUSDT,30m,NULS,0.0001,29407,28704,2024-08-26 08:30:00+00:00,2026-04-30 23:30:00+00:00,0,28704,6,17,21,21,0,36734,"{'0': 26, '1': 29, '2': 449, '3': 53, '4': 0, '5': 1}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 6, 'skipped_in_position': 1, 'invalid_initial': 0}}",0
binance_um:NULSUSDT:1h,NULSUSDT,1h,NULS,0.0001,14704,14352,2024-08-26 08:00:00+00:00,2026-04-30 23:00:00+00:00,0,14352,8,12,13,15,2,18338,"{'0': 9, '1': 21, '2': 306, '3': 24, '4': 0, '5': 0}",{},"{'joint': {'candidates': 2, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 8, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:NULSUSDT:4h,NULSUSDT,4h,NULS,0.0001,3676,3588,2024-08-26 08:00:00+00:00,2026-04-30 20:00:00+00:00,0,3335,0,0,5,4,0,4540,"{'0': 2, '1': 5, '2': 56, '3': 1, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:NULSUSDT:1d,NULSUSDT,1d,NULS,0.0001,613,598,2024-08-26 00:00:00+00:00,2026-04-30 00:00:00+00:00,0,272,0,0,0,0,0,722,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:NTRNUSDT:5m,NTRNUSDT,5m,NTRN,1e-05,173724,172224,2024-09-04 19:00:00+00:00,2026-04-30 23:55:00+00:00,0,172224,207,427,347,350,24,26802,"{'0': 332, '1': 489, '2': 6007, '3': 345, '4': 0, '5': 15}","{'momentum': 3, 'parent_not_recovered': 1, 'gate': 1}","{'joint': {'candidates': 24, 'skipped_in_position': 2, 'invalid_initial': 0}, 'v9_long': {'candidates': 207, 'skipped_in_position': 47, 'invalid_initial': 0}}",0
binance_um:NTRNUSDT:15m,NTRNUSDT,15m,NTRN,1e-05,58908,57408,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,57408,55,123,129,118,8,8258,"{'0': 139, '1': 175, '2': 2387, '3': 209, '4': 0, '5': 5}",{},"{'joint': {'candidates': 8, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 55, 'skipped_in_position': 8, 'invalid_initial': 0}}",0
binance_um:NTRNUSDT:30m,NTRNUSDT,30m,NTRN,1e-05,30204,28704,2024-08-09 18:00:00+00:00,2026-04-30 23:30:00+00:00,0,28704,36,73,81,77,9,3988,"{'0': 80, '1': 107, '2': 1475, '3': 121, '4': 0, '5': 0}","{'gate': 3, 'momentum': 1}","{'joint': {'candidates': 9, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 36, 'skipped_in_position': 3, 'invalid_initial': 0}}",0
binance_um:NTRNUSDT:1h,NTRNUSDT,1h,NTRN,1e-05,15852,14352,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,14352,13,31,41,43,5,1945,"{'0': 40, '1': 56, '2': 881, '3': 73, '4': 0, '5': 2}",{},"{'joint': {'candidates': 5, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 13, 'skipped_in_position': 0, 'invalid_initial': 0}}",0
binance_um:NTRNUSDT:4h,NTRNUSDT,4h,NTRN,1e-05,5088,3588,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,3588,2,6,10,9,1,434,"{'0': 7, '1': 15, '2': 187, '3': 16, '4': 0, '5': 0}",{},"{'joint': {'candidates': 1, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 2, 'skipped_in_position': 1, 'invalid_initial': 0}}",0
binance_um:NTRNUSDT:1d,NTRNUSDT,1d,NTRN,1e-05,899,598,2023-11-14 00:00:00+00:00,2026-04-30 00:00:00+00:00,0,558,0,0,1,1,0,34,"{'0': 1, '1': 1, '2': 4, '3': 0, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:NOTUSDT:5m,NOTUSDT,5m,NOT,1e-07,173724,172224,2024-09-04 19:00:00+00:00,2026-04-30 23:55:00+00:00,0,172224,220,445,524,474,23,3505,"{'0': 514, '1': 674, '2': 8533, '3': 442, '4': 0, '5': 24}","{'momentum': 2, 'gate': 1}","{'joint': {'candidates': 23, 'skipped_in_position': 1, 'invalid_initial': 0}, 'v9_long': {'candidates': 220, 'skipped_in_position': 40, 'invalid_initial': 0}}",0
binance_um:NOTUSDT:15m,NOTUSDT,15m,NOT,1e-07,58908,57408,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,57408,68,135,197,200,9,719,"{'0': 280, '1': 292, '2': 3270, '3': 250, '4': 0, '5': 11}",{'momentum': 1},"{'joint': {'candidates': 9, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 68, 'skipped_in_position': 13, 'invalid_initial': 0}}",0
binance_um:NOTUSDT:30m,NOTUSDT,30m,NOT,1e-07,30204,28704,2024-08-09 18:00:00+00:00,2026-04-30 23:30:00+00:00,0,28704,36,66,96,97,4,215,"{'0': 120, '1': 144, '2': 1856, '3': 193, '4': 0, '5': 6}",{},"{'joint': {'candidates': 4, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 36, 'skipped_in_position': 8, 'invalid_initial': 0}}",0
binance_um:NOTUSDT:1h,NOTUSDT,1h,NOT,1e-07,15852,14352,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,14352,14,31,50,51,4,72,"{'0': 77, '1': 90, '2': 1209, '3': 114, '4': 0, '5': 1}",{'gate': 2},"{'joint': {'candidates': 4, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 14, 'skipped_in_position': 1, 'invalid_initial': 0}}",0
binance_um:NOTUSDT:4h,NOTUSDT,4h,NOT,1e-07,4287,3588,2024-05-16 12:00:00+00:00,2026-04-30 20:00:00+00:00,0,3588,4,12,20,23,1,14,"{'0': 15, '1': 29, '2': 262, '3': 31, '4': 0, '5': 0}",{},"{'joint': {'candidates': 1, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 4, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:NOTUSDT:1d,NOTUSDT,1d,NOT,1e-07,715,598,2024-05-16 00:00:00+00:00,2026-04-30 00:00:00+00:00,0,374,0,0,0,0,0,0,"{'0': 0, '1': 0, '2': 4, '3': 0, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:OLUSDT:5m,OLUSDT,5m,OL,1e-05,89142,89141,2025-06-25 11:30:00+00:00,2026-04-30 23:55:00+00:00,0,88801,82,196,251,247,17,15098,"{'0': 209, '1': 340, '2': 3602, '3': 325, '4': 0, '5': 13}",{'momentum': 1},"{'joint': {'candidates': 17, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 82, 'skipped_in_position': 8, 'invalid_initial': 0}}",0
binance_um:OLUSDT:15m,OLUSDT,15m,OL,1e-05,29714,29713,2025-06-25 11:30:00+00:00,2026-04-30 23:45:00+00:00,0,29373,28,65,87,99,4,4637,"{'0': 102, '1': 147, '2': 1339, '3': 199, '4': 0, '5': 9}",{'momentum': 1},"{'joint': {'candidates': 4, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 28, 'skipped_in_position': 3, 'invalid_initial': 0}}",0
binance_um:OLUSDT:30m,OLUSDT,30m,OL,1e-05,14857,14856,2025-06-25 11:30:00+00:00,2026-04-30 23:30:00+00:00,0,14516,20,40,40,46,5,2228,"{'0': 47, '1': 59, '2': 582, '3': 102, '4': 0, '5': 3}",{},"{'joint': {'candidates': 5, 'skipped_in_position': 1, 'invalid_initial': 0}, 'v9_long': {'candidates': 20, 'skipped_in_position': 1, 'invalid_initial': 0}}",0
binance_um:OLUSDT:1h,OLUSDT,1h,OL,1e-05,7429,7428,2025-06-25 11:00:00+00:00,2026-04-30 23:00:00+00:00,0,7088,8,15,27,30,3,1081,"{'0': 10, '1': 40, '2': 259, '3': 41, '4': 0, '5': 0}",{'gate': 1},"{'joint': {'candidates': 3, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 8, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:OLUSDT:4h,OLUSDT,4h,OL,1e-05,1858,1857,2025-06-25 08:00:00+00:00,2026-04-30 20:00:00+00:00,0,1517,1,2,2,3,0,236,"{'0': 0, '1': 3, '2': 94, '3': 15, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 1, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:OLUSDT:1d,OLUSDT,1d,OL,1e-05,310,309,2025-06-25 00:00:00+00:00,2026-04-30 00:00:00+00:00,0,0,0,0,1,1,0,4,"{'0': 0, '1': 1, '2': 1, '3': 0, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:OGUSDT:5m,OGUSDT,5m,OG,0.001,101844,101843,2025-05-12 09:00:00+00:00,2026-04-30 23:55:00+00:00,0,101503,165,312,376,395,34,1477,"{'0': 380, '1': 579, '2': 5487, '3': 636, '4': 0, '5': 32}",{'gate': 3},"{'joint': {'candidates': 34, 'skipped_in_position': 2, 'invalid_initial': 0}, 'v9_long': {'candidates': 165, 'skipped_in_position': 26, 'invalid_initial': 0}}",0
binance_um:OGUSDT:15m,OGUSDT,15m,OG,0.001,33948,33947,2025-05-12 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,33607,47,76,144,146,12,249,"{'0': 184, '1': 223, '2': 2151, '3': 227, '4': 0, '5': 13}",{},"{'joint': {'candidates': 12, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 47, 'skipped_in_position': 7, 'invalid_initial': 0}}",0
binance_um:OGUSDT:30m,OGUSDT,30m,OG,0.001,16974,16973,2025-05-12 09:00:00+00:00,2026-04-30 23:30:00+00:00,0,16633,16,28,62,54,2,78,"{'0': 57, '1': 71, '2': 1216, '3': 125, '4': 0, '5': 2}",{},"{'joint': {'candidates': 2, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 16, 'skipped_in_position': 1, 'invalid_initial': 0}}",0
binance_um:OGUSDT:1h,OGUSDT,1h,OG,0.001,8487,8486,2025-05-12 09:00:00+00:00,2026-04-30 23:00:00+00:00,0,8146,4,7,21,22,0,27,"{'0': 11, '1': 26, '2': 456, '3': 68, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 4, 'skipped_in_position': 0, 'invalid_initial': 0}}",0
binance_um:OGUSDT:4h,OGUSDT,4h,OG,0.001,2122,2121,2025-05-12 08:00:00+00:00,2026-04-30 20:00:00+00:00,0,1781,0,1,2,2,0,4,"{'0': 2, '1': 2, '2': 48, '3': 6, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:OGUSDT:1d,OGUSDT,1d,OG,0.001,354,353,2025-05-12 00:00:00+00:00,2026-04-30 00:00:00+00:00,0,13,0,0,0,0,0,0,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:OGNUSDT:5m,OGNUSDT,5m,OGN,1e-05,173724,172224,2024-09-04 19:00:00+00:00,2026-04-30 23:55:00+00:00,0,172224,170,364,142,142,7,29641,"{'0': 89, '1': 184, '2': 1860, '3': 183, '4': 0, '5': 3}",{'parent_not_recovered': 2},"{'joint': {'candidates': 7, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 170, 'skipped_in_position': 22, 'invalid_initial': 0}}",0
binance_um:OGNUSDT:15m,OGNUSDT,15m,OGN,1e-05,58908,57408,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,57408,44,96,80,77,5,5363,"{'0': 49, '1': 112, '2': 1027, '3': 134, '4': 0, '5': 3}",{'momentum': 1},"{'joint': {'candidates': 5, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 44, 'skipped_in_position': 2, 'invalid_initial': 0}}",0
binance_um:OGNUSDT:30m,OGNUSDT,30m,OGN,1e-05,30204,28704,2024-08-09 18:00:00+00:00,2026-04-30 23:30:00+00:00,0,28704,31,57,64,61,6,1917,"{'0': 41, '1': 80, '2': 751, '3': 65, '4': 0, '5': 0}",{},"{'joint': {'candidates': 6, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 31, 'skipped_in_position': 5, 'invalid_initial': 0}}",0
binance_um:OGNUSDT:1h,OGNUSDT,1h,OGN,1e-05,15852,14352,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,14352,11,25,37,35,0,600,"{'0': 32, '1': 49, '2': 581, '3': 117, '4': 0, '5': 1}",{'parent_not_recovered': 1},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 11, 'skipped_in_position': 2, 'invalid_initial': 0}}",0
binance_um:OGNUSDT:4h,OGNUSDT,4h,OGN,1e-05,5088,3588,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,3588,4,11,11,11,0,71,"{'0': 5, '1': 14, '2': 269, '3': 21, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 4, 'skipped_in_position': 0, 'invalid_initial': 0}}",0
binance_um:OGNUSDT:1d,OGNUSDT,1d,OGN,1e-05,1851,598,2021-04-01 00:00:00+00:00,2026-04-30 00:00:00+00:00,2,598,0,1,3,4,0,8,"{'0': 2, '1': 8, '2': 66, '3': 18, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:OMGUSDT:5m,OMGUSDT,5m,OMG,0.0001,173724,172224,2024-09-04 19:00:00+00:00,2026-04-30 23:55:00+00:00,0,172224,53,103,104,105,6,262828,"{'0': 125, '1': 151, '2': 1913, '3': 155, '4': 0, '5': 2}",{'momentum': 1},"{'joint': {'candidates': 6, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 53, 'skipped_in_position': 9, 'invalid_initial': 0}}",0
binance_um:OMGUSDT:15m,OMGUSDT,15m,OMG,0.0001,58908,57408,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,57408,18,35,50,54,6,87492,"{'0': 110, '1': 81, '2': 751, '3': 106, '4': 0, '5': 3}",{},"{'joint': {'candidates': 6, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 18, 'skipped_in_position': 0, 'invalid_initial': 0}}",0
binance_um:OMGUSDT:30m,OMGUSDT,30m,OMG,0.0001,30204,28704,2024-08-09 18:00:00+00:00,2026-04-30 23:30:00+00:00,0,28704,8,14,25,28,1,43678,"{'0': 41, '1': 44, '2': 440, '3': 75, '4': 0, '5': 1}",{},"{'joint': {'candidates': 1, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 8, 'skipped_in_position': 2, 'invalid_initial': 0}}",0
binance_um:OMGUSDT:1h,OMGUSDT,1h,OMG,0.0001,15852,14352,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,14352,1,7,11,10,0,21807,"{'0': 11, '1': 29, '2': 344, '3': 64, '4': 0, '5': 1}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 1, 'skipped_in_position': 0, 'invalid_initial': 0}}",0
binance_um:OMGUSDT:4h,OMGUSDT,4h,OMG,0.0001,5088,3588,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,3588,0,1,2,2,0,5421,"{'0': 7, '1': 14, '2': 79, '3': 17, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",0
binance_um:OMGUSDT:1d,OMGUSDT,1d,OMG,0.0001,2093,598,2020-08-02 00:00:00+00:00,2026-04-30 00:00:00+00:00,2,598,0,0,0,0,0,868,"{'0': 0, '1': 1, '2': 3, '3': 2, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",0
binance_um:OMNIUSDT:5m,OMNIUSDT,5m,OMNI,0.001,173724,172224,2024-09-04 19:00:00+00:00,2026-04-30 23:55:00+00:00,0,172224,143,283,358,343,24,128591,"{'0': 386, '1': 474, '2': 6258, '3': 371, '4': 0, '5': 21}","{'gate': 1, 'momentum': 1}","{'joint': {'candidates': 24, 'skipped_in_position': 1, 'invalid_initial': 0}, 'v9_long': {'candidates': 143, 'skipped_in_position': 25, 'invalid_initial': 0}}",0
binance_um:OMNIUSDT:15m,OMNIUSDT,15m,OMNI,0.001,58908,57408,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,57408,32,83,102,102,7,42568,"{'0': 99, '1': 146, '2': 2192, '3': 194, '4': 0, '5': 1}",{},"{'joint': {'candidates': 7, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 32, 'skipped_in_position': 3, 'invalid_initial': 0}}",0
binance_um:OMNIUSDT:30m,OMNIUSDT,30m,OMNI,0.001,30204,28704,2024-08-09 18:00:00+00:00,2026-04-30 23:30:00+00:00,0,28704,19,44,76,79,2,21210,"{'0': 75, '1': 118, '2': 1363, '3': 106, '4': 0, '5': 1}",{},"{'joint': {'candidates': 2, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 19, 'skipped_in_position': 1, 'invalid_initial': 0}}",0
binance_um:OMNIUSDT:1h,OMNIUSDT,1h,OMNI,0.001,15852,14352,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,14352,6,19,37,39,2,10559,"{'0': 30, '1': 57, '2': 671, '3': 38, '4': 0, '5': 0}",{},"{'joint': {'candidates': 2, 'skipped_in_position': 1, 'invalid_initial': 0}, 'v9_long': {'candidates': 6, 'skipped_in_position': 1, 'invalid_initial': 0}}",0
binance_um:OMNIUSDT:4h,OMNIUSDT,4h,OMNI,0.001,4461,3588,2024-04-17 12:00:00+00:00,2026-04-30 20:00:00+00:00,0,3588,3,5,8,7,0,2606,"{'0': 2, '1': 11, '2': 97, '3': 25, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 3, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:OMNIUSDT:1d,OMNIUSDT,1d,OMNI,0.001,744,598,2024-04-17 00:00:00+00:00,2026-04-30 00:00:00+00:00,0,403,0,0,1,1,0,400,"{'0': 0, '1': 1, '2': 4, '3': 2, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:OPGUSDT:5m,OPGUSDT,5m,OPG,0.0001,2406,2405,2026-04-22 15:30:00+00:00,2026-04-30 23:55:00+00:00,0,2065,4,5,7,6,2,20,"{'0': 5, '1': 9, '2': 145, '3': 9, '4': 0, '5': 0}",{},"{'joint': {'candidates': 2, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 4, 'skipped_in_position': 2, 'invalid_initial': 0}}",0
binance_um:OPGUSDT:15m,OPGUSDT,15m,OPG,0.0001,802,801,2026-04-22 15:30:00+00:00,2026-04-30 23:45:00+00:00,0,461,0,0,1,1,0,0,"{'0': 0, '1': 1, '2': 9, '3': 1, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",0
binance_um:OPGUSDT:30m,OPGUSDT,30m,OPG,0.0001,401,400,2026-04-22 15:30:00+00:00,2026-04-30 23:30:00+00:00,0,60,0,0,0,0,0,0,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",0
binance_um:OPGUSDT:1h,OPGUSDT,1h,OPG,0.0001,201,200,2026-04-22 15:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,0,0,0,0,0,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
