stream_key,symbol,timeframe,asset,tick,bars,bars_in_window,first_bar,last_bar,gaps,ready_in_window,v9_long_in_window,v9_any_in_window,breaks_in_window,lines_born_in_window,joint_in_window,pivot_ties,store_codes,pair_refusals,serial,partial_buckets
binance_um:NEARUSDT:15m,NEARUSDT,15m,NEAR,0.001,58908,57408,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,57408,59,125,174,163,4,935,"{'0': 180, '1': 237, '2': 3141, '3': 218, '4': 0, '5': 4}",{},"{'joint': {'candidates': 4, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 59, 'skipped_in_position': 6, 'invalid_initial': 0}}",0
binance_um:NEARUSDT:30m,NEARUSDT,30m,NEAR,0.001,30204,28704,2024-08-09 18:00:00+00:00,2026-04-30 23:30:00+00:00,0,28704,37,65,89,80,10,279,"{'0': 103, '1': 123, '2': 1523, '3': 111, '4': 0, '5': 2}",{},"{'joint': {'candidates': 10, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 37, 'skipped_in_position': 11, 'invalid_initial': 0}}",0
binance_um:NEARUSDT:1h,NEARUSDT,1h,NEAR,0.001,15852,14352,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,14352,25,45,41,39,3,92,"{'0': 41, '1': 69, '2': 914, '3': 77, '4': 0, '5': 1}",{},"{'joint': {'candidates': 3, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 25, 'skipped_in_position': 5, 'invalid_initial': 0}}",0
binance_um:NEARUSDT:4h,NEARUSDT,4h,NEAR,0.001,5088,3588,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,3588,8,14,7,5,0,8,"{'0': 2, '1': 10, '2': 185, '3': 25, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 8, 'skipped_in_position': 2, 'invalid_initial': 0}}",0
binance_um:NEARUSDT:1d,NEARUSDT,1d,NEAR,0.001,2019,598,2020-10-15 00:00:00+00:00,2026-04-30 00:00:00+00:00,2,598,0,2,3,3,0,6,"{'0': 4, '1': 4, '2': 24, '3': 5, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:NEIROUSDT:5m,NEIROUSDT,5m,NEIRO,1e-08,170358,170357,2024-09-16 11:30:00+00:00,2026-04-30 23:55:00+00:00,0,170017,220,436,591,555,36,2922,"{'0': 568, '1': 796, '2': 8525, '3': 754, '4': 0, '5': 18}",{'momentum': 4},"{'joint': {'candidates': 36, 'skipped_in_position': 1, 'invalid_initial': 0}, 'v9_long': {'candidates': 220, 'skipped_in_position': 30, 'invalid_initial': 0}}",0
binance_um:NEIROUSDT:15m,NEIROUSDT,15m,NEIRO,1e-08,56786,56785,2024-09-16 11:30:00+00:00,2026-04-30 23:45:00+00:00,0,56445,60,130,198,187,12,481,"{'0': 178, '1': 263, '2': 3061, '3': 323, '4': 0, '5': 1}",{},"{'joint': {'candidates': 12, 'skipped_in_position': 2, 'invalid_initial': 0}, 'v9_long': {'candidates': 60, 'skipped_in_position': 11, 'invalid_initial': 0}}",0
binance_um:NEIROUSDT:30m,NEIROUSDT,30m,NEIRO,1e-08,28393,28392,2024-09-16 11:30:00+00:00,2026-04-30 23:30:00+00:00,0,28052,35,68,97,96,9,134,"{'0': 89, '1': 129, '2': 1809, '3': 182, '4': 0, '5': 2}",{},"{'joint': {'candidates': 9, 'skipped_in_position': 1, 'invalid_initial': 0}, 'v9_long': {'candidates': 35, 'skipped_in_position': 11, 'invalid_initial': 0}}",0
binance_um:NEIROUSDT:1h,NEIROUSDT,1h,NEIRO,1e-08,14197,14196,2024-09-16 11:00:00+00:00,2026-04-30 23:00:00+00:00,0,13856,15,28,52,46,3,60,"{'0': 36, '1': 70, '2': 934, '3': 63, '4': 0, '5': 2}",{'parent_not_recovered': 1},"{'joint': {'candidates': 3, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 15, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:NEIROUSDT:4h,NEIROUSDT,4h,NEIRO,1e-08,3550,3549,2024-09-16 08:00:00+00:00,2026-04-30 20:00:00+00:00,0,3209,3,11,16,16,1,5,"{'0': 1, '1': 25, '2': 199, '3': 35, '4': 0, '5': 0}",{},"{'joint': {'candidates': 1, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 3, 'skipped_in_position': 1, 'invalid_initial': 0}}",1
binance_um:NEIROUSDT:1d,NEIROUSDT,1d,NEIRO,1e-08,592,591,2024-09-16 00:00:00+00:00,2026-04-30 00:00:00+00:00,0,251,0,0,0,0,0,0,"{'0': 0, '1': 0, '2': 3, '3': 1, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:NEIROETHUSDT:5m,NEIROETHUSDT,5m,NEIROETH,1e-05,173208,172224,2024-09-06 14:00:00+00:00,2026-04-30 23:55:00+00:00,0,172224,149,305,412,399,30,125819,"{'0': 383, '1': 560, '2': 5951, '3': 563, '4': 0, '5': 17}","{'momentum': 1, 'gate': 1}","{'joint': {'candidates': 30, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 149, 'skipped_in_position': 24, 'invalid_initial': 0}}",0
binance_um:NEIROETHUSDT:15m,NEIROETHUSDT,15m,NEIROETH,1e-05,57736,57408,2024-09-06 14:00:00+00:00,2026-04-30 23:45:00+00:00,0,57395,47,84,131,125,6,41738,"{'0': 141, '1': 167, '2': 2248, '3': 335, '4': 0, '5': 8}",{},"{'joint': {'candidates': 6, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 47, 'skipped_in_position': 4, 'invalid_initial': 0}}",0
binance_um:NEIROETHUSDT:30m,NEIROETHUSDT,30m,NEIROETH,1e-05,28868,28704,2024-09-06 14:00:00+00:00,2026-04-30 23:30:00+00:00,0,28527,16,36,73,72,6,20822,"{'0': 74, '1': 99, '2': 1145, '3': 217, '4': 0, '5': 5}",{},"{'joint': {'candidates': 6, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 16, 'skipped_in_position': 2, 'invalid_initial': 0}}",0
binance_um:NEIROETHUSDT:1h,NEIROETHUSDT,1h,NEIROETH,1e-05,14434,14352,2024-09-06 14:00:00+00:00,2026-04-30 23:00:00+00:00,0,14093,10,16,37,31,1,10373,"{'0': 16, '1': 43, '2': 532, '3': 67, '4': 0, '5': 0}",{},"{'joint': {'candidates': 1, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 10, 'skipped_in_position': 0, 'invalid_initial': 0}}",0
binance_um:NEIROETHUSDT:4h,NEIROETHUSDT,4h,NEIROETH,1e-05,3609,3588,2024-09-06 12:00:00+00:00,2026-04-30 20:00:00+00:00,0,3268,2,3,7,8,0,2558,"{'0': 1, '1': 9, '2': 53, '3': 18, '4': 0, '5': 0}",{'gate': 1},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 2, 'skipped_in_position': 1, 'invalid_initial': 0}}",1
binance_um:NEIROETHUSDT:1d,NEIROETHUSDT,1d,NEIROETH,1e-05,602,598,2024-09-06 00:00:00+00:00,2026-04-30 00:00:00+00:00,0,261,0,0,0,0,0,392,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:NEOUSDT:5m,NEOUSDT,5m,NEO,0.001,173724,172224,2024-09-04 19:00:00+00:00,2026-04-30 23:55:00+00:00,0,172224,216,429,470,446,23,2696,"{'0': 457, '1': 631, '2': 8761, '3': 461, '4': 0, '5': 24}",{'momentum': 5},"{'joint': {'candidates': 23, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 216, 'skipped_in_position': 24, 'invalid_initial': 0}}",0
binance_um:NEOUSDT:15m,NEOUSDT,15m,NEO,0.001,58908,57408,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,57408,63,133,181,171,8,551,"{'0': 256, '1': 251, '2': 3470, '3': 203, '4': 0, '5': 10}",{'momentum': 1},"{'joint': {'candidates': 8, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 63, 'skipped_in_position': 8, 'invalid_initial': 0}}",0
binance_um:NEOUSDT:30m,NEOUSDT,30m,NEO,0.001,30204,28704,2024-08-09 18:00:00+00:00,2026-04-30 23:30:00+00:00,0,28704,38,82,112,98,7,193,"{'0': 98, '1': 168, '2': 1862, '3': 139, '4': 0, '5': 2}",{},"{'joint': {'candidates': 7, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 38, 'skipped_in_position': 7, 'invalid_initial': 0}}",0
binance_um:NEOUSDT:1h,NEOUSDT,1h,NEO,0.001,15852,14352,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,14352,17,33,65,60,5,61,"{'0': 69, '1': 96, '2': 984, '3': 83, '4': 0, '5': 4}",{},"{'joint': {'candidates': 5, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 17, 'skipped_in_position': 2, 'invalid_initial': 0}}",0
binance_um:NEOUSDT:4h,NEOUSDT,4h,NEO,0.001,5088,3588,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,3588,13,20,15,16,4,12,"{'0': 18, '1': 33, '2': 331, '3': 38, '4': 0, '5': 0}",{},"{'joint': {'candidates': 4, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 13, 'skipped_in_position': 3, 'invalid_initial': 0}}",0
binance_um:NEOUSDT:1d,NEOUSDT,1d,NEO,0.001,2098,598,2020-08-02 00:00:00+00:00,2026-04-30 00:00:00+00:00,0,598,0,0,0,0,0,0,"{'0': 1, '1': 6, '2': 40, '3': 6, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",0
binance_um:NILUSDT:5m,NILUSDT,5m,NIL,1e-05,115908,115907,2025-03-24 13:00:00+00:00,2026-04-30 23:55:00+00:00,0,115567,140,311,366,345,31,1938,"{'0': 283, '1': 496, '2': 5349, '3': 407, '4': 0, '5': 12}","{'momentum': 1, 'gate': 1}","{'joint': {'candidates': 31, 'skipped_in_position': 2, 'invalid_initial': 0}, 'v9_long': {'candidates': 140, 'skipped_in_position': 26, 'invalid_initial': 0}}",0
binance_um:NILUSDT:15m,NILUSDT,15m,NIL,1e-05,38636,38635,2025-03-24 13:00:00+00:00,2026-04-30 23:45:00+00:00,0,38295,43,94,109,111,9,411,"{'0': 114, '1': 156, '2': 1855, '3': 235, '4': 0, '5': 2}",{},"{'joint': {'candidates': 9, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 43, 'skipped_in_position': 4, 'invalid_initial': 0}}",0
binance_um:NILUSDT:30m,NILUSDT,30m,NIL,1e-05,19318,19317,2025-03-24 13:00:00+00:00,2026-04-30 23:30:00+00:00,0,18977,33,54,82,71,11,124,"{'0': 39, '1': 103, '2': 1020, '3': 105, '4': 0, '5': 3}",{'momentum': 1},"{'joint': {'candidates': 11, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 33, 'skipped_in_position': 5, 'invalid_initial': 0}}",0
binance_um:NILUSDT:1h,NILUSDT,1h,NIL,1e-05,9659,9658,2025-03-24 13:00:00+00:00,2026-04-30 23:00:00+00:00,0,9318,13,22,31,30,2,41,"{'0': 26, '1': 39, '2': 415, '3': 93, '4': 0, '5': 2}",{'gate': 1},"{'joint': {'candidates': 2, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 13, 'skipped_in_position': 1, 'invalid_initial': 0}}",0
binance_um:NILUSDT:4h,NILUSDT,4h,NIL,1e-05,2415,2414,2025-03-24 12:00:00+00:00,2026-04-30 20:00:00+00:00,0,2074,0,6,15,11,0,2,"{'0': 20, '1': 18, '2': 156, '3': 31, '4': 0, '5': 2}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:NILUSDT:1d,NILUSDT,1d,NIL,1e-05,403,402,2025-03-24 00:00:00+00:00,2026-04-30 00:00:00+00:00,0,62,0,0,0,0,0,0,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:NFPUSDT:5m,NFPUSDT,5m,NFP,1e-06,173724,172224,2024-09-04 19:00:00+00:00,2026-04-30 23:55:00+00:00,0,172224,191,409,357,360,19,5479,"{'0': 341, '1': 479, '2': 6918, '3': 459, '4': 0, '5': 10}","{'momentum': 1, 'gate': 1}","{'joint': {'candidates': 19, 'skipped_in_position': 2, 'invalid_initial': 0}, 'v9_long': {'candidates': 191, 'skipped_in_position': 30, 'invalid_initial': 0}}",0
binance_um:NFPUSDT:15m,NFPUSDT,15m,NFP,1e-06,58908,57408,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,57408,57,118,158,161,8,1045,"{'0': 225, '1': 227, '2': 2932, '3': 270, '4': 0, '5': 9}",{'momentum': 1},"{'joint': {'candidates': 8, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 57, 'skipped_in_position': 3, 'invalid_initial': 0}}",0
binance_um:NFPUSDT:30m,NFPUSDT,30m,NFP,1e-06,30204,28704,2024-08-09 18:00:00+00:00,2026-04-30 23:30:00+00:00,0,28704,31,65,102,98,6,355,"{'0': 104, '1': 154, '2': 1613, '3': 213, '4': 0, '5': 3}",{'momentum': 1},"{'joint': {'candidates': 6, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 31, 'skipped_in_position': 2, 'invalid_initial': 0}}",0
binance_um:NFPUSDT:1h,NFPUSDT,1h,NFP,1e-06,15852,14352,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,14352,20,38,59,61,4,124,"{'0': 79, '1': 109, '2': 1164, '3': 112, '4': 0, '5': 7}",{},"{'joint': {'candidates': 4, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 20, 'skipped_in_position': 3, 'invalid_initial': 0}}",0
binance_um:NFPUSDT:4h,NFPUSDT,4h,NFP,1e-06,5088,3588,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,3588,9,13,23,19,3,16,"{'0': 13, '1': 31, '2': 264, '3': 35, '4': 0, '5': 0}",{},"{'joint': {'candidates': 3, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 9, 'skipped_in_position': 1, 'invalid_initial': 0}}",0
binance_um:NFPUSDT:1d,NFPUSDT,1d,NFP,1e-06,856,598,2023-12-27 00:00:00+00:00,2026-04-30 00:00:00+00:00,0,515,0,0,1,1,0,0,"{'0': 0, '1': 1, '2': 1, '3': 0, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:NOMUSDT:5m,NOMUSDT,5m,NOM,1e-06,60960,60959,2025-10-01 08:00:00+00:00,2026-04-30 23:55:00+00:00,0,60619,68,166,207,201,13,1193,"{'0': 193, '1': 284, '2': 2898, '3': 263, '4': 0, '5': 10}",{},"{'joint': {'candidates': 13, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 68, 'skipped_in_position': 6, 'invalid_initial': 0}}",0
binance_um:NOMUSDT:15m,NOMUSDT,15m,NOM,1e-06,20320,20319,2025-10-01 08:00:00+00:00,2026-04-30 23:45:00+00:00,0,19979,27,59,60,68,4,221,"{'0': 50, '1': 90, '2': 1180, '3': 141, '4': 0, '5': 0}",{},"{'joint': {'candidates': 4, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 27, 'skipped_in_position': 3, 'invalid_initial': 0}}",0
binance_um:NOMUSDT:30m,NOMUSDT,30m,NOM,1e-06,10160,10159,2025-10-01 08:00:00+00:00,2026-04-30 23:30:00+00:00,0,9819,13,25,29,30,1,54,"{'0': 11, '1': 39, '2': 520, '3': 66, '4': 0, '5': 2}",{},"{'joint': {'candidates': 1, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 13, 'skipped_in_position': 3, 'invalid_initial': 0}}",0
binance_um:NOMUSDT:1h,NOMUSDT,1h,NOM,1e-06,5080,5079,2025-10-01 08:00:00+00:00,2026-04-30 23:00:00+00:00,0,4739,3,7,14,12,0,24,"{'0': 5, '1': 16, '2': 180, '3': 38, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 3, 'skipped_in_position': 0, 'invalid_initial': 0}}",0
binance_um:NOMUSDT:4h,NOMUSDT,4h,NOM,1e-06,1270,1269,2025-10-01 08:00:00+00:00,2026-04-30 20:00:00+00:00,0,929,0,0,4,4,0,0,"{'0': 4, '1': 8, '2': 39, '3': 3, '4': 0, '5': 1}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",0
binance_um:NOMUSDT:1d,NOMUSDT,1d,NOM,1e-06,212,211,2025-10-01 00:00:00+00:00,2026-04-30 00:00:00+00:00,0,0,0,0,0,0,0,0,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:NKNUSDT:5m,NKNUSDT,5m,NKN,1e-05,173724,172224,2024-09-04 19:00:00+00:00,2026-04-30 23:55:00+00:00,0,172224,176,360,375,368,15,51559,"{'0': 379, '1': 502, '2': 6600, '3': 399, '4': 0, '5': 9}","{'momentum': 4, 'gate': 2}","{'joint': {'candidates': 15, 'skipped_in_position': 1, 'invalid_initial': 0}, 'v9_long': {'candidates': 176, 'skipped_in_position': 31, 'invalid_initial': 0}}",0
binance_um:NKNUSDT:15m,NKNUSDT,15m,NKN,1e-05,58908,57408,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,57408,45,91,136,137,5,16664,"{'0': 145, '1': 187, '2': 2655, '3': 187, '4': 0, '5': 3}",{'momentum': 1},"{'joint': {'candidates': 5, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 45, 'skipped_in_position': 5, 'invalid_initial': 0}}",0
binance_um:NKNUSDT:30m,NKNUSDT,30m,NKN,1e-05,30204,28704,2024-08-09 18:00:00+00:00,2026-04-30 23:30:00+00:00,0,28704,24,47,74,82,5,8240,"{'0': 84, '1': 103, '2': 1541, '3': 115, '4': 0, '5': 0}",{},"{'joint': {'candidates': 5, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 24, 'skipped_in_position': 3, 'invalid_initial': 0}}",0
binance_um:NKNUSDT:1h,NKNUSDT,1h,NKN,1e-05,15852,14352,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,14352,10,21,55,57,4,4048,"{'0': 43, '1': 84, '2': 1108, '3': 77, '4': 0, '5': 0}",{},"{'joint': {'candidates': 4, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 10, 'skipped_in_position': 1, 'invalid_initial': 0}}",0
binance_um:NKNUSDT:4h,NKNUSDT,4h,NKN,1e-05,5088,3588,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,3588,6,13,20,17,3,970,"{'0': 16, '1': 29, '2': 322, '3': 37, '4': 0, '5': 2}",{},"{'joint': {'candidates': 3, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 6, 'skipped_in_position': 1, 'invalid_initial': 0}}",0
binance_um:NKNUSDT:1d,NKNUSDT,1d,NKN,1e-05,1848,598,2021-04-09 00:00:00+00:00,2026-04-30 00:00:00+00:00,0,598,0,0,2,2,0,131,"{'0': 0, '1': 2, '2': 45, '3': 10, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:NXPCUSDT:5m,NXPCUSDT,5m,NXPC,0.0001,101010,101009,2025-05-15 06:30:00+00:00,2026-04-30 23:55:00+00:00,0,100669,160,288,313,295,26,1645,"{'0': 280, '1': 430, '2': 5345, '3': 365, '4': 0, '5': 13}","{'momentum': 2, 'gate': 1, 'parent_not_recovered': 1}","{'joint': {'candidates': 26, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 160, 'skipped_in_position': 31, 'invalid_initial': 0}}",0
binance_um:NXPCUSDT:15m,NXPCUSDT,15m,NXPC,0.0001,33670,33669,2025-05-15 06:30:00+00:00,2026-04-30 23:45:00+00:00,0,33329,39,85,106,103,8,357,"{'0': 80, '1': 130, '2': 1804, '3': 149, '4': 0, '5': 1}",{'momentum': 1},"{'joint': {'candidates': 8, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 39, 'skipped_in_position': 7, 'invalid_initial': 0}}",0
binance_um:NXPCUSDT:30m,NXPCUSDT,30m,NXPC,0.0001,16835,16834,2025-05-15 06:30:00+00:00,2026-04-30 23:30:00+00:00,0,16494,28,40,42,42,3,132,"{'0': 28, '1': 57, '2': 792, '3': 73, '4': 0, '5': 1}",{},"{'joint': {'candidates': 3, 'skipped_in_position': 1, 'invalid_initial': 0}, 'v9_long': {'candidates': 28, 'skipped_in_position': 4, 'invalid_initial': 0}}",0
binance_um:NXPCUSDT:1h,NXPCUSDT,1h,NXPC,0.0001,8418,8417,2025-05-15 06:00:00+00:00,2026-04-30 23:00:00+00:00,0,8077,15,26,27,28,1,41,"{'0': 16, '1': 39, '2': 415, '3': 92, '4': 0, '5': 0}",{'momentum': 1},"{'joint': {'candidates': 1, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 15, 'skipped_in_position': 2, 'invalid_initial': 0}}",1
binance_um:NXPCUSDT:4h,NXPCUSDT,4h,NXPC,0.0001,2105,2104,2025-05-15 04:00:00+00:00,2026-04-30 20:00:00+00:00,0,1764,0,3,8,8,0,4,"{'0': 4, '1': 12, '2': 137, '3': 13, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:NXPCUSDT:1d,NXPCUSDT,1d,NXPC,0.0001,351,350,2025-05-15 00:00:00+00:00,2026-04-30 00:00:00+00:00,0,10,0,0,0,0,0,0,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:OCEANUSDT:5m,OCEANUSDT,5m,OCEAN,0.0001,173724,172224,2024-09-04 19:00:00+00:00,2026-04-30 23:55:00+00:00,0,0,0,0,0,0,0,347395,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",0
binance_um:OCEANUSDT:15m,OCEANUSDT,15m,OCEAN,0.0001,58908,57408,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,0,0,0,0,0,117763,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",0
binance_um:OCEANUSDT:30m,OCEANUSDT,30m,OCEAN,0.0001,30204,28704,2024-08-09 18:00:00+00:00,2026-04-30 23:30:00+00:00,0,0,0,0,0,0,0,60355,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",0
binance_um:OCEANUSDT:1h,OCEANUSDT,1h,OCEAN,0.0001,15852,14352,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,0,0,0,0,31651,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",0
binance_um:OCEANUSDT:4h,OCEANUSDT,4h,OCEAN,0.0001,5088,3588,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,3588,0,0,0,0,0,8054,"{'0': 1, '1': 2, '2': 40, '3': 8, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",0
binance_um:OCEANUSDT:1d,OCEANUSDT,1d,OCEAN,0.0001,2000,598,2020-11-03 00:00:00+00:00,2026-04-30 00:00:00+00:00,2,598,0,0,0,0,0,1312,"{'0': 0, '1': 1, '2': 21, '3': 0, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:NMRUSDT:5m,NMRUSDT,5m,NMR,0.001,173724,172224,2024-09-04 19:00:00+00:00,2026-04-30 23:55:00+00:00,0,172224,229,453,518,509,29,1344,"{'0': 597, '1': 685, '2': 10407, '3': 656, '4': 0, '5': 17}",{'momentum': 2},"{'joint': {'candidates': 29, 'skipped_in_position': 2, 'invalid_initial': 0}, 'v9_long': {'candidates': 229, 'skipped_in_position': 38, 'invalid_initial': 0}}",0
binance_um:NMRUSDT:15m,NMRUSDT,15m,NMR,0.001,58908,57408,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,57408,74,131,212,218,19,200,"{'0': 278, '1': 312, '2': 4078, '3': 336, '4': 0, '5': 12}","{'parent_not_recovered': 1, 'gate': 1}","{'joint': {'candidates': 19, 'skipped_in_position': 1, 'invalid_initial': 0}, 'v9_long': {'candidates': 74, 'skipped_in_position': 8, 'invalid_initial': 0}}",0
