code,name,collection_status,evaluation_status,error
sh.603657,春光科技,collected,covered,
sh.603658,安图生物,collected,covered,
sh.603659,璞泰来,collected,covered,
sh.603660,苏州科达,collected,covered,
sh.603661,恒林股份,collected,covered,
sh.603662,柯力传感,collected,covered,
sh.603663,三祥新材,collected,covered,
sh.603665,康隆达,collected,covered,
sh.603666,亿嘉和,collected,covered,
sh.603667,五洲新春,collected,covered,
sh.603668,天马科技,collected,covered,
sh.603669,灵康药业,collected,covered,
sh.603676,卫信康,collected,covered,
sh.603677,奇精机械,collected,covered,
sh.603678,火炬电子,collected,covered,
sh.603679,华体科技,collected,covered,
sh.603680,今创集团,collected,covered,
sh.603681,永冠新材,collected,covered,
sh.603682,锦和商管,collected,covered,
sh.603683,晶华新材,collected,covered,
sh.603685,晨丰科技,collected,covered,
sh.603686,福龙马,collected,covered,
sh.603687,大胜达,collected,covered,
sh.603688,石英股份,collected,covered,
sh.603689,皖天然气,collected,covered,
sh.603690,至纯科技,collected,covered,
sh.603693,江苏新能,collected,covered,
sh.603696,安记食品,collected,covered,
sh.603697,有友食品,collected,covered,
sh.603698,航天工程,collected,covered,
sh.603699,纽威股份,collected,covered,
sh.603700,宁水集团,collected,covered,
sh.603701,德宏股份,collected,covered,
sh.603703,盛洋科技,collected,covered,
sh.603706,东方环宇,collected,covered,
sh.603707,健友股份,collected,covered,
sh.603708,家家悦,collected,covered,
sh.603709,中源家居,collected,covered,
sh.603711,香飘飘,collected,covered,
sh.603712,七一二,collected,covered,
sh.603713,密尔克卫,collected,covered,
sh.603716,塞力医疗,collected,covered,
sh.603717,天域生物,collected,covered,
sh.603718,*ST海利,collected,covered,
sh.603719,良品铺子,collected,covered,
sh.603721,中广天择,collected,covered,
sh.603722,阿科力,collected,covered,
sh.603725,天安新材,collected,covered,
sh.603726,朗迪集团,collected,covered,
sh.603727,博迈科,collected,covered,
sh.603728,鸣志电器,collected,covered,
sh.603729,ST龙韵,collected,covered,
sh.603730,岱美股份,collected,covered,
sh.603733,仙鹤股份,collected,covered,
sh.603737,三棵树,collected,covered,
sh.603738,泰晶科技,collected,covered,
sh.603739,蔚蓝生物,collected,covered,
sh.603755,日辰股份,collected,covered,
sh.603757,大元泵业,collected,covered,
sh.603758,秦安股份,collected,covered,
sh.603759,海天股份,collected,covered,
sh.603766,隆鑫通用,collected,covered,
sh.603767,中马传动,collected,covered,
sh.603768,常青股份,collected,covered,
sh.603773,沃格光电,collected,covered,
sh.603776,永安行,collected,covered,
sh.603777,来伊份,collected,covered,
sh.603778,国晟科技,collected,covered,
sh.603779,威龙股份,collected,covered,
sh.603786,科博达,collected,covered,
sh.603787,新日股份,collected,covered,
sh.603788,宁波高发,collected,covered,
sh.603789,ST星农,collected,covered,
sh.603790,雅运股份,collected,covered,
sh.603797,联泰环保,collected,covered,
sh.603798,康普顿,collected,covered,
sh.603799,华友钴业,collected,covered,
sh.603800,洪田股份,collected,covered,
sh.603801,志邦家居,collected,covered,
sh.603803,瑞斯康达,collected,covered,
sh.603806,福斯特,collected,covered,
sh.603808,歌力思,collected,covered,
sh.603809,豪能股份,collected,covered,
sh.603810,丰山集团,collected,covered,
sh.603811,诚意药业,collected,covered,
sh.603813,原尚股份,collected,covered,
sh.603815,交建股份,collected,covered,
sh.603816,顾家家居,collected,covered,
sh.603817,海峡环保,collected,covered,
sh.603818,曲美家居,collected,covered,
sh.603819,神力股份,collected,covered,
sh.603822,ST嘉澳,collected,covered,
sh.603823,百合花,collected,covered,
sh.603825,ST华扬,collected,covered,
sh.603826,坤彩科技,collected,covered,
sh.603828,*ST利达,collected,covered,
sh.603829,洛凯股份,collected,covered,
sh.603833,欧派家居,collected,covered,
sh.603836,海程邦达,collected,covered,
sh.603838,*ST四通,collected,covered,
sh.603839,安正时尚,collected,covered,
sh.603843,*ST正平,collected,covered,
sh.603848,好太太,collected,covered,
sh.603855,华荣股份,collected,covered,
sh.603856,东宏股份,collected,covered,
sh.603858,步长制药,collected,covered,
sh.603859,能科科技,collected,covered,
sh.603860,中公高科,collected,covered,
sh.603861,白云电器,collected,covered,
sh.603863,松炀资源,collected,covered,
sh.603866,桃李面包,collected,covered,
sh.603867,新化股份,collected,covered,
sh.603868,飞科电器,collected,covered,
sh.603869,ST智知,collected,covered,
sh.603871,嘉友国际,collected,covered,
sh.603876,鼎胜新材,collected,covered,
sh.603877,太平鸟,collected,covered,
sh.603878,武进不锈,collected,covered,
sh.603879,永悦科技,collected,covered,
sh.603880,南卫股份,collected,covered,
sh.603881,数据港,collected,covered,
sh.603882,金域医学,collected,covered,
sh.603883,老百姓,collected,covered,
sh.603885,吉祥航空,collected,covered,
sh.603886,元祖股份,collected,covered,
sh.603887,城地香江,collected,covered,
sh.603888,新华网,collected,covered,
sh.603889,新澳股份,collected,covered,
sh.603890,春秋电子,collected,covered,
sh.603893,瑞芯微,collected,covered,
sh.603895,天永智能,collected,covered,
sh.603896,寿仙谷,collected,covered,
sh.603897,长城科技,collected,covered,
sh.603898,好莱客,collected,covered,
sh.603899,晨光股份,collected,covered,
sh.603900,莱绅通灵,collected,covered,
sh.603901,永创智能,collected,covered,
sh.603903,中持股份,collected,covered,
sh.603906,龙蟠科技,collected,covered,
sh.603908,牧高笛,collected,covered,
sh.603909,建发合诚,collected,covered,
sh.603912,佳力图,collected,covered,
sh.603915,国茂股份,collected,covered,
sh.603916,苏博特,collected,covered,
sh.603917,合力科技,collected,covered,
sh.603918,金桥信息,collected,covered,
sh.603919,金徽酒,collected,covered,
sh.603920,世运电路,collected,covered,
sh.603922,ST金鸿顺,collected,covered,
sh.603926,铁流股份,collected,covered,
sh.603927,中科软,collected,covered,
sh.603928,兴业股份,collected,covered,
sh.603929,亚翔集成,collected,covered,
sh.603931,格林达,collected,covered,
sh.603933,睿能科技,collected,covered,
sh.603936,博敏电子,collected,covered,
sh.603937,丽岛新材,collected,covered,
sh.603938,三孚股份,collected,covered,
sh.603939,益丰药房,collected,covered,
sh.603948,建业股份,collected,covered,
sh.603949,雪龙集团,collected,covered,
sh.603950,长源东谷,collected,covered,
sh.603955,大千生态,collected,covered,
sh.603956,威派格,collected,covered,
sh.603958,哈森股份,collected,covered,
sh.603959,ST百利,collected,covered,
sh.603960,克来机电,collected,covered,
sh.603963,*ST大药,collected,covered,
sh.603966,法兰泰克,collected,covered,
sh.603967,中创物流,collected,covered,
sh.603968,醋化股份,collected,covered,
sh.603969,银龙股份,collected,covered,
sh.603970,中农立华,collected,covered,
sh.603976,正川股份,collected,covered,
sh.603977,国泰集团,collected,covered,
sh.603978,深圳新星,collected,covered,
sh.603979,金诚信,collected,covered,
sh.603980,吉华集团,collected,covered,
sh.603982,泉峰汽车,collected,covered,
sh.603983,丸美生物,collected,covered,
sh.603985,恒润股份,collected,covered,
sh.603986,兆易创新,collected,covered,
sh.603987,康德莱,collected,covered,
sh.603988,中电电机,collected,covered,
sh.603989,艾华集团,collected,covered,
sh.603990,麦迪科技,collected,covered,
sh.603991,领先股份,collected,covered,
sh.603992,松霖科技,collected,covered,
sh.603993,洛阳钼业,collected,covered,
sh.603995,甬金股份,collected,covered,
sh.603997,继峰股份,collected,covered,
sh.603998,方盛制药,collected,covered,
sh.603999,读者传媒,collected,covered,
sh.605001,威奥股份,collected,covered,
sh.605003,众望布艺,collected,covered,
sh.605005,合兴股份,collected,covered,
sh.605006,山东玻纤,collected,covered,
sh.605007,五洲特纸,collected,covered,
sh.605008,长鸿高科,collected,covered,
sh.605009,豪悦护理,collected,covered,
sh.605011,杭州热电,collected,covered,
sh.605016,百龙创园,collected,covered,
sh.605018,长华集团,collected,covered,
sh.605020,永和股份,collected,covered,
sh.605028,世茂能源,collected,covered,
sh.605033,美邦股份,collected,covered,
sh.605050,福然德,collected,covered,
sh.605055,迎丰股份,collected,covered,
sh.605056,咸亨国际,collected,covered,
sh.605058,澳弘电子,collected,covered,
sh.605060,联德股份,collected,covered,
sh.605066,天正电气,collected,covered,
sh.605068,明新旭腾,collected,covered,
sh.605069,正和生态,collected,covered,
sh.605077,华康股份,collected,covered,
sh.605080,浙江自然,collected,covered,
sh.605081,退市太和,collected,covered,
sh.605086,龙高股份,collected,covered,
sh.605088,冠盛股份,collected,covered,
sh.605089,味知香,collected,covered,
sh.605090,九丰能源,collected,covered,
sh.605098,行动教育,collected,covered,
sh.605099,共创草坪,collected,covered,
sh.605100,华丰股份,collected,covered,
sh.605108,同庆楼,collected,covered,
sh.605111,新洁能,collected,covered,
sh.605116,奥锐特,collected,covered,
sh.605117,德业股份,collected,covered,
sh.605118,力鼎光电,collected,covered,
sh.605122,四方新材,collected,covered,
sh.605123,派克新材,collected,covered,
sh.605128,上海沿浦,collected,covered,
sh.605133,嵘泰股份,collected,covered,
sh.605136,丽人丽妆,collected,covered,
sh.605138,盛泰集团,collected,covered,
sh.605151,西上海,collected,covered,
sh.605155,西大门,collected,covered,
sh.605158,华达新材,collected,covered,
sh.605162,新中港,collected,covered,
sh.605166,聚合顺,collected,covered,
sh.605167,利柏特,collected,covered,
sh.605168,三人行,collected,covered,
sh.605169,洪通燃气,collected,covered,
sh.605177,东亚药业,collected,covered,
sh.605178,时空科技,collected,covered,
sh.605179,一鸣食品,collected,covered,
sh.605180,华生科技,collected,covered,
sh.605183,确成股份,collected,covered,
sh.605186,健麾信息,collected,covered,
sh.605188,国光连锁,collected,covered,
sh.605189,富春染织,collected,covered,
sh.605196,华通线缆,collected,covered,
sh.605198,安德利,collected,covered,
sh.605199,ST葫芦娃,collected,covered,
sh.605208,永茂泰,collected,covered,
sh.605218,伟时电子,collected,covered,
sh.605222,起帆电缆,collected,covered,
sh.605228,神通科技,collected,covered,
sh.605255,天普股份,collected,covered,
sh.605258,协和电子,collected,covered,
sh.605259,绿田机械,collected,covered,
sh.605266,健之佳,collected,covered,
sh.605268,王力安防,collected,covered,
sh.605277,新亚电子,collected,covered,
sh.605286,同力天启,collected,covered,
sh.605287,德才股份,collected,covered,
sh.605288,凯迪股份,collected,covered,
sh.605289,罗曼股份,collected,covered,
sh.605296,神农集团,collected,covered,
sh.605298,必得科技,collected,covered,
sh.605299,舒华体育,collected,covered,
sh.605300,佳禾食品,collected,covered,
sh.605303,园林股份,collected,covered,
sh.605305,中际联合,collected,covered,
sh.605318,法狮龙,collected,covered,
sh.605319,无锡振华,collected,covered,
sh.605333,沪光股份,collected,covered,
sh.605336,*ST帅电,collected,covered,
sh.605337,李子园,collected,covered,
sh.605338,巴比食品,collected,covered,
sh.605339,南侨食品,collected,covered,
sh.605358,立昂微,collected,covered,
sh.605365,立达信,collected,covered,
sh.605366,宏柏新材,collected,covered,
sh.605368,蓝天燃气,collected,covered,
sh.605369,拱东医疗,collected,covered,
sh.605376,博迁新材,collected,covered,
sh.605377,华旺科技,collected,covered,
sh.605378,野马电池,collected,covered,
sh.605388,均瑶健康,collected,covered,
sh.605389,长龄液压,collected,covered,
sh.605398,新炬网络,collected,covered,
sh.605399,晨光新材,collected,covered,
sh.605488,福莱新材,collected,covered,
sh.605499,东鹏饮料,collected,covered,
sh.605500,森林包装,collected,covered,
sh.605507,国邦医药,collected,covered,
sh.605555,德昌股份,collected,covered,
sh.605566,福莱蒽特,collected,covered,
sh.605567,春雪食品,collected,covered,
sh.605577,龙版传媒,collected,covered,
sh.605580,恒盛能源,collected,covered,
sh.605588,冠石科技,collected,covered,
sh.605589,圣泉集团,collected,covered,
sh.605598,上海港湾,collected,covered,
sh.605599,菜百股份,collected,covered,
sz.000001,平安银行,collected,covered,
sz.000002,万科A,collected,covered,
sz.000004,国华退,collected,covered,
sz.000005,ST星源,collected,covered,
sz.000006,深振业A,collected,covered,
sz.000007,全新好,collected,covered,
sz.000008,神州高铁,collected,covered,
sz.000009,中国宝安,collected,covered,
sz.000010,*ST美丽,collected,covered,
sz.000011,深物业A,collected,covered,
sz.000012,南玻A,collected,covered,
sz.000014,沙河股份,collected,covered,
sz.000016,*ST康佳A,collected,covered,
sz.000017,深中华A,collected,covered,
sz.000019,深粮控股,collected,covered,
sz.000020,深华发A,collected,covered,
sz.000021,深科技,collected,covered,
sz.000023,*ST深天,collected,covered,
sz.000025,特力A,collected,covered,
sz.000026,飞亚达,collected,covered,
sz.000027,深圳能源,collected,covered,
sz.000028,国药一致,collected,covered,
sz.000029,深深房A,collected,covered,
sz.000030,富奥股份,collected,covered,
sz.000031,大悦城,collected,covered,
sz.000032,深桑达A,collected,covered,
sz.000034,神州数码,collected,covered,
sz.000035,中国天楹,collected,covered,
sz.000036,华联控股,collected,covered,
sz.000037,深南电A,collected,covered,
sz.000039,中集集团,collected,covered,
sz.000040,*ST旭蓝,collected,covered,
sz.000042,中洲控股,collected,covered,
sz.000045,深纺织A,collected,covered,
sz.000046,*ST泛海,collected,covered,
sz.000048,京基智农,collected,covered,
sz.000049,德赛电池,collected,covered,
sz.000050,深天马A,collected,covered,
sz.000055,方大集团,collected,covered,
sz.000056,*ST皇庭,collected,covered,
sz.000058,深赛格,collected,covered,
sz.000059,华锦股份,collected,covered,
sz.000060,中金岭南,collected,covered,
sz.000061,农产品,collected,covered,
sz.000062,深圳华强,collected,covered,
sz.000063,中兴通讯,collected,covered,
sz.000065,北方国际,collected,covered,
sz.000066,中国长城,collected,covered,
sz.000068,华控赛格,collected,covered,
sz.000069,华侨城A,collected,covered,
sz.000070,特发信息,collected,covered,
sz.000078,ST海王,collected,covered,
sz.000088,盐田港,collected,covered,
sz.000089,深圳机场,collected,covered,
sz.000090,天健集团,collected,covered,
sz.000096,广聚能源,collected,covered,
sz.000099,中信海直,collected,covered,
sz.000100,TCL科技,collected,covered,
sz.000151,中成股份,collected,covered,
sz.000153,丰原药业,collected,covered,
sz.000155,川能动力,collected,covered,
sz.000156,华数传媒,collected,covered,
sz.000157,中联重科,collected,covered,
sz.000158,常山北明,collected,covered,
sz.000159,国际实业,collected,covered,
sz.000166,申万宏源,collected,covered,
sz.000301,东方盛虹,collected,covered,
sz.000333,美的集团,collected,covered,
sz.000338,潍柴动力,collected,covered,
sz.000400,许继电气,collected,covered,
sz.000401,金隅冀东,collected,covered,
sz.000402,金融街,collected,covered,
sz.000403,派林生物,collected,covered,
sz.000404,长虹华意,collected,covered,
sz.000407,胜利股份,collected,covered,
sz.000408,藏格矿业,collected,covered,
sz.000409,云鼎科技,failed,unavailable,AShareDataError: BaoStock query wall-clock timeout
sz.000410,沈阳机床,collected,covered,
sz.000411,英特集团,collected,covered,
sz.000413,ST旭电,collected,covered,
sz.000415,渤海租赁,collected,covered,
sz.000416,*ST民控,collected,covered,
sz.000417,合百集团,collected,covered,
sz.000419,通程控股,collected,covered,
sz.000420,吉林化纤,collected,covered,
sz.000421,南京公用,collected,covered,
sz.000422,湖北宜化,collected,covered,
sz.000423,东阿阿胶,collected,covered,
sz.000425,徐工机械,collected,covered,
sz.000426,兴业银锡,collected,covered,
sz.000428,华天酒店,collected,covered,
sz.000429,粤高速A,collected,covered,
sz.000430,张家界,collected,covered,
sz.000488,ST晨鸣,collected,covered,
sz.000498,山东路桥,collected,covered,
sz.000501,武商集团,collected,covered,
sz.000503,国新健康,collected,covered,
sz.000504,南华生物,collected,covered,
sz.000505,京粮控股,collected,covered,
sz.000506,招金黄金,collected,covered,
sz.000507,珠海港,collected,covered,
sz.000509,华塑控股,collected,covered,
sz.000510,新金路,collected,covered,
sz.000513,丽珠集团,collected,covered,
sz.000514,渝开发,collected,covered,
sz.000516,国际医学,collected,covered,
sz.000517,荣安地产,collected,covered,
sz.000518,四环生物,collected,covered,
sz.000519,中兵红箭,collected,covered,
sz.000520,凤凰航运,collected,covered,
sz.000521,长虹美菱,collected,covered,
sz.000523,红棉股份,collected,covered,
sz.000524,岭南控股,collected,covered,
sz.000525,红太阳,collected,covered,
sz.000526,学大教育,collected,covered,
sz.000528,柳工,collected,covered,
sz.000529,广弘控股,collected,covered,
sz.000530,冰山冷热,collected,covered,
sz.000531,穗恒运A,collected,covered,
sz.000532,华金资本,collected,covered,
sz.000533,顺钠股份,collected,covered,
sz.000534,万泽股份,collected,covered,
sz.000536,华映科技,collected,covered,
sz.000537,绿发电力,collected,covered,
sz.000538,云南白药,collected,covered,
sz.000539,粤电力A,collected,covered,
sz.000541,佛山照明,collected,covered,
sz.000543,皖能电力,collected,covered,
sz.000544,中原环保,collected,covered,
sz.000545,金浦钛业,collected,covered,
sz.000546,金圆股份,collected,covered,
sz.000547,航天发展,collected,covered,
sz.000548,湖南投资,collected,covered,
sz.000550,江铃汽车,collected,covered,
sz.000551,创元科技,collected,covered,
sz.000552,甘肃能化,collected,covered,
sz.000553,安道麦A,collected,covered,
sz.000554,泰山石油,collected,covered,
sz.000555,神州信息,collected,covered,
sz.000557,西部创业,collected,covered,
sz.000558,天府文旅,collected,covered,
sz.000559,万向钱潮,collected,covered,
sz.000560,我爱我家,collected,covered,
sz.000561,烽火电子,collected,covered,
sz.000563,陕国投A,collected,covered,
sz.000564,供销大集,collected,covered,
sz.000565,渝三峡A,collected,covered,
sz.000566,海南海药,collected,covered,
sz.000567,海德股份,collected,covered,
sz.000568,泸州老窖,collected,covered,
sz.000570,苏常柴A,collected,covered,
sz.000571,新大洲A,collected,covered,
sz.000572,海马汽车,collected,covered,
sz.000573,粤宏远A,collected,covered,
sz.000576,甘化科工,collected,covered,
sz.000581,威孚高科,collected,covered,
sz.000582,北部湾港,collected,covered,
sz.000584,工智退,collected,covered,
sz.000586,汇源通信,collected,covered,
sz.000589,贵州轮胎,collected,covered,
sz.000590,古汉医药,collected,covered,
sz.000591,太阳能,collected,covered,
sz.000592,平潭发展,collected,covered,
sz.000593,德龙汇能,collected,covered,
sz.000595,新能股份,collected,covered,
sz.000596,古井贡酒,collected,covered,
sz.000597,东北制药,collected,covered,
sz.000598,兴蓉环境,failed,unavailable,AShareDataError: BaoStock query wall-clock timeout
sz.000599,青岛双星,collected,covered,
sz.000600,建投能源,collected,covered,
sz.000601,韶能股份,collected,covered,
sz.000603,盛达资源,collected,covered,
sz.000605,渤海股份,collected,covered,
sz.000607,华媒控股,collected,covered,
sz.000608,阳光股份,collected,covered,
sz.000609,*ST中迪,collected,covered,
sz.000610,*ST西旅,collected,covered,
sz.000612,焦作万方,collected,covered,
sz.000615,*ST美谷,collected,covered,
sz.000617,中油资本,collected,covered,
sz.000619,海螺新材,collected,covered,
sz.000620,盈新发展,collected,covered,
sz.000622,恒立退,collected,covered,
sz.000623,吉林敖东,collected,covered,
sz.000625,长安汽车,collected,covered,
sz.000626,远大控股,collected,covered,
sz.000627,*ST天茂,collected,covered,
sz.000628,高新发展,collected,covered,
sz.000629,钒钛股份,collected,covered,
sz.000630,铜陵有色,collected,covered,
sz.000631,顺发恒能,collected,covered,
sz.000632,ST三木,collected,covered,
sz.000633,合金投资,collected,covered,
sz.000635,英力特,collected,covered,
sz.000636,风华高科,collected,covered,
sz.000637,茂化实华,collected,covered,
sz.000638,*ST万方,collected,covered,
sz.000639,ST西王,collected,covered,
sz.000650,仁和药业,collected,covered,
sz.000651,格力电器,collected,covered,
sz.000652,泰达股份,collected,covered,
sz.000655,金岭矿业,collected,covered,
sz.000656,金科股份,collected,covered,
sz.000657,中钨高新,collected,covered,
sz.000659,珠海中富,collected,covered,
sz.000661,长春高新,collected,covered,
sz.000663,永安林业,collected,covered,
sz.000665,湖北广电,collected,covered,
sz.000666,经纬纺机,collected,covered,
sz.000668,荣丰控股,collected,covered,
sz.000669,ST金鸿,collected,covered,
sz.000670,盈方微,collected,covered,
sz.000672,上峰材料,collected,covered,
sz.000676,智度股份,collected,covered,
sz.000677,ST海龙,collected,covered,
sz.000678,襄阳轴承,collected,covered,
sz.000679,大连友谊,collected,covered,
sz.000680,山推股份,failed,unavailable,AShareDataError: BaoStock query wall-clock timeout
sz.000681,视觉中国,collected,covered,
sz.000682,东方电子,collected,covered,
sz.000683,博源化工,collected,covered,
sz.000685,中山公用,collected,covered,
sz.000686,东北证券,collected,covered,
sz.000688,国城矿业,collected,covered,
sz.000690,宝新能源,collected,covered,
sz.000691,亚太实业,collected,covered,
sz.000692,惠天热电,collected,covered,
sz.000695,滨海能源,collected,covered,
sz.000697,炼石航空,collected,covered,
sz.000698,ST沈化,collected,covered,
sz.000700,模塑科技,collected,covered,
sz.000701,厦门信达,collected,covered,
sz.000702,正虹科技,collected,covered,
sz.000703,恒逸石化,collected,covered,
sz.000705,浙江震元,collected,covered,
sz.000707,双环科技,collected,covered,
sz.000708,中信特钢,collected,covered,
sz.000709,河钢股份,collected,covered,
sz.000710,贝瑞基因,collected,covered,
sz.000711,京蓝科技,collected,covered,
sz.000712,锦龙股份,collected,covered,
sz.000713,国投丰乐,collected,covered,
sz.000715,中兴商业,collected,covered,
sz.000716,黑芝麻,collected,covered,
sz.000717,中南股份,collected,covered,
sz.000718,苏宁环球,collected,covered,
sz.000719,中原传媒,collected,covered,
sz.000720,新能泰山,collected,covered,
sz.000721,西安饮食,collected,covered,
sz.000722,湖南发展,collected,covered,
sz.000723,美锦能源,collected,covered,
sz.000725,京东方A,collected,covered,
sz.000726,鲁泰A,collected,covered,
sz.000727,冠捷科技,collected,covered,
sz.000728,国元证券,collected,covered,
sz.000729,燕京啤酒,collected,covered,
sz.000731,四川美丰,collected,covered,
sz.000733,振华科技,collected,covered,
sz.000735,罗牛山,collected,covered,
sz.000736,中交发展,collected,covered,
sz.000737,北方铜业,collected,covered,
sz.000738,航发控制,collected,covered,
sz.000739,普洛药业,collected,covered,
sz.000750,国海证券,collected,covered,
sz.000751,锌业股份,collected,covered,
sz.000752,*ST西发,collected,covered,
sz.000753,漳州发展,collected,covered,
sz.000755,山西高速,collected,covered,
sz.000756,新华制药,collected,covered,
sz.000757,浩物股份,collected,covered,
sz.000758,中色股份,collected,covered,
sz.000759,中百集团,collected,covered,
sz.000761,本钢板材,collected,covered,
sz.000762,西藏矿业,collected,covered,
sz.000766,通化金马,collected,covered,
sz.000767,晋控电力,collected,covered,
sz.000768,中航西飞,collected,covered,
sz.000776,广发证券,collected,covered,
sz.000777,中核科技,collected,covered,
sz.000778,新兴铸管,collected,covered,
sz.000779,甘咨询,collected,covered,
sz.000782,恒申新材,collected,covered,
sz.000783,长江证券,collected,covered,
sz.000785,居然智家,collected,covered,
sz.000786,北新建材,collected,covered,
sz.000788,北大医药,collected,covered,
sz.000789,万年青,collected,covered,
sz.000790,华神科技,collected,covered,
sz.000791,甘肃能源,collected,covered,
sz.000792,盐湖股份,collected,covered,
sz.000793,ST华闻,collected,covered,
sz.000795,英洛华,collected,covered,
sz.000796,凯撒旅业,collected,covered,
sz.000797,中国武夷,collected,covered,
sz.000798,中水渔业,collected,covered,
sz.000799,酒鬼酒,collected,covered,
sz.000800,一汽解放,collected,covered,
sz.000801,四川九洲,collected,covered,
sz.000802,北京文化,collected,covered,
sz.000803,山高环能,collected,covered,
sz.000807,云铝股份,collected,covered,
sz.000809,和展能源,collected,covered,
sz.000810,创维数字,collected,covered,
sz.000811,冰轮环境,collected,covered,
sz.000812,陕西金叶,collected,covered,
sz.000813,德展健康,collected,covered,
sz.000815,美利云,collected,covered,
sz.000816,智慧农业,collected,covered,
sz.000818,航锦科技,collected,covered,
sz.000819,岳阳兴长,collected,covered,
sz.000820,神雾节能,collected,covered,
sz.000821,ST京机,collected,covered,
sz.000822,山东海化,collected,covered,
sz.000823,超声电子,collected,covered,
sz.000825,太钢不锈,collected,covered,
sz.000826,*ST启环,collected,covered,
sz.000828,东莞控股,collected,covered,
sz.000829,天音控股,collected,covered,
sz.000830,鲁西化工,collected,covered,
sz.000831,中国稀土,collected,covered,
sz.000833,粤桂股份,collected,covered,
sz.000836,ST富通,collected,covered,
sz.000837,秦川机床,collected,covered,
sz.000838,*ST发展,collected,covered,
sz.000839,国安股份,collected,covered,
sz.000848,承德露露,collected,covered,
sz.000850,华茂股份,collected,covered,
sz.000851,*ST高鸿,collected,covered,
sz.000852,石化机械,collected,covered,
sz.000856,冀东装备,collected,covered,
sz.000858,五粮液,collected,covered,
sz.000859,国风新材,collected,covered,
sz.000860,顺鑫农业,collected,covered,
sz.000861,海印股份,collected,covered,
sz.000862,银星能源,collected,covered,
sz.000863,三湘印象,collected,covered,
sz.000868,安凯客车,collected,covered,
sz.000869,张裕A,collected,covered,
sz.000875,电投绿能,collected,covered,
sz.000876,新希望,collected,covered,
sz.000877,天山股份,collected,covered,
sz.000878,云南铜业,collected,covered,
sz.000880,潍柴重机,collected,covered,
sz.000881,中广核技,collected,covered,
sz.000882,华联股份,collected,covered,
sz.000883,湖北能源,collected,covered,
sz.000885,城发环境,collected,covered,
sz.000886,海南高速,collected,covered,
sz.000887,中鼎股份,collected,covered,
sz.000888,峨眉山A,collected,covered,
sz.000889,中嘉博创,collected,covered,
sz.000890,法尔胜,collected,covered,
sz.000892,欢瑞世纪,collected,covered,
sz.000893,亚钾国际,collected,covered,
sz.000895,双汇发展,collected,covered,
sz.000897,津滨发展,collected,covered,
sz.000898,鞍钢股份,collected,covered,
sz.000899,赣能股份,collected,covered,
sz.000900,现代投资,collected,covered,
sz.000901,航天科技,collected,covered,
sz.000902,新洋丰,collected,covered,
sz.000903,ST云动,collected,covered,
sz.000905,厦门港务,collected,covered,
sz.000906,浙商中拓,collected,covered,
sz.000908,石药景峰,collected,covered,
sz.000909,*ST数源,collected,covered,
sz.000910,大亚圣象,collected,covered,
sz.000911,*ST广糖,collected,covered,
sz.000912,泸天化,collected,covered,
sz.000913,钱江摩托,collected,covered,
sz.000915,华特达因,collected,covered,
sz.000917,电广传媒,collected,covered,
sz.000919,金陵药业,collected,covered,
sz.000920,沃顿科技,collected,covered,
sz.000921,海信家电,collected,covered,
sz.000922,佳电股份,collected,covered,
sz.000923,河钢资源,collected,covered,
sz.000925,众合科技,collected,covered,
sz.000926,福星股份,collected,covered,
sz.000927,中国铁物,collected,covered,
sz.000928,中钢国际,collected,covered,
sz.000929,兰州黄河,collected,covered,
sz.000930,中粮科技,collected,covered,
sz.000931,中关村,collected,covered,
sz.000932,华菱钢铁,collected,covered,
sz.000933,神火股份,collected,covered,
sz.000935,四川双马,collected,covered,
sz.000936,华西股份,collected,covered,
sz.000937,冀中能源,collected,covered,
sz.000938,紫光股份,collected,covered,
sz.000948,南天信息,collected,covered,
sz.000949,新乡化纤,collected,covered,
sz.000950,重药控股,collected,covered,
sz.000951,中国重汽,collected,covered,
sz.000952,广济药业,collected,covered,
sz.000953,中哲精化,collected,covered,
sz.000955,欣龙控股,collected,covered,
sz.000957,中通客车,collected,covered,
sz.000958,电投产融,collected,covered,
sz.000959,首钢股份,collected,covered,
sz.000960,锡业股份,collected,covered,
sz.000961,ST中南,collected,covered,
sz.000962,东方钽业,collected,covered,
sz.000963,华东医药,collected,covered,
sz.000965,天保基建,collected,covered,
sz.000966,长源电力,collected,covered,
sz.000967,盈峰环境,collected,covered,
sz.000968,蓝焰控股,collected,covered,
sz.000969,安泰科技,collected,covered,
sz.000970,中科三环,collected,covered,
sz.000971,*ST高升,collected,covered,
sz.000972,中基健康,collected,covered,
sz.000973,佛塑科技,collected,covered,
sz.000975,山金国际,collected,covered,
sz.000976,*ST华铁,collected,covered,
sz.000977,浪潮信息,collected,covered,
sz.000978,桂林旅游,collected,covered,
sz.000980,众泰汽车,collected,covered,
sz.000981,山子高科,collected,covered,
sz.000982,中银绒业,collected,covered,
sz.000983,山西焦煤,collected,covered,
sz.000985,大庆华科,collected,covered,
sz.000987,越秀资本,collected,covered,
sz.000988,华工科技,collected,covered,
sz.000989,九芝堂,collected,covered,
sz.000990,诚志股份,collected,covered,
sz.000993,闽东电力,collected,covered,
sz.000995,皇台酒业,collected,covered,
sz.000996,中期退,collected,covered,
sz.000997,新大陆,collected,covered,
sz.000998,隆平高科,collected,covered,
sz.000999,华润三九,collected,covered,
