period,arm,session,cash,n_candidates,n_accepted,n_natural,n_blocked,n_capacity_rejected,n_profit,n_net_be,n_other_zero,n_net_loss,n_strict_positive,n_full_initial_stop,n_tp,max_net_loss_streak,max_initial_stop_streak,max_gross_loss_streak,max_unrecovered_loss_events,max_risk,max_attempted_risk,max_effective_leverage,max_realized_drawdown,recovered_cycles,n_boundary,boundary_pnl,natural_net_r,natural_gross_r,positive_cash,negative_cash,halt_reason,halt_time,halt_risk,halt_equity,initial_balance,final_balance,residual_debt,profit,profit_rate,be_rate,loss_rate,mean_net_r,mean_gross_r,cash_pf
preholdout,olhc,all,double,233,20,20,0,213,1,12,0,7,13,6,1,2,2,2,7,128.0,128.0,8.986017685199549,0.14011046714627906,0,0,0.0,-12.169170907747436,2.2081792744616147,32.10655182977689,-172.18680779593228,,,,,1000.0,859.9197440338446,140.0802559661554,-140.0802559661554,0.05,0.6,0.35,-0.6084585453873718,0.11040896372308073,0.18646348254407544
preholdout,olhc,london,fixed1,47,43,43,4,0,5,26,0,12,31,12,5,2,2,2,12,1.0,1.0,1.2023328988652204,0.01693457594092551,4,0,0.0,-16.928858949398172,14.185586131184138,5.018480380637925,-21.94733933003613,,,,,1000.0,983.0711410506018,16.93104911380044,-16.928858949398204,0.11627906976744186,0.6046511627906976,0.27906976744186046,-0.39369439417205054,0.32989735188800323,0.22866008062170257
preholdout,olhc,london,double,47,22,22,0,25,1,15,0,6,16,6,1,2,2,2,6,64.0,64.0,9.092474176518017,0.06979007949690086,4,0,0.0,-10.10122401677348,4.383965040228017,32.112530076744406,-101.87283892765845,,,,,1000.0,930.239691149086,69.76249901531628,-69.76030885091404,0.045454545454545456,0.6818181818181818,0.2727272727272727,-0.45914654621697637,0.1992711381921826,0.3152217059499837
preholdout,olhc,lunch,fixed1,32,31,31,1,0,1,16,0,14,17,12,1,4,4,4,14,1.0,1.0,0.7070580244945818,0.025500568467997087,0,0,0.0,-25.500568467997347,-3.572213011805763,1.0097794710188737,-26.510347939016015,,,,,1000.0,974.4994315320029,25.50056846799714,-25.50056846799714,0.03225806451612903,0.5161290322580645,0.45161290322580644,-0.8225989828386241,-0.11523267780018591,0.03809001199613654
preholdout,olhc,lunch,double,32,17,17,1,14,0,11,0,6,11,5,0,2,1,2,6,32.0,64.0,8.236281405023686,0.10834847609234854,0,0,0.0,-11.189498412868506,-0.45637311898601574,0.08909465607757738,-108.43757074842608,,,,,1000.0,891.6515239076515,108.3484760923485,-108.3484760923485,0.0,0.6470588235294118,0.35294117647058826,-0.658205788992265,-0.02684547758741269,0.000821621652556898
preholdout,olhc,new_york,fixed1,29,28,28,1,0,2,17,0,9,19,9,2,2,2,2,9,1.0,1.0,0.8834145962992065,0.013588772847069497,3,0,0.0,-12.601687395165682,-1.2055670751316236,2.0048176306872847,-14.606505025853153,,,,,1000.0,987.3983126048341,13.602370908017406,-12.601687395165868,0.07142857142857142,0.6071428571428571,0.32142857142857145,-0.45006026411306005,-0.04305596696898656,0.13725512209380733
preholdout,olhc,new_york,double,29,23,23,1,5,2,15,0,6,17,6,2,1,1,1,6,32.0,64.0,9.51022493909044,0.08496088875323748,3,0,0.0,-7.0130733456463075,0.6254813119651237,17.061542791389456,-101.10676699238797,,,,,1000.0,915.9547757990015,85.04590771385006,-84.04522420099852,0.08695652173913043,0.6521739130434783,0.2608695652173913,-0.3049162324194047,0.02719483965065755,0.16874778314960825
preholdout,olhc,union,fixed1,108,102,102,6,0,8,59,0,35,67,33,8,3,3,3,35,1.0,1.0,1.2389057783009845,0.05503221917249779,1,0,0.0,-55.031114812561206,9.407806044246746,8.033077482344083,-63.0641922949053,,,,,1000.0,944.9688851874388,55.032283487259974,-55.03111481256121,0.0784313725490196,0.5784313725490197,0.3431372549019608,-0.5395207334564824,0.09223339259065437,0.1273793763151557
preholdout,olhc,union,double,108,18,18,0,90,1,10,0,7,11,6,1,2,2,2,7,128.0,128.0,9.29953248213785,0.16910086242886824,1,0,0.0,-10.679024221646703,1.2904095078712505,4.059763234585944,-173.12944343253127,,,,,1000.0,830.9303198020547,169.0708488726441,-169.06968019794533,0.05555555555555555,0.5555555555555556,0.3888888888888889,-0.5932791234248168,0.07168941710395836,0.023449294089413725
preholdout,olhc,london_new_york,fixed1,76,71,71,5,0,7,43,0,21,50,21,7,2,2,2,21,1.0,1.0,1.2144063089343742,0.03050278196028211,6,0,0.0,-29.530546344563845,12.980019056052507,7.02329801132521,-36.55384435588928,,,,,1000.0,970.4694536554359,30.533370899010833,-29.530546344564073,0.09859154929577464,0.6056338028169014,0.29577464788732394,-0.41592318795160343,0.18281716980355645,0.19213568736973813
preholdout,olhc,london_new_york,double,76,34,34,1,41,2,26,0,6,28,6,2,2,2,2,6,64.0,64.0,9.33963552214726,0.08819764097040628,6,0,0.0,-7.047695272175815,8.096731075530302,65.28555708913177,-88.37165452279953,,,,,1000.0,976.9139025663322,24.08892198811452,-23.08609743366776,0.058823529411764705,0.7647058823529411,0.17647058823529413,-0.20728515506399456,0.238139149280303,0.7387612854106784
continuous_pre,original,all,fixed1,1809,1455,1455,353,1,354,0,0,1101,354,847,0,27,13,25,1101,1.0,1.0,8.72178183993803,0.905596088495065,0,0,0.0,-905.5960884950658,4.581955470444708,729.4645507254588,-1635.060639220523,,,,,1000.0,94.403911504935,905.5960884950639,-905.596088495065,0.24329896907216494,0.0,0.756701030927835,-0.6224028099622445,0.003149110288965435,0.44613914201568333
continuous_pre,original,all,double,1809,18,18,7,1784,2,0,0,16,2,9,0,7,3,6,9,256.0,512.0,9.602408184052777,0.45789226015375795,1,0,0.0,-21.087810821443277,-9.155934972397244,250.54749458545143,-683.6591456329414,,,,,1000.0,566.88834895251,478.8232454130242,-433.11165104749,0.1111111111111111,0.0,0.8888888888888888,-1.1715450456357377,-0.5086630540220691,0.366480132952059
continuous_pre,original,london,fixed1,299,268,268,31,0,75,0,0,193,75,151,0,14,8,14,193,1.0,1.0,2.5038915633188696,0.13683171945453054,0,0,0.0,-124.93761261838003,76.52995004029293,192.68416896476344,-317.6217815831442,,,,,1000.0,875.0623873816193,124.93761261838074,-124.93761261838074,0.2798507462686567,0.0,0.7201492537313433,-0.46618512171037324,0.2855595150757199,0.6066465845143064
continuous_pre,original,london,double,299,7,7,2,290,0,0,0,7,0,5,0,7,3,7,7,64.0,128.0,9.24593506061314,0.13772926445072597,0,0,0.0,-14.79817053780836,-5.798647469458982,0.0,-137.72926445072596,,,,,1000.0,862.270735549274,137.72926445072596,-137.72926445072596,0.0,0.0,1.0,-2.1140243625440513,-0.8283782099227117,0.0
continuous_pre,original,lunch,fixed1,267,241,241,26,0,48,0,0,193,48,156,0,18,11,11,193,1.0,1.0,1.9293578947367498,0.22042191953251822,0,0,0.0,-220.42191953251833,-54.72940854558767,78.81032497816796,-299.2322445106862,,,,,1000.0,779.5780804674818,220.42191953251825,-220.42191953251825,0.1991701244813278,0.0,0.8008298755186722,-0.914613773993852,-0.22709298151696128,0.26337510887919524
continuous_pre,original,lunch,double,267,16,16,0,251,1,0,0,15,1,11,0,8,7,8,8,128.0,256.0,9.63656421124822,0.21028325468576337,1,0,0.0,-23.04872592094053,-9.371508577570735,238.46270345790958,-358.09273483687423,,,,,1000.0,880.3699686210354,234.422105682425,-119.63003137896465,0.0625,0.0,0.9375,-1.4405453700587831,-0.5857192860981709,0.6659244387254576
continuous_pre,original,new_york,fixed1,344,301,301,43,0,68,0,0,233,68,173,0,27,8,16,233,1.0,1.0,1.820346926216332,0.1602048180306268,0,0,0.0,-160.20481803062606,-5.758380829776907,155.00109148628212,-315.20590951690895,,,,,1000.0,839.7951819693732,160.20481803062683,-160.20481803062683,0.22591362126245848,0.0,0.7740863787375415,-0.5322419203675284,-0.01913083332151796,0.49174551239803843
continuous_pre,original,new_york,double,344,16,16,2,182,2,0,0,14,2,8,0,9,3,4,9,256.0,512.0,8.900543506016257,0.5430097026114751,2,0,0.0,-14.968693084080947,-1.1078488781406954,62.819202289345526,-585.2946276105474,price_risk_exceeds_cash,2025-03-07 13:33:00+00:00,512.0,477.52457467879805,1000.0,477.52457467879805,567.409152377589,-522.475425321202,0.125,0.0,0.875,-0.9355433177550592,-0.06924055488379346,0.10732919682827699
continuous_pre,original,union,fixed1,910,756,756,154,0,183,0,0,573,183,445,0,22,11,15,573,1.0,1.0,2.6357998414476387,0.4517240314293307,0,0,0.0,-451.7240314293294,33.0299011067898,413.85512213498725,-865.579153564318,,,,,1000.0,548.2759685706693,451.7240314293307,-451.7240314293307,0.24206349206349206,0.0,0.7579365079365079,-0.5975185600917056,0.04369034537935159,0.4781251032107201
continuous_pre,original,union,double,910,28,28,7,875,8,0,0,20,8,14,0,9,4,9,9,256.0,512.0,9.634031085550424,0.4674295307657603,7,0,0.0,-3.952295177144239,13.043080289937029,281.61767579239176,-705.9680224656522,,,,,1000.0,575.6496533267396,505.23951830615556,-424.35034667326045,0.2857142857142857,0.0,0.7142857142857143,-0.14115339918372283,0.4658242960691796,0.3989099602681982
continuous_pre,original,london_new_york,fixed1,643,564,564,79,0,143,0,0,421,143,321,0,18,9,14,421,1.0,1.0,2.5625025607151968,0.27788529336909007,0,0,0.0,-277.8852933690882,74.08440984051913,347.68526045104556,-625.5705538201356,,,,,1000.0,722.11470663091,277.88529336909005,-277.88529336909005,0.25354609929078015,0.0,0.7464539007092199,-0.49270442086717764,0.13135533659666512,0.5557890446215156
continuous_pre,original,london_new_york,double,643,9,9,1,366,0,0,0,9,0,7,0,9,4,9,9,256.0,512.0,9.794448573666493,0.6032834422214735,0,0,0.0,-18.23154479373126,-8.64235934047255,0.0,-603.2834422214735,price_risk_exceeds_cash,2025-03-05 07:51:00+00:00,512.0,396.7165577785266,1000.0,396.7165577785266,603.2834422214735,-603.2834422214735,0.0,0.0,1.0,-2.025727199303473,-0.9602621489413945,0.0
continuous_pre,next_bar,all,fixed1,1809,1645,1645,123,41,131,341,0,1173,469,532,131,27,6,10,1173,1.0,1.0,9.73897986701609,0.9752479931640434,0,0,0.0,-975.2479931640482,-1.9817640411149053,131.23529255485101,-1106.4832857188949,,,,,1000.0,24.752006835956585,975.2479931640447,-975.2479931640435,0.07963525835866261,0.2072948328267477,0.7130699088145896,-0.5928559228960779,-0.0012047197818327692,0.11860576137811783
continuous_pre,next_bar,all,double,1809,11,11,1,1797,0,2,0,9,2,4,0,4,1,2,9,256.0,512.0,9.565570500547382,0.4192248058615946,0,0,0.0,-9.660018165951833,-2.803041141380269,0.032364880009140506,-419.2571707416038,,,,,1000.0,580.7751941384054,419.22480586159463,-419.22480586159463,0.0,0.18181818181818182,0.8181818181818182,-0.8781834696319848,-0.2548219219436608,7.719576972742489e-05
continuous_pre,next_bar,london,fixed1,299,287,287,12,0,29,53,0,205,82,109,29,25,8,13,205,1.0,1.0,2.500799546350356,0.2116716500132758,0,0,0.0,-210.6714840558285,1.714654673792256,29.040438004855673,-239.71192206068463,,,,,1000.0,789.328515944171,210.67148405582896,-210.67148405582896,0.10104529616724739,0.18466898954703834,0.7142857142857143,-0.7340469827729216,0.005974406528892878,0.12114724105171497
continuous_pre,next_bar,london,double,299,8,8,0,291,0,1,0,7,1,4,0,6,3,5,7,64.0,128.0,9.233762736117127,0.12304949923049802,0,0,0.0,-13.362328125936363,-4.165447438009659,0.013040139616350643,-123.06253937011434,,,,,1000.0,876.950500769502,123.04949923049799,-123.04949923049799,0.0,0.125,0.875,-1.6702910157420454,-0.5206809297512074,0.00010596351808678371
continuous_pre,next_bar,lunch,fixed1,267,253,253,14,0,20,41,0,192,61,91,20,22,4,8,192,1.0,1.0,1.9293578947367498,0.18350444243802955,0,0,0.0,-183.5044424380295,-11.697061359744488,20.03573719269332,-203.54017963072283,,,,,1000.0,816.4955575619705,183.5044424380295,-183.5044424380295,0.07905138339920949,0.16205533596837945,0.758893280632411,-0.725314001731342,-0.04623344410966201,0.0984362754766336
continuous_pre,next_bar,lunch,double,267,9,9,0,258,0,1,0,8,1,4,0,6,3,6,8,128.0,256.0,9.65970127289321,0.11469053787623606,0,0,0.0,-15.444198269879786,-4.5331302236629964,0.0201538461550399,-114.71069172239106,,,,,1000.0,885.309462123764,114.69053787623602,-114.69053787623602,0.0,0.1111111111111111,0.8888888888888888,-1.7160220299866429,-0.5036811359625551,0.00017569283082882807
continuous_pre,next_bar,new_york,fixed1,344,333,333,11,0,27,80,0,226,105,97,27,22,5,5,226,1.0,1.0,1.81529802506258,0.16841552165490414,0,0,0.0,-168.4155216549038,-3.113124765353753,27.045744424995632,-195.46126607989981,,,,,1000.0,831.5844783450958,168.41552165490418,-168.41552165490418,0.08108108108108109,0.24024024024024024,0.6786786786786787,-0.5057523172819934,-0.00934872301908034,0.13836881837212694
continuous_pre,next_bar,new_york,double,344,14,14,1,185,2,3,0,9,5,7,2,2,2,2,9,256.0,512.0,8.77478890354967,0.510603491933771,0,0,0.0,-11.57009045699929,-1.947874592938863,68.03533169338255,-578.6388236271534,price_risk_exceeds_cash,2025-03-07 13:33:00+00:00,512.0,489.39650806622905,1000.0,489.39650806622905,510.60349193377095,-510.60349193377095,0.14285714285714285,0.21428571428571427,0.6428571428571429,-0.8264350326428065,-0.13913389949563307,0.11757823518807163
continuous_pre,next_bar,union,fixed1,910,859,859,51,0,75,173,0,611,246,288,75,22,9,11,611,1.0,1.0,2.6469599175700407,0.5433734696672776,0,0,0.0,-543.3734696672767,-7.299899892234376,75.12127493090833,-618.494744598186,,,,,1000.0,456.6265303327224,543.3734696672774,-543.3734696672776,0.08731082654249127,0.20139697322467986,0.7112922002328289,-0.6325651567721499,-0.008498137243579017,0.12145822674647291
continuous_pre,next_bar,union,double,910,12,12,1,897,1,2,0,9,3,5,1,4,2,3,9,256.0,512.0,8.942393654036579,0.37476553843130067,0,0,0.0,-12.36868793277012,-2.809845645390402,64.03431201596311,-438.7998504472638,,,,,1000.0,625.2344615686993,374.7655384313007,-374.7655384313007,0.08333333333333333,0.16666666666666666,0.75,-1.03072399439751,-0.2341538037825335,0.1459305693716478
continuous_pre,next_bar,london_new_york,fixed1,643,620,620,23,0,56,133,0,431,187,206,56,24,7,7,431,1.0,1.0,2.570514383188285,0.37908700571073317,0,0,0.0,-379.0870057107317,-1.398470091561485,56.086182429851306,-435.17318814058444,,,,,1000.0,620.9129942892669,379.08700571073314,-379.08700571073314,0.09032258064516129,0.21451612903225806,0.6951612903225807,-0.6114306543721479,-0.0022555969218733627,0.12888244027509443
continuous_pre,next_bar,london_new_york,double,643,12,12,0,364,1,2,0,9,3,6,1,4,2,3,9,256.0,512.0,8.773739449916,0.5104960679108408,0,0,0.0,-13.429240146252114,-4.034988683317096,64.02721273380564,-574.5232806446463,price_risk_exceeds_cash,2025-03-05 07:51:00+00:00,512.0,489.50393208915926,1000.0,489.50393208915926,510.49606791084074,-510.49606791084074,0.08333333333333333,0.16666666666666666,0.75,-1.1191033455210095,-0.3362490569430913,0.11144407005050105
continuous_pre,ohlc,all,fixed1,1809,1685,1685,119,5,101,988,0,596,1080,553,101,10,7,10,596,1.0,1.0,9.550374677213727,0.9379421521780349,1,0,0.0,-937.9420862007455,78.03836107164845,101.54552255664193,-1039.4876087573855,,,,,1000.0,62.05791379925591,937.9431493586396,-937.9420862007441,0.0599406528189911,0.5863501483679525,0.3537091988130564,-0.5566421876562287,0.04631356740157178,0.09768805486583003
continuous_pre,ohlc,all,double,1809,22,22,1,1023,1,12,0,9,13,7,1,3,2,3,9,256.0,512.0,9.17122772055895,0.5367490561144732,1,0,0.0,-16.419620915841595,-2.2337318243880073,64.10981214068147,-600.8583757462566,price_risk_exceeds_cash,2025-03-05 07:51:00+00:00,512.0,463.25143639442496,1000.0,463.25143639442496,536.7496267634697,-536.7485636055751,0.045454545454545456,0.5454545454545454,0.4090909090909091,-0.746346405265527,-0.10153326474490942,0.10669704331084359
continuous_pre,ohlc,london,fixed1,299,287,287,12,0,20,152,0,115,170,109,20,13,8,13,115,1.0,1.0,2.4995956804965127,0.20202115100637186,1,0,0.0,-201.01662890481353,11.369509824807006,20.09365611287501,-221.11028501768874,,,,,1000.0,798.9833710951863,201.01782966963208,-201.01662890481373,0.06968641114982578,0.5296167247386759,0.40069686411149824,-0.7004063724906395,0.039615016811174235,0.09087617118881433
continuous_pre,ohlc,london,double,299,12,12,0,287,1,4,0,7,5,6,1,6,4,6,7,64.0,128.0,9.421367200389268,0.12747836901930876,1,0,0.0,-14.71828211214634,-4.148579969664162,64.04268651914867,-191.52000784517975,,,,,1000.0,872.5226786739689,127.47852209084942,-127.47732132603107,0.08333333333333333,0.3333333333333333,0.5833333333333334,-1.2265235093455285,-0.3457149974720135,0.3343916243514321
continuous_pre,ohlc,lunch,fixed1,267,254,254,13,0,17,138,0,99,155,91,17,7,4,7,99,1.0,1.0,1.9293578947367498,0.16795663323965715,0,0,0.0,-167.9566332396578,4.525370541330346,17.08676972272019,-185.0434029623773,,,,,1000.0,832.0433667603429,167.9566332396571,-167.9566332396571,0.06692913385826772,0.5433070866141733,0.38976377952755903,-0.6612465875577079,0.017816419454056483,0.09233925365171891
continuous_pre,ohlc,lunch,double,267,13,13,0,254,0,6,0,7,6,5,0,5,2,5,7,128.0,128.0,9.678168378585825,0.18046865285810432,0,0,0.0,-18.079248511804376,-3.9881212000334822,0.06896004263330724,-180.52746495315853,,,,,1000.0,819.5414950894748,180.45850491052522,-180.45850491052522,0.0,0.46153846153846156,0.5384615384615384,-1.390711423984952,-0.30677855384872943,0.0003819919736379188
continuous_pre,ohlc,new_york,fixed1,344,335,335,9,0,20,212,0,103,228,98,20,5,5,5,103,1.0,1.0,1.8151839605838205,0.1514231982213815,0,0,0.0,-151.4231982213809,14.663059053016582,20.097026541148693,-171.52022476253023,,,,,1000.0,848.5768017786185,151.42319822138154,-151.42319822138154,0.05970149253731343,0.6328358208955224,0.3074626865671642,-0.4520095469294952,0.04377032553139278,0.11717001052775572
continuous_pre,ohlc,new_york,double,344,26,26,1,173,5,8,0,13,13,11,5,3,2,3,9,256.0,512.0,9.592394724189594,0.5176105102183508,1,0,0.0,-18.945719548275534,0.6473716542126247,108.15646033816802,-621.702881526212,price_risk_exceeds_cash,2025-03-07 13:33:00+00:00,512.0,486.4535788119561,1000.0,486.4535788119561,521.9713332485169,-513.546421188044,0.19230769230769232,0.3076923076923077,0.5,-0.7286815210875205,0.02489890977740864,0.1739680859652055
continuous_pre,ohlc,union,fixed1,910,863,863,47,0,56,498,0,309,548,290,56,11,9,11,309,1.0,1.0,2.627886016000522,0.5034780693399612,1,0,0.0,-503.47747313389476,35.029933733865626,56.274757471631574,-559.7522306055267,,,,,1000.0,496.5225268661047,503.4786738987136,-503.4774731338953,0.06488991888760139,0.5770567786790266,0.35805330243337197,-0.5834037927391597,0.040590884975510576,0.10053511963812073
continuous_pre,ohlc,union,double,910,16,16,1,494,1,6,0,9,7,8,1,4,2,4,9,256.0,512.0,9.268327104136285,0.544684627415358,1,0,0.0,-17.979362817070474,-5.101339140331376,64.05990978846364,-608.7439904771409,price_risk_exceeds_cash,2025-03-05 07:51:00+00:00,512.0,455.3159193113227,1000.0,455.3159193113227,544.6852814534957,-544.6840806886773,0.0625,0.375,0.5625,-1.1237101760669046,-0.318833696270711,0.10523292351231708
continuous_pre,ohlc,london_new_york,fixed1,643,622,622,21,0,40,364,0,218,398,207,40,7,7,7,218,1.0,1.0,2.561394068931864,0.35244060469273497,1,0,0.0,-352.439827126194,26.032568877823586,40.1906826540237,-392.630509780219,,,,,1000.0,647.5601728738047,352.4410278910136,-352.43982712619527,0.06430868167202572,0.5852090032154341,0.3504823151125402,-0.5666235162800547,0.041853004626726024,0.10236260721695077
continuous_pre,ohlc,london_new_york,double,643,14,14,0,362,1,4,0,9,5,8,1,4,2,4,9,256.0,512.0,9.121231311107456,0.5447155112279218,1,0,0.0,-17.979761549068936,-5.494776254103925,64.02902593881561,-608.7439904771409,price_risk_exceeds_cash,2025-03-05 07:51:00+00:00,512.0,455.2850354616747,1000.0,455.2850354616747,544.7161653031437,-544.7149645383254,0.07142857142857142,0.2857142857142857,0.6428571428571429,-1.2842686820763525,-0.3924840181502804,0.10518218978823739
continuous_pre,olhc,all,fixed1,1809,1688,1688,115,6,92,1003,0,593,1087,551,92,10,7,10,593,1.0,1.0,9.185315517976193,0.9431353159676594,1,0,0.0,-943.1352555115233,73.91529223934627,92.5489865319004,-1035.684242043422,,,,,1000.0,56.86474448847829,943.1363186694175,-943.1352555115217,0.054502369668246446,0.5941943127962085,0.351303317535545,-0.5587294167722294,0.043788680236579544,0.08936023430201055
continuous_pre,olhc,all,double,1809,21,21,1,1024,0,12,0,9,12,7,0,3,2,3,9,256.0,512.0,9.729888179165945,0.6007691418971685,1,0,0.0,-17.419935819687762,-3.505967401311098,0.0896582945266573,-600.8583757462566,price_risk_exceeds_cash,2025-03-05 07:51:00+00:00,512.0,399.23128254827014,1000.0,399.23128254827014,600.7697806096246,-600.7687174517298,0.0,0.5714285714285714,0.42857142857142855,-0.8295207533184649,-0.16695082863386182,0.00014921701709708735
continuous_pre,olhc,london,fixed1,299,287,287,12,0,19,154,0,114,171,109,19,13,8,13,114,1.0,1.0,2.4995956804965127,0.20201036519497795,1,0,0.0,-202.00584308046837,10.380295649152146,19.09466073537112,-221.10050381583972,,,,,1000.0,797.9941569195314,202.00704384528694,-202.0058430804686,0.06620209059233449,0.5365853658536586,0.397212543554007,-0.7038531117786354,0.03616827752317821,0.0863619051328601
continuous_pre,olhc,london,double,299,12,12,0,287,0,5,0,7,5,6,0,6,4,6,7,64.0,128.0,9.276351064224071,0.18998652182078268,1,0,0.0,-15.694973172444225,-5.148579969664143,0.04268651915003829,-190.02823570424573,,,,,1000.0,810.0144508149043,189.98674994991404,-189.9855491850957,0.0,0.4166666666666667,0.5833333333333334,-1.3079144310370188,-0.42904833080534527,0.00022463250785780233
continuous_pre,olhc,lunch,fixed1,267,256,256,11,0,11,145,0,100,156,92,11,7,4,7,100,1.0,1.0,1.9293578947367498,0.17531860156204482,0,0,0.0,-175.3186015620455,-2.229551386707641,11.087379362910383,-186.4059809249552,,,,,1000.0,824.6813984379552,175.31860156204482,-175.31860156204482,0.04296875,0.56640625,0.390625,-0.6848382873517402,-0.008709185104326722,0.05947974044552802
continuous_pre,olhc,lunch,double,267,13,13,0,254,0,6,0,7,6,5,0,5,2,5,7,128.0,128.0,9.678168378585825,0.18046865285810432,0,0,0.0,-18.079248511804376,-3.9881212000334822,0.06896004263330724,-180.52746495315853,,,,,1000.0,819.5414950894748,180.45850491052522,-180.45850491052522,0.0,0.46153846153846156,0.5384615384615384,-1.390711423984952,-0.30677855384872943,0.0003819919736379188
continuous_pre,olhc,new_york,fixed1,344,334,334,10,0,22,210,0,102,228,97,22,5,5,5,102,1.0,1.0,1.8151839605838205,0.14836365839065435,0,0,0.0,-148.3636583906534,17.488295875946065,22.096442320090773,-170.4601007107451,,,,,1000.0,851.6363416093457,148.36365839065434,-148.36365839065434,0.0658682634730539,0.6287425149700598,0.30538922155688625,-0.4442025700318964,0.05236016729325169,0.1296282369185407
continuous_pre,olhc,new_york,double,344,26,26,1,173,4,9,0,13,13,11,4,3,2,3,9,256.0,512.0,9.592394724189594,0.581075820559833,1,0,0.0,-19.945719548275527,-0.35262834578737534,44.156460338168245,-621.702881526212,price_risk_exceeds_cash,2025-03-07 13:33:00+00:00,512.0,422.45357881195633,1000.0,422.45357881195633,585.9713332485167,-577.5464211880437,0.15384615384615385,0.34615384615384615,0.5,-0.7671430595490587,-0.01356262868412982,0.07102502119624893
continuous_pre,olhc,union,fixed1,910,863,863,47,0,51,505,0,307,550,289,51,11,9,11,307,1.0,1.0,2.6308400223213417,0.5067943540200305,1,0,0.0,-506.79376179604174,31.11103445310229,51.27578751326001,-558.0695493093025,,,,,1000.0,493.2062382039574,506.79496256086094,-506.7937617960426,0.05909617612977984,0.5851680185399768,0.35573580533024335,-0.5872465374229916,0.03604986611019964,0.09188064028349467
continuous_pre,olhc,union,double,910,14,14,1,496,0,5,0,9,5,8,0,4,2,4,9,256.0,512.0,9.6896008999677,0.6087177589367787,1,0,0.0,-18.979779709697873,-6.496811161245628,0.026701378311372537,-608.7439904771409,price_risk_exceeds_cash,2025-03-05 07:51:00+00:00,512.0,391.28271090117045,1000.0,391.28271090117045,608.7184898636478,-608.7172890988295,0.0,0.35714285714285715,0.6428571428571429,-1.3556985506927053,-0.4640579400889734,4.386306678846008e-05
continuous_pre,olhc,london_new_york,fixed1,643,621,621,22,0,41,364,0,216,399,206,41,7,7,7,216,1.0,1.0,2.561394068931864,0.3503702815236338,1,0,0.0,-350.3695014711213,27.868591525098218,41.191103055461895,-391.5606045265848,,,,,1000.0,649.6304985288771,350.3707022359413,-350.36950147112293,0.06602254428341385,0.5861513687600645,0.34782608695652173,-0.5642020957667009,0.04487695897761388,0.10519726085637209
continuous_pre,olhc,london_new_york,double,643,13,13,0,363,0,4,0,9,4,8,0,4,3,4,9,256.0,512.0,8.64573011893115,0.6087284889273874,1,0,0.0,-18.97986353785016,-6.618012698095087,0.015971374818377626,-608.7439904771409,price_risk_exceeds_cash,2025-03-05 07:51:00+00:00,512.0,391.27198089767745,1000.0,391.27198089767745,608.729219867141,-608.7280191023226,0.0,0.3076923076923077,0.6923076923076923,-1.4599895029115508,-0.5090778998534682,2.623660367613497e-05
