bar,source,symbol,n_bars,first,last,age_hours,n_gaps,max_gap_hours,zero_vol_share,spike_bars,ohlc_bad,flagged,reasons,blacklist_candidate
15m,gate,VELODROME_USDT,3000,2026-06-03,2026-07-04 19:00,117.6,1,0.5,0.2203,0,0,True,zero_vol>0.02|stale>48.0h,True
15m,gate,VELVET_USDT,10318,2026-03-19,2026-07-04 19:00,117.6,0,0.25,0.1096,3,0,True,zero_vol>0.02|spikes>=3|stale>48.0h,True
15m,gate,VIRTUAL_USDT,9024,2026-03-30,2026-07-02 10:15,174.4,0,0.25,0.0009,0,0,True,stale>48.0h,False
15m,okx,VIRTUAL_USDT,24407,2025-10-28,2026-07-09 13:30,3.1,0,0.25,0.0024,0,0,False,,False
15m,okx,VIRTUAL_USDT_SWAP,38583,2025-06-02,2026-07-09 13:30,3.1,0,0.25,0.0,2,0,False,,False
15m,gate,VVV_USDT,9313,2026-03-29,2026-07-04 19:00,117.6,0,0.25,0.0006,0,0,True,stale>48.0h,False
15m,gate,WIF_USDT,9354,2026-03-29,2026-07-04 19:00,117.6,0,0.25,0.0011,0,0,True,stale>48.0h,False
15m,gate,WLD_USDT,9381,2026-03-29,2026-07-04 18:45,117.9,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,okx,WLD_USDT,38691,2025-06-01,2026-07-09 13:30,3.1,0,0.25,0.0,2,0,False,,False
15m,okx,WLD_USDT_SWAP,38583,2025-06-02,2026-07-09 13:30,3.1,0,0.25,0.0,2,0,False,,False
15m,gate,WLFI_USDT,9382,2026-03-29,2026-07-04 19:00,117.6,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,okx,WLFI_USDT,17699,2025-12-16,2026-06-18 15:00,505.6,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,okx,WLFI_USDT_SWAP,1499,2026-06-19,2026-07-04 18:45,117.9,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,okx,W_USDT_SWAP,1499,2026-06-19,2026-07-04 18:45,117.9,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,gate,XLM_USDT,9382,2026-03-29,2026-07-04 19:00,117.6,0,0.25,0.0006,0,0,True,stale>48.0h,False
15m,okx,XLM_USDT,38691,2025-06-01,2026-07-09 13:30,3.1,0,0.25,0.0,0,0,False,,False
15m,okx,XLM_USDT_SWAP,38583,2025-06-02,2026-07-09 13:30,3.1,0,0.25,0.0,0,0,False,,False
15m,gate,XNY_USDT,3000,2026-06-03,2026-07-04 19:00,117.6,1,0.5,0.198,0,0,True,zero_vol>0.02|stale>48.0h,True
15m,gate,XPL_USDT,9382,2026-03-29,2026-07-04 19:00,117.6,0,0.25,0.0001,0,0,True,stale>48.0h,False
15m,okx,XPL_USDT,17699,2025-12-16,2026-06-18 15:00,505.6,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,okx,XPL_USDT_SWAP,1499,2026-06-19,2026-07-04 18:45,117.9,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,gate,XRP_USDT,9381,2026-03-29,2026-07-04 18:45,117.9,0,0.25,0.0001,0,0,True,stale>48.0h,False
15m,okx,XRP_USDT,38692,2025-06-01,2026-07-09 13:30,3.1,0,0.25,0.0,0,0,False,,False
15m,okx,XRP_USDT_SWAP,38583,2025-06-02,2026-07-09 13:30,3.1,0,0.25,0.0,0,0,False,,False
15m,okx,ZAMA_USDT,9059,2026-03-16,2026-06-18 09:45,510.9,0,0.25,0.0033,0,0,True,stale>48.0h,False
15m,gate,ZBT_USDT,9089,2026-03-29,2026-07-02 07:00,177.6,0,0.25,0.0221,0,0,True,zero_vol>0.02|stale>48.0h,False
15m,gate,ZEC_USDT,9381,2026-03-29,2026-07-04 18:45,117.9,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,okx,ZEC_USDT,21799,2025-11-24,2026-07-09 13:30,3.1,0,0.25,0.0,0,0,False,,False
15m,okx,ZEC_USDT_SWAP,23562,2025-11-06,2026-07-09 13:30,3.1,0,0.25,0.0,0,0,False,,False
15m,gate,ZEREBRO_USDT,3000,2026-06-03,2026-07-04 19:00,117.6,1,0.5,0.0053,0,0,True,stale>48.0h,False
15m,gate,ZETA_USDT,3000,2026-06-03,2026-07-04 19:00,117.6,1,0.5,0.11,0,0,True,zero_vol>0.02|stale>48.0h,True
15m,okx,ZETA_USDT_SWAP,1499,2026-06-19,2026-07-04 18:45,117.9,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,okx,ZIL_USDT_SWAP,1499,2026-06-19,2026-07-04 18:45,117.9,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,gate,ZKP_USDT,3000,2026-06-03,2026-07-04 19:00,117.6,1,0.5,0.134,0,0,True,zero_vol>0.02|stale>48.0h,True
15m,okx,ZKP_USDT_SWAP,1499,2026-06-19,2026-07-04 18:45,117.9,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,okx,ZK_USDT,38689,2025-06-01,2026-07-09 13:30,3.1,0,0.25,0.0022,2,0,False,,False
15m,okx,ZK_USDT_SWAP,38583,2025-06-02,2026-07-09 13:30,3.1,0,0.25,0.0,2,0,False,,False
15m,okx,ZRO_USDT,38690,2025-06-01,2026-07-09 13:30,3.1,0,0.25,0.0018,2,0,False,,False
15m,okx,ZRO_USDT_SWAP,38583,2025-06-02,2026-07-09 13:30,3.1,0,0.25,0.0,2,0,False,,False
15m,gate,ZRX_USDT,3000,2026-06-03,2026-07-04 19:00,117.6,1,0.5,0.1947,0,0,True,zero_vol>0.02|stale>48.0h,True
15m,okx,ZRX_USDT_SWAP,1499,2026-06-19,2026-07-04 18:45,117.9,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,gate,币安人生_USDT,9244,2026-03-30,2026-07-04 19:00,117.6,0,0.25,0.0214,0,0,True,zero_vol>0.02|stale>48.0h,False
15m,gate,我踏马来了_USDT,3000,2026-06-03,2026-07-04 19:00,117.6,1,0.5,0.0987,0,0,True,zero_vol>0.02|stale>48.0h,True
1H,okx,AAVE_USDT_SWAP,9699,2025-05-30,2026-07-08 16:00,24.6,0,1.0,0.0,0,0,False,,False
1H,okx,ADA_USDT_SWAP,9699,2025-05-30,2026-07-08 16:00,24.6,0,1.0,0.0,0,0,False,,False
1H,okx,APE_USDT_SWAP,9699,2025-05-30,2026-07-08 16:00,24.6,0,1.0,0.0,3,0,True,spikes>=3,False
1H,okx,APT_USDT_SWAP,9699,2025-05-30,2026-07-08 16:00,24.6,0,1.0,0.0,0,0,False,,False
1H,okx,ARB_USDT_SWAP,9699,2025-05-30,2026-07-08 16:00,24.6,0,1.0,0.0,0,0,False,,False
1H,okx,ATOM_USDT_SWAP,9699,2025-05-30,2026-07-08 16:00,24.6,0,1.0,0.0,0,0,False,,False
1H,okx,AVAX_USDT_SWAP,9699,2025-05-30,2026-07-08 16:00,24.6,0,1.0,0.0,0,0,False,,False
1H,okx,BCH_USDT_SWAP,9699,2025-05-30,2026-07-08 16:00,24.6,0,1.0,0.0,0,0,False,,False
1H,okx,BNB_USDT_SWAP,9699,2025-05-30,2026-07-08 16:00,24.6,0,1.0,0.0,0,0,False,,False
1H,okx,BTC_USDT_SWAP,9699,2025-05-30,2026-07-08 16:00,24.6,0,1.0,0.0,0,0,False,,False
1H,okx,CFX_USDT_SWAP,9699,2025-05-30,2026-07-08 16:00,24.6,0,1.0,0.0,1,0,False,,False
1H,okx,CHZ_USDT_SWAP,9699,2025-05-30,2026-07-08 16:00,24.6,0,1.0,0.0,0,0,False,,False
1H,okx,CRV_USDT_SWAP,9699,2025-05-30,2026-07-08 16:00,24.6,0,1.0,0.0,1,0,False,,False
1H,okx,DOGE_USDT_SWAP,9699,2025-05-30,2026-07-08 16:00,24.6,0,1.0,0.0,0,0,False,,False
1H,okx,DOT_USDT_SWAP,9699,2025-05-30,2026-07-08 16:00,24.6,0,1.0,0.0,0,0,False,,False
1H,okx,EIGEN_USDT_SWAP,9699,2025-05-30,2026-07-08 16:00,24.6,0,1.0,0.0,1,0,False,,False
1H,okx,ENA_USDT_SWAP,7066,2025-09-17,2026-07-08 16:00,24.6,0,1.0,0.0,0,0,False,,False
1H,okx,ETC_USDT_SWAP,9699,2025-05-30,2026-07-08 16:00,24.6,0,1.0,0.0,1,0,False,,False
1H,okx,ETHFI_USDT_SWAP,9699,2025-05-30,2026-07-08 16:00,24.6,0,1.0,0.0,0,0,False,,False
1H,okx,ETH_USDT_SWAP,9699,2025-05-30,2026-07-08 16:00,24.6,0,1.0,0.0,0,0,False,,False
1H,okx,FIL_USDT_SWAP,9699,2025-05-30,2026-07-08 16:00,24.6,0,1.0,0.0,1,0,False,,False
1H,okx,GALA_USDT_SWAP,9699,2025-05-30,2026-07-08 16:00,24.6,0,1.0,0.0,1,0,False,,False
1H,okx,GRT_USDT_SWAP,9699,2025-05-30,2026-07-08 16:00,24.6,0,1.0,0.0,0,0,False,,False
1H,okx,HBAR_USDT_SWAP,9699,2025-05-30,2026-07-08 16:00,24.6,0,1.0,0.0,0,0,False,,False
1H,okx,HYPE_USDT_SWAP,9699,2025-05-30,2026-07-08 16:00,24.6,0,1.0,0.0,0,0,False,,False
1H,okx,ICP_USDT_SWAP,9699,2025-05-30,2026-07-08 16:00,24.6,0,1.0,0.0,0,0,False,,False
1H,okx,INJ_USDT_SWAP,9699,2025-05-30,2026-07-08 16:00,24.6,0,1.0,0.0,1,0,False,,False
1H,okx,JTO_USDT_SWAP,9699,2025-05-30,2026-07-08 16:00,24.6,0,1.0,0.0,1,0,False,,False
1H,okx,LINK_USDT_SWAP,9699,2025-05-30,2026-07-08 16:00,24.6,0,1.0,0.0,0,0,False,,False
1H,okx,LTC_USDT_SWAP,9699,2025-05-30,2026-07-08 16:00,24.6,0,1.0,0.0,0,0,False,,False
1H,okx,NEAR_USDT_SWAP,9699,2025-05-30,2026-07-08 16:00,24.6,0,1.0,0.0,0,0,False,,False
1H,okx,OKB_USDT_SWAP,7383,2025-09-04,2026-07-08 16:00,24.6,0,1.0,0.0,1,0,False,,False
1H,okx,ONDO_USDT_SWAP,9699,2025-05-30,2026-07-08 16:00,24.6,0,1.0,0.0,0,0,False,,False
1H,okx,OP_USDT_SWAP,9699,2025-05-30,2026-07-08 16:00,24.6,0,1.0,0.0,1,0,False,,False
1H,okx,ORDI_USDT_SWAP,9699,2025-05-30,2026-07-08 16:00,24.6,0,1.0,0.0,2,0,False,,False
1H,okx,PENGU_USDT_SWAP,9699,2025-05-30,2026-07-08 16:00,24.6,0,1.0,0.0,0,0,False,,False
1H,okx,PEPE_USDT_SWAP,9699,2025-05-30,2026-07-08 16:00,24.6,0,1.0,0.0,0,0,False,,False
1H,okx,PI_USDT_SWAP,9699,2025-05-30,2026-07-08 16:00,24.6,0,1.0,0.0,0,0,False,,False
1H,okx,POL_USDT_SWAP,9699,2025-05-30,2026-07-08 16:00,24.6,0,1.0,0.0,0,0,False,,False
1H,okx,SAND_USDT_SWAP,9699,2025-05-30,2026-07-08 16:00,24.6,0,1.0,0.0,1,0,False,,False
1H,okx,SHIB_USDT_SWAP,9699,2025-05-30,2026-07-08 16:00,24.6,0,1.0,0.0,0,0,False,,False
1H,okx,SOL_USDT_SWAP,9699,2025-05-30,2026-07-08 16:00,24.6,0,1.0,0.0,0,0,False,,False
1H,okx,SUI_USDT_SWAP,9699,2025-05-30,2026-07-08 16:00,24.6,0,1.0,0.0,0,0,False,,False
1H,okx,TIA_USDT_SWAP,9699,2025-05-30,2026-07-08 16:00,24.6,0,1.0,0.0,1,0,False,,False
1H,okx,TRUMP_USDT_SWAP,9699,2025-05-30,2026-07-08 16:00,24.6,0,1.0,0.0,0,0,False,,False
1H,okx,TRX_USDT_SWAP,9699,2025-05-30,2026-07-08 16:00,24.6,0,1.0,0.0,0,0,False,,False
1H,okx,UNI_USDT_SWAP,9699,2025-05-30,2026-07-08 16:00,24.6,0,1.0,0.0,0,0,False,,False
1H,okx,VIRTUAL_USDT_SWAP,9699,2025-05-30,2026-07-08 16:00,24.6,0,1.0,0.0,1,0,False,,False
1H,okx,WLD_USDT_SWAP,9699,2025-05-30,2026-07-08 16:00,24.6,0,1.0,0.0,1,0,False,,False
1H,okx,XLM_USDT_SWAP,9699,2025-05-30,2026-07-08 16:00,24.6,0,1.0,0.0,0,0,False,,False
1H,okx,XRP_USDT_SWAP,9699,2025-05-30,2026-07-08 16:00,24.6,0,1.0,0.0,0,0,False,,False
1H,okx,ZEC_USDT_SWAP,5870,2025-11-06,2026-07-08 16:00,24.6,0,1.0,0.0,0,0,False,,False
1H,okx,ZK_USDT_SWAP,9699,2025-05-30,2026-07-08 16:00,24.6,0,1.0,0.0,1,0,False,,False
1H,okx,ZRO_USDT_SWAP,9699,2025-05-30,2026-07-08 16:00,24.6,0,1.0,0.0,0,0,False,,False
30m,okx,AAVE_USDT_SWAP,19299,2025-06-01,2026-07-08 17:00,23.6,0,0.5,0.0,2,0,False,,False
30m,okx,ADA_USDT_SWAP,19299,2025-06-01,2026-07-08 17:00,23.6,0,0.5,0.0,2,0,False,,False
30m,okx,APE_USDT_SWAP,19299,2025-06-01,2026-07-08 17:00,23.6,0,0.5,0.0,4,0,True,spikes>=3,False
30m,okx,APT_USDT_SWAP,19299,2025-06-01,2026-07-08 17:00,23.6,0,0.5,0.0,1,0,False,,False
30m,okx,ARB_USDT_SWAP,19299,2025-06-01,2026-07-08 17:00,23.6,0,0.5,0.0,2,0,False,,False
30m,okx,ATOM_USDT_SWAP,19299,2025-06-01,2026-07-08 17:00,23.6,0,0.5,0.0,1,0,False,,False
30m,okx,AVAX_USDT_SWAP,19299,2025-06-01,2026-07-08 17:00,23.6,0,0.5,0.0,1,0,False,,False
30m,okx,BCH_USDT_SWAP,19299,2025-06-01,2026-07-08 17:00,23.6,0,0.5,0.0,0,0,False,,False
30m,okx,BNB_USDT_SWAP,19299,2025-06-01,2026-07-08 17:00,23.6,0,0.5,0.0,0,0,False,,False
30m,okx,BTC_USDT_SWAP,19299,2025-06-01,2026-07-08 17:00,23.6,0,0.5,0.0,0,0,False,,False
30m,okx,CFX_USDT_SWAP,19299,2025-06-01,2026-07-08 17:00,23.6,0,0.5,0.0,2,0,False,,False
30m,okx,CHZ_USDT_SWAP,19299,2025-06-01,2026-07-08 17:00,23.6,0,0.5,0.0,2,0,False,,False
30m,okx,CRV_USDT_SWAP,19299,2025-06-01,2026-07-08 17:00,23.6,0,0.5,0.0,2,0,False,,False
30m,okx,DOGE_USDT_SWAP,19299,2025-06-01,2026-07-08 17:00,23.6,0,0.5,0.0,1,0,False,,False
30m,okx,DOT_USDT_SWAP,19299,2025-06-01,2026-07-08 17:00,23.6,0,0.5,0.0,2,0,False,,False
30m,okx,EIGEN_USDT_SWAP,19299,2025-06-01,2026-07-08 17:00,23.6,0,0.5,0.0,2,0,False,,False
30m,okx,ENA_USDT_SWAP,14132,2025-09-17,2026-07-08 17:00,23.6,0,0.5,0.0,0,0,False,,False
30m,okx,ETC_USDT_SWAP,19299,2025-06-01,2026-07-08 17:00,23.6,0,0.5,0.0,1,0,False,,False
30m,okx,ETHFI_USDT_SWAP,19299,2025-06-01,2026-07-08 17:00,23.6,0,0.5,0.0,2,0,False,,False
30m,okx,ETH_USDT_SWAP,19299,2025-06-01,2026-07-08 17:00,23.6,0,0.5,0.0,0,0,False,,False
30m,okx,FIL_USDT_SWAP,19299,2025-06-01,2026-07-08 17:00,23.6,0,0.5,0.0,2,0,False,,False
30m,okx,GALA_USDT_SWAP,19299,2025-06-01,2026-07-08 17:00,23.6,0,0.5,0.0,2,0,False,,False
30m,okx,GRT_USDT_SWAP,19299,2025-06-01,2026-07-08 17:00,23.6,0,0.5,0.0,1,0,False,,False
30m,okx,HBAR_USDT_SWAP,19299,2025-06-01,2026-07-08 17:00,23.6,0,0.5,0.0,2,0,False,,False
30m,okx,HYPE_USDT_SWAP,19299,2025-06-01,2026-07-08 17:00,23.6,0,0.5,0.0,0,0,False,,False
30m,okx,ICP_USDT_SWAP,19299,2025-06-01,2026-07-08 17:00,23.6,0,0.5,0.0,2,0,False,,False
30m,okx,INJ_USDT_SWAP,19299,2025-06-01,2026-07-08 17:00,23.6,0,0.5,0.0,1,0,False,,False
30m,okx,JTO_USDT_SWAP,19299,2025-06-01,2026-07-08 17:00,23.6,0,0.5,0.0,2,0,False,,False
30m,okx,LINK_USDT_SWAP,19299,2025-06-01,2026-07-08 17:00,23.6,0,0.5,0.0,2,0,False,,False
30m,okx,LTC_USDT_SWAP,19299,2025-06-01,2026-07-08 17:00,23.6,0,0.5,0.0,1,0,False,,False
30m,okx,NEAR_USDT_SWAP,19299,2025-06-01,2026-07-08 17:00,23.6,0,0.5,0.0,0,0,False,,False
30m,okx,OKB_USDT_SWAP,14767,2025-09-04,2026-07-08 17:00,23.6,0,0.5,0.0,1,0,False,,False
30m,okx,ONDO_USDT_SWAP,19299,2025-06-01,2026-07-08 17:30,23.1,0,0.5,0.0,2,0,False,,False
30m,okx,OP_USDT_SWAP,19299,2025-06-01,2026-07-08 17:30,23.1,0,0.5,0.0,2,0,False,,False
30m,okx,ORDI_USDT_SWAP,19299,2025-06-01,2026-07-08 17:30,23.1,0,0.5,0.0,2,0,False,,False
30m,okx,PENGU_USDT_SWAP,19299,2025-06-01,2026-07-08 17:30,23.1,0,0.5,0.0,2,0,False,,False
30m,okx,PEPE_USDT_SWAP,19299,2025-06-01,2026-07-08 17:30,23.1,0,0.5,0.0,2,0,False,,False
30m,okx,PI_USDT_SWAP,19299,2025-06-01,2026-07-08 17:30,23.1,0,0.5,0.0,0,0,False,,False
30m,okx,POL_USDT_SWAP,19299,2025-06-01,2026-07-08 17:30,23.1,0,0.5,0.0,2,0,False,,False
30m,okx,SAND_USDT_SWAP,19299,2025-06-01,2026-07-08 17:30,23.1,0,0.5,0.0,2,0,False,,False
30m,okx,SHIB_USDT_SWAP,19299,2025-06-01,2026-07-08 17:30,23.1,0,0.5,0.0,1,0,False,,False
30m,okx,SOL_USDT_SWAP,19299,2025-06-01,2026-07-08 17:30,23.1,0,0.5,0.0,0,0,False,,False
30m,okx,SUI_USDT_SWAP,19299,2025-06-01,2026-07-08 17:30,23.1,0,0.5,0.0,2,0,False,,False
30m,okx,TIA_USDT_SWAP,19299,2025-06-01,2026-07-08 17:30,23.1,0,0.5,0.0,2,0,False,,False
30m,okx,TRUMP_USDT_SWAP,19299,2025-06-01,2026-07-08 17:30,23.1,0,0.5,0.0,2,0,False,,False
30m,okx,TRX_USDT_SWAP,19299,2025-06-01,2026-07-08 17:30,23.1,0,0.5,0.0,0,0,False,,False
30m,okx,UNI_USDT_SWAP,19299,2025-06-01,2026-07-08 17:30,23.1,0,0.5,0.0,2,0,False,,False
30m,okx,VIRTUAL_USDT_SWAP,19299,2025-06-01,2026-07-08 17:30,23.1,0,0.5,0.0,2,0,False,,False
30m,okx,WLD_USDT_SWAP,19299,2025-06-01,2026-07-08 17:30,23.1,0,0.5,0.0,2,0,False,,False
30m,okx,XLM_USDT_SWAP,19299,2025-06-01,2026-07-08 17:30,23.1,0,0.5,0.0,1,0,False,,False
30m,okx,XRP_USDT_SWAP,19299,2025-06-01,2026-07-08 17:30,23.1,0,0.5,0.0,0,0,False,,False
30m,okx,ZEC_USDT_SWAP,11742,2025-11-06,2026-07-08 17:30,23.1,0,0.5,0.0,0,0,False,,False
30m,okx,ZK_USDT_SWAP,19299,2025-06-01,2026-07-08 17:30,23.1,0,0.5,0.0,2,0,False,,False
30m,okx,ZRO_USDT_SWAP,19299,2025-06-01,2026-07-08 17:30,23.1,0,0.5,0.0,2,0,False,,False
5m,gate,AAVE_USDT,10439,2026-05-29,2026-07-04 19:00,117.6,1,0.17,0.0061,0,0,True,stale>48.0h,False
5m,okx,AAVE_USDT,52327,2025-12-18,2026-06-18 14:25,506.2,0,0.08,0.002,0,0,True,stale>48.0h,False
5m,gate,ACT_USDT,10439,2026-05-29,2026-07-04 19:00,117.6,1,0.17,0.1559,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,okx,ACT_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,117.7,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,gate,ADA_USDT,10438,2026-05-29,2026-07-04 18:55,117.7,1,0.17,0.0,0,0,True,stale>48.0h,False
5m,okx,ADA_USDT,52327,2025-12-18,2026-06-18 13:25,507.2,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,okx,ADA_USDT_SWAP,57699,2025-12-20,2026-07-08 18:10,22.5,0,0.08,0.0,0,0,False,,False
5m,gate,AERO_USDT,1800,2026-06-28,2026-07-04 19:00,117.6,1,0.17,0.0472,0,0,True,zero_vol>0.02|stale>48.0h,False
5m,okx,AERO_USDT_SWAP,899,2026-07-01,2026-07-04 19:00,117.6,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,gate,AGLD_USDT,9303,2026-05-29,2026-06-30 20:20,212.3,1,0.17,0.4591,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,AIGENSYN_USDT,9303,2026-05-29,2026-06-30 20:20,212.3,1,0.17,0.0885,1,0,True,zero_vol>0.02|stale>48.0h,True
5m,okx,AI_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,117.7,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,gate,AKE_USDT,9201,2026-06-02,2026-07-04 19:00,117.6,0,0.08,0.0724,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,ALLO_USDT,9646,2026-06-01,2026-07-04 19:00,117.6,0,0.08,0.001,0,0,True,stale>48.0h,False
5m,okx,ALLO_USDT,52327,2025-12-18,2026-06-18 13:30,507.1,0,0.08,0.1585,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,okx,ALLO_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,117.7,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,okx,ANIME_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,117.7,0,0.08,0.0033,0,0,True,stale>48.0h,False
5m,okx,APE_USDT,52327,2025-12-18,2026-06-18 14:30,506.1,0,0.08,0.0152,0,0,True,stale>48.0h,False
5m,okx,APT_USDT,52327,2025-12-18,2026-06-18 14:05,506.5,0,0.08,0.0021,0,0,True,stale>48.0h,False
5m,gate,ARB_USDT,10188,2026-05-30,2026-07-04 19:00,117.6,1,0.17,0.0,0,0,True,stale>48.0h,False
5m,okx,ARB_USDT_SWAP,57699,2025-12-20,2026-07-08 18:20,22.3,0,0.08,0.0,0,0,False,,False
5m,gate,ARPA_USDT,9201,2026-06-02,2026-07-04 19:00,117.6,0,0.08,0.2946,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,okx,ASTER_USDT,52327,2025-12-18,2026-06-18 13:20,507.3,0,0.08,0.0217,0,0,True,zero_vol>0.02|stale>48.0h,False
5m,okx,ATH_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,117.7,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,okx,ATOM_USDT,6535,2026-05-25,2026-06-17 09:10,535.5,0,0.08,0.0308,0,0,True,zero_vol>0.02|stale>48.0h,False
5m,gate,AT_USDT,1800,2026-06-28,2026-07-04 19:00,117.6,1,0.17,0.3144,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,okx,AT_USDT_SWAP,899,2026-07-01,2026-07-04 19:00,117.6,0,0.08,0.0356,0,0,True,zero_vol>0.02|stale>48.0h,False
5m,gate,AVAX_USDT,10439,2026-05-29,2026-07-04 19:00,117.6,1,0.17,0.0,0,0,True,stale>48.0h,False
5m,okx,AVAX_USDT,52327,2025-12-18,2026-06-18 13:55,506.7,0,0.08,0.0001,0,0,True,stale>48.0h,False
5m,okx,AVAX_USDT_SWAP,57699,2025-12-20,2026-07-08 18:20,22.3,0,0.08,0.0,0,0,False,,False
5m,gate,AVA_USDT,1800,2026-06-28,2026-07-04 19:00,117.6,1,0.17,0.7717,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,A_USDT,1800,2026-06-28,2026-07-04 19:00,117.6,1,0.17,0.4428,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,okx,A_USDT_SWAP,899,2026-07-01,2026-07-04 19:00,117.6,0,0.08,0.0011,0,0,True,stale>48.0h,False
5m,gate,B2_USDT,1800,2026-06-28,2026-07-04 19:00,117.6,1,0.17,0.2922,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,okx,BABY_USDT,4519,2026-06-01,2026-06-17 01:15,543.4,0,0.08,0.0071,1,0,True,stale>48.0h,False
5m,gate,BANK_USDT,9012,2026-06-01,2026-07-02 14:10,170.5,0,0.08,0.2193,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,BASED_USDT,10187,2026-05-30,2026-07-04 19:00,117.6,1,0.17,0.0292,0,0,True,zero_vol>0.02|stale>48.0h,False
5m,okx,BASED_USDT,23090,2026-03-30,2026-06-18 14:05,506.5,0,0.08,0.0001,0,0,True,stale>48.0h,False
5m,okx,BASED_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,117.7,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,gate,BAS_USDT,10438,2026-05-29,2026-07-04 19:00,117.6,2,0.17,0.0765,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,BCH_USDT,10438,2026-05-29,2026-07-04 19:00,117.6,2,0.17,0.0018,0,0,True,stale>48.0h,False
5m,okx,BCH_USDT,52327,2025-12-18,2026-06-18 13:55,506.7,0,0.08,0.017,0,0,True,stale>48.0h,False
5m,gate,BEAT_USDT,10439,2026-05-29,2026-07-04 19:00,117.6,1,0.17,0.0,0,0,True,stale>48.0h,False
5m,okx,BEAT_USDT_SWAP,899,2026-07-01,2026-07-04 19:00,117.6,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,gate,BEL_USDT,1800,2026-06-28,2026-07-04 19:00,117.6,1,0.17,0.0061,0,0,True,stale>48.0h,False
5m,okx,BICO_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,117.7,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,okx,BIO_USDT,52327,2025-12-18,2026-06-18 13:55,506.7,0,0.08,0.0576,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,BIRB_USDT,9647,2026-06-01,2026-07-04 19:00,117.6,0,0.08,0.3614,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,BLESS_USDT,9010,2026-06-02,2026-07-04 03:05,133.5,0,0.08,0.0087,0,0,True,stale>48.0h,False
5m,gate,BNB_USDT,10438,2026-05-29,2026-07-04 18:55,117.7,1,0.17,0.0,0,0,True,stale>48.0h,False
5m,okx,BNB_USDT,52327,2025-12-18,2026-06-18 13:30,507.1,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,okx,BNB_USDT_SWAP,57699,2025-12-20,2026-07-08 18:10,22.5,0,0.08,0.0,0,0,False,,False
5m,okx,BOME_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,117.7,0,0.08,0.0011,0,0,True,stale>48.0h,False
5m,gate,BONK_USDT,9201,2026-06-02,2026-07-04 19:00,117.6,0,0.08,0.1215,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,okx,BONK_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,117.7,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,gate,BREV_USDT,9012,2026-06-01,2026-07-02 14:10,170.5,0,0.08,0.5292,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,BROCCOLI_USDT,1800,2026-06-28,2026-07-04 19:00,117.6,1,0.17,0.4567,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,BSB_USDT,10437,2026-05-29,2026-07-04 19:00,117.6,2,0.17,0.0037,1,0,True,stale>48.0h,False
