币种,交易所,周期_分钟,入场时间_北京,原交易净R,不加仓最高资金U,一次加仓最高资金U,两次加仓最高资金U,两次加仓净利润U,本金倍数,实际加仓次数,退出所在K线_北京,退出价格,最低维持保证金余量U,该币入选笔数,失败笔数,真实交易所不爆仓状态,事件ID
JASMY,binance,30,2025-07-09 04:00:00+08:00,10.870030612244886,501.3634353909857,953.5564083418424,1392.1033485390367,1292.1033485390367,13.921033485390367,2,2025-07-11 13:30:00+08:00,0.015375,0.0100000099980661,1,0,unknown,binance_30m_38e61c096bf09bcd:32583:1
ARKM,binance,30,2025-07-09 04:00:00+08:00,10.864513513513584,493.313594785747,940.8151136012292,1376.9170554912553,1276.9170554912553,13.769170554912552,2,2025-07-11 14:00:00+08:00,0.5674,0.0100000099999135,1,0,unknown,binance_30m_737df6230d32a67c:32583:1
OKB,okx,30,2026-03-04 23:30:00+08:00,10.751928571428625,951.6976288271546,1208.9072257951004,1270.9113225915128,1170.9113225915128,12.709113225915127,2,2026-03-05 22:00:00+08:00,108.84,0.0100000099994304,1,0,unknown,okx_30m_a0e2786a46a4a7e8:8713:1
LTC,binance,30,2026-08-19 23:00:00+08:00,12.583849056603745,511.07867488111094,890.4779738563227,1236.804697237147,1136.804697237147,12.368046972371468,2,2026-08-22 12:30:00+08:00,55.49,0.0100000099994872,1,0,unknown,binance_30m_992fcc2fdd81b1eb:52109:1
KAT,gate,30,2026-09-09 08:30:00+08:00,39.52000000000167,704.4587787857029,1024.4743318718863,1232.422706218986,1132.422706218986,12.324227062189859,2,2026-09-09 12:30:00+08:00,0.00624,0.0100000099976114,1,0,unknown,gate_30m_8e39f319b8a2a726:9157:1
ASTER,okx,30,2026-08-20 00:00:00+08:00,12.625074626865818,523.0319064182197,928.3713552350448,1223.291487710958,1123.291487710958,12.23291487710958,2,2026-08-21 21:00:00+08:00,0.7479,0.0100000099968156,2,0,unknown,okx_30m_ee679658302b506d:15908:1
TAIKO,binance,30,2025-08-07 18:00:00+08:00,10.31969868173262,488.37134716970866,804.6585064284777,1022.0035125967224,922.0035125967224,10.220035125967224,2,2025-08-08 20:30:00+08:00,0.5233,0.0100000099962471,1,0,unknown,binance_30m_dd6217e4a2f79027:2730:1
ORCA,binance,30,2026-04-24 21:30:00+08:00,15.126222222222207,564.391028903955,840.0994765320547,898.8079492984303,798.8079492984303,8.988079492984303,2,2026-04-25 21:30:00+08:00,1.168,0.010000009999743,1,0,unknown,binance_30m_955e5706f7db528b:24188:1
SONIC,binance,30,2025-09-07 03:00:00+08:00,13.85568181818196,386.7167003121242,611.9347638482213,787.3488418935673,687.3488418935673,7.873488418935673,2,2025-09-11 16:00:00+08:00,0.2254,0.010000009999814,1,0,unknown,binance_30m_5cca3638095e7c23:11591:1
BERA,binance,30,2025-08-07 09:00:00+08:00,10.33982683982688,379.79288195305094,588.9881334871228,762.652965332141,662.652965332141,7.62652965332141,2,2025-08-09 20:30:00+08:00,2.137,0.0100000099994872,2,0,unknown,binance_30m_3379473ab6a97d7b:8707:1
HYUNDAI,okx,60,2026-08-12 23:00:00+08:00,15.25789655172419,386.1864411491164,567.6697256023898,675.3350741099903,575.3350741099903,6.7533507410999025,2,2026-08-17 23:00:00+08:00,335.35,0.0100000099993735,1,0,unknown,okx_60m_83c2412cf7063a57:1520:1
TWT,binance,30,2025-09-08 11:30:00+08:00,10.815945945945996,322.4366533341924,462.82211442604626,546.6216032351217,446.6216032351217,5.466216032351217,2,2025-09-11 23:30:00+08:00,0.83,0.0100000099982366,1,0,unknown,binance_30m_38bbb9cc62660a37:32377:1
