period,arm,cash,streak_type,streak_length,rank,signal_i,side,entry_time,risk,notional,fee_reserve,required_cash,equity_before,cycle_id,cycle_net_before,level_before,accepted,entry_i,exit_i,exit_time,reason,net_r,gross_r,cost_r,full_initial_stop,outcome,censored,pnl,raw_pnl,equity_after,cycle_net_after,level_after,cycle_end
development,next_bar,double10,net_loss,4,1,1305,-1,2023-08-03 04:30:00+00:00,1.0,967.8894736841642,1.9357789473683285,98.72472631578475,1000.0,0,0.0,0,True,1306,1309,2023-08-03 04:39:00+00:00,cost_be_gap,-1.2989368421052205,0.6368421052631466,1.9357789473683285,False,loss,False,-1.2989368421052632,-1.2989368421052205,998.7010631578947,-1.2989368421052632,1,
development,next_bar,double10,net_loss,4,2,1321,-1,2023-08-03 05:18:00+00:00,2.0,1033.8535211267076,2.0677070422534154,105.45305915492418,998.7010631578947,0,-1.2989368421052632,1,True,1322,1329,2023-08-03 05:39:00+00:00,initial_stop,-2.033853521126675,-1.0,1.0338535211267077,True,loss,False,-4.067707042253346,-4.06770704225335,994.6333561156414,-5.366643884358609,2,
development,next_bar,double10,net_loss,4,3,1853,1,2023-08-04 07:54:00+00:00,4.0,1404.86424474193,2.80972848948386,143.29615296367686,994.6333561156414,0,-5.366643884358609,2,True,1854,1863,2023-08-04 08:21:00+00:00,cost_be_gap,-0.4768107074570075,0.22562141491397913,0.702432122370965,False,loss,False,-1.9072428298280784,-1.90724282982803,992.7261132858133,-7.273886714186688,3,
development,next_bar,double10,net_loss,4,4,1946,1,2023-08-04 12:33:00+00:00,8.0,4213.272206303714,8.426544412607427,429.7537650429788,992.7261132858133,0,-7.273886714186688,3,True,1947,1947,2023-08-04 12:33:00+00:00,initial_stop,-2.0533180515759155,-1.0,1.0533180515759284,True,loss,False,-16.426544412607313,-16.426544412607324,976.299568873206,-23.700431126794,4,
development,next_bar,double_risk_only,initial_stop,2,1,1946,1,2023-08-04 12:33:00+00:00,8.0,4213.272206303714,8.426544412607427,16.426544412607427,992.7261132858133,0,-7.273886714186688,3,True,1947,1947,2023-08-04 12:33:00+00:00,initial_stop,-2.0533180515759155,-1.0,1.0533180515759284,True,loss,False,-16.426544412607313,-16.426544412607324,976.299568873206,-23.700431126794,4,
development,next_bar,double_risk_only,initial_stop,2,2,2340,-1,2023-08-05 08:15:00+00:00,16.0,29290.400000000005,58.58080000000001,74.58080000000001,976.299568873206,0,-23.700431126794,4,True,2341,2347,2023-08-05 08:33:00+00:00,initial_stop,-4.661299999999905,-1.0,3.6613000000000007,True,loss,False,-74.58079999999848,-74.58079999999848,901.7187688732075,-98.28123112679248,5,
development,next_bar,double_risk_only,net_loss,8,1,1305,-1,2023-08-03 04:30:00+00:00,1.0,967.8894736841642,1.9357789473683285,2.9357789473683287,1000.0,0,0.0,0,True,1306,1309,2023-08-03 04:39:00+00:00,cost_be_gap,-1.2989368421052205,0.6368421052631466,1.9357789473683285,False,loss,False,-1.2989368421052632,-1.2989368421052205,998.7010631578947,-1.2989368421052632,1,
development,next_bar,double_risk_only,net_loss,8,2,1321,-1,2023-08-03 05:18:00+00:00,2.0,1033.8535211267076,2.0677070422534154,4.067707042253415,998.7010631578947,0,-1.2989368421052632,1,True,1322,1329,2023-08-03 05:39:00+00:00,initial_stop,-2.033853521126675,-1.0,1.0338535211267077,True,loss,False,-4.067707042253346,-4.06770704225335,994.6333561156414,-5.366643884358609,2,
development,next_bar,double_risk_only,net_loss,8,3,1853,1,2023-08-04 07:54:00+00:00,4.0,1404.86424474193,2.80972848948386,6.8097284894838594,994.6333561156414,0,-5.366643884358609,2,True,1854,1863,2023-08-04 08:21:00+00:00,cost_be_gap,-0.4768107074570075,0.22562141491397913,0.702432122370965,False,loss,False,-1.9072428298280784,-1.90724282982803,992.7261132858133,-7.273886714186688,3,
development,next_bar,double_risk_only,net_loss,8,4,1946,1,2023-08-04 12:33:00+00:00,8.0,4213.272206303714,8.426544412607427,16.426544412607427,992.7261132858133,0,-7.273886714186688,3,True,1947,1947,2023-08-04 12:33:00+00:00,initial_stop,-2.0533180515759155,-1.0,1.0533180515759284,True,loss,False,-16.426544412607313,-16.426544412607324,976.299568873206,-23.700431126794,4,
development,next_bar,double_risk_only,net_loss,8,5,2340,-1,2023-08-05 08:15:00+00:00,16.0,29290.400000000005,58.58080000000001,74.58080000000001,976.299568873206,0,-23.700431126794,4,True,2341,2347,2023-08-05 08:33:00+00:00,initial_stop,-4.661299999999905,-1.0,3.6613000000000007,True,loss,False,-74.58079999999848,-74.58079999999848,901.7187688732075,-98.28123112679248,5,
development,next_bar,double_risk_only,net_loss,8,6,2348,1,2023-08-05 08:39:00+00:00,32.0,27142.814814813788,54.28562962962758,86.28562962962758,901.7187688732075,0,-98.28123112679248,5,True,2349,2433,2023-08-05 12:51:00+00:00,opposite_v6_next_open,-2.363092592592506,-0.6666666666666666,1.6964259259258616,False,loss,False,-75.61896296296015,-75.6189629629602,826.0998059102474,-173.90019408975263,6,
development,next_bar,double_risk_only,net_loss,8,7,2432,-1,2023-08-05 12:51:00+00:00,64.0,67725.31791907443,135.45063583814886,199.45063583814886,826.0998059102474,0,-173.90019408975263,6,True,2433,2441,2023-08-05 13:15:00+00:00,initial_stop,-3.116416184971187,-1.0,2.116416184971076,True,loss,False,-199.4506358381559,-199.45063583815596,626.6491700720915,-373.35082992790853,7,
development,next_bar,double_risk_only,net_loss,8,8,2723,-1,2023-08-06 03:24:00+00:00,128.0,202526.89655174955,405.0537931034991,533.0537931034992,626.6491700720915,0,-373.35082992790853,7,True,2724,2775,2023-08-06 05:57:00+00:00,initial_stop,-4.164482758620974,-1.0,3.164482758621087,True,loss,False,-533.0537931034846,-533.0537931034846,93.59537696860684,-906.4046230313932,8,
development,ohlc,fixed10,initial_stop,6,1,25777,-1,2023-09-23 04:06:00+00:00,1.0,656.9999999999803,1.3139999999999608,67.01399999999799,857.4758976282601,1,-142.5251655296346,56,True,25778,25787,2023-09-23 04:33:00+00:00,initial_stop,-2.313999999999967,-1.0,1.3139999999999605,True,loss,False,-2.3139999999999645,-2.313999999999967,855.1618976282601,-144.83916552963456,57,
development,ohlc,fixed10,initial_stop,6,2,25878,1,2023-09-23 09:09:00+00:00,1.0,905.9829545454592,1.8119659090909184,92.41026136363683,855.1618976282601,1,-144.83916552963456,57,True,25879,25880,2023-09-23 09:12:00+00:00,initial_stop,-2.8119659090908913,-1.0,1.8119659090909184,True,loss,False,-2.8119659090908726,-2.8119659090908913,852.3499317191693,-147.65113143872543,58,
development,ohlc,fixed10,initial_stop,6,3,25884,-1,2023-09-23 09:27:00+00:00,1.0,612.0692307692523,1.2241384615385045,62.43106153846373,852.3499317191693,1,-147.65113143872543,58,True,25885,25944,2023-09-23 12:24:00+00:00,initial_stop,-2.2241384615384385,-1.0,1.2241384615385045,True,loss,False,-2.224138461538473,-2.2241384615384385,850.1257932576308,-149.8752699002639,59,
development,ohlc,fixed10,initial_stop,6,4,25949,1,2023-09-23 12:42:00+00:00,1.0,1386.3913043479906,2.7727826086959815,141.41191304349505,850.1257932576308,1,-149.8752699002639,59,True,25950,25953,2023-09-23 12:51:00+00:00,initial_stop,-3.7727826086959646,-1.0,2.772782608695981,True,loss,False,-3.772782608695934,-3.7727826086959646,846.3530106489349,-153.64805250895984,60,
development,ohlc,fixed10,initial_stop,6,5,26003,-1,2023-09-23 15:24:00+00:00,1.0,824.0310880829716,1.648062176165943,84.0511709844631,846.3530106489349,1,-153.64805250895984,60,True,26004,26033,2023-09-23 16:51:00+00:00,initial_stop,-2.6480621761658703,-1.0,1.648062176165943,True,loss,False,-2.648062176165922,-2.6480621761658703,843.7049484727689,-156.29611468512576,61,
development,ohlc,fixed10,initial_stop,6,6,26301,-1,2023-09-24 06:18:00+00:00,1.0,2340.39705882331,4.68079411764662,238.72049999997765,843.7049484727689,1,-156.29611468512576,61,True,26302,26305,2023-09-24 06:27:00+00:00,initial_stop,-5.680794117646406,-1.0,4.68079411764662,True,loss,False,-5.680794117646428,-5.680794117646406,838.0241543551225,-161.9769088027722,62,
development,ohlc,fixed10,net_loss,10,1,25777,-1,2023-09-23 04:06:00+00:00,1.0,656.9999999999803,1.3139999999999608,67.01399999999799,857.4758976282601,1,-142.5251655296346,56,True,25778,25787,2023-09-23 04:33:00+00:00,initial_stop,-2.313999999999967,-1.0,1.3139999999999605,True,loss,False,-2.3139999999999645,-2.313999999999967,855.1618976282601,-144.83916552963456,57,
development,ohlc,fixed10,net_loss,10,2,25878,1,2023-09-23 09:09:00+00:00,1.0,905.9829545454592,1.8119659090909184,92.41026136363683,855.1618976282601,1,-144.83916552963456,57,True,25879,25880,2023-09-23 09:12:00+00:00,initial_stop,-2.8119659090908913,-1.0,1.8119659090909184,True,loss,False,-2.8119659090908726,-2.8119659090908913,852.3499317191693,-147.65113143872543,58,
development,ohlc,fixed10,net_loss,10,3,25884,-1,2023-09-23 09:27:00+00:00,1.0,612.0692307692523,1.2241384615385045,62.43106153846373,852.3499317191693,1,-147.65113143872543,58,True,25885,25944,2023-09-23 12:24:00+00:00,initial_stop,-2.2241384615384385,-1.0,1.2241384615385045,True,loss,False,-2.224138461538473,-2.2241384615384385,850.1257932576308,-149.8752699002639,59,
development,ohlc,fixed10,net_loss,10,4,25949,1,2023-09-23 12:42:00+00:00,1.0,1386.3913043479906,2.7727826086959815,141.41191304349505,850.1257932576308,1,-149.8752699002639,59,True,25950,25953,2023-09-23 12:51:00+00:00,initial_stop,-3.7727826086959646,-1.0,2.772782608695981,True,loss,False,-3.772782608695934,-3.7727826086959646,846.3530106489349,-153.64805250895984,60,
development,ohlc,fixed10,net_loss,10,5,26003,-1,2023-09-23 15:24:00+00:00,1.0,824.0310880829716,1.648062176165943,84.0511709844631,846.3530106489349,1,-153.64805250895984,60,True,26004,26033,2023-09-23 16:51:00+00:00,initial_stop,-2.6480621761658703,-1.0,1.648062176165943,True,loss,False,-2.648062176165922,-2.6480621761658703,843.7049484727689,-156.29611468512576,61,
development,ohlc,fixed10,net_loss,10,6,26301,-1,2023-09-24 06:18:00+00:00,1.0,2340.39705882331,4.68079411764662,238.72049999997765,843.7049484727689,1,-156.29611468512576,61,True,26302,26305,2023-09-24 06:27:00+00:00,initial_stop,-5.680794117646406,-1.0,4.68079411764662,True,loss,False,-5.680794117646428,-5.680794117646406,838.0241543551225,-161.9769088027722,62,
development,ohlc,fixed10,net_loss,10,7,27196,1,2023-09-26 03:03:00+00:00,1.0,409.6683804627383,0.8193367609254766,41.7861748071993,838.0241543551225,1,-161.9769088027722,62,True,27197,27265,2023-09-26 06:27:00+00:00,opposite_v6_next_open,-1.6522416452442574,-0.8329048843187956,0.8193367609254767,False,loss,False,-1.652241645244203,-1.6522416452442574,836.3719127098783,-163.6291504480164,63,
development,ohlc,fixed10,net_loss,10,8,27264,-1,2023-09-26 06:27:00+00:00,1.0,317.4391217564732,0.6348782435129464,32.37879041916026,836.3719127098783,1,-163.6291504480164,63,True,27265,27330,2023-09-26 09:42:00+00:00,initial_stop,-1.6348782435129294,-1.0,0.6348782435129463,True,loss,False,-1.6348782435129579,-1.6348782435129294,834.7370344663653,-165.26402869152935,64,
development,ohlc,fixed10,net_loss,10,9,27342,-1,2023-09-26 10:21:00+00:00,1.0,223.89421720733688,0.44778843441467375,22.83721015514836,834.7370344663653,1,-165.26402869152935,64,True,27343,27368,2023-09-26 11:36:00+00:00,opposite_v6_next_open,-1.0105528913963526,-0.5627644569816721,0.44778843441467375,False,loss,False,-1.0105528913964008,-1.0105528913963526,833.726481574969,-166.27458158292575,65,
development,ohlc,fixed10,net_loss,10,10,27367,1,2023-09-26 11:36:00+00:00,1.0,466.68621700878646,0.933372434017573,47.601994134896216,833.726481574969,1,-166.27458158292575,65,True,27368,27388,2023-09-26 12:36:00+00:00,initial_stop,-1.9333724340175562,-1.0,0.9333724340175729,True,loss,False,-1.9333724340175422,-1.9333724340175562,831.7931091409514,-168.2079540169433,66,
development,ohlc,double10,initial_stop,2,1,1946,1,2023-08-04 12:33:00+00:00,2.0,1053.3180515759284,2.106636103151857,107.4384412607447,997.9696111664047,1,-2.03145199149003,1,True,1947,1947,2023-08-04 12:33:00+00:00,initial_stop,-2.0533180515759155,-1.0,1.0533180515759284,True,loss,False,-4.1066361031518,-4.106636103151831,993.8629750632529,-6.13808809464183,2,
development,ohlc,double10,initial_stop,2,2,2340,-1,2023-08-05 08:15:00+00:00,4.0,7322.600000000001,14.645200000000003,746.9052000000001,993.8629750632529,1,-6.13808809464183,2,True,2341,2347,2023-08-05 08:33:00+00:00,initial_stop,-4.661299999999905,-1.0,3.6613000000000007,True,loss,False,-18.64519999999959,-18.64519999999962,975.2177750632533,-24.78328809464142,3,
development,ohlc,double10,net_loss,3,1,1946,1,2023-08-04 12:33:00+00:00,2.0,1053.3180515759284,2.106636103151857,107.4384412607447,997.9696111664047,1,-2.03145199149003,1,True,1947,1947,2023-08-04 12:33:00+00:00,initial_stop,-2.0533180515759155,-1.0,1.0533180515759284,True,loss,False,-4.1066361031518,-4.106636103151831,993.8629750632529,-6.13808809464183,2,
development,ohlc,double10,net_loss,3,2,2340,-1,2023-08-05 08:15:00+00:00,4.0,7322.600000000001,14.645200000000003,746.9052000000001,993.8629750632529,1,-6.13808809464183,2,True,2341,2347,2023-08-05 08:33:00+00:00,initial_stop,-4.661299999999905,-1.0,3.6613000000000007,True,loss,False,-18.64519999999959,-18.64519999999962,975.2177750632533,-24.78328809464142,3,
development,ohlc,double10,net_loss,3,3,2348,1,2023-08-05 08:39:00+00:00,8.0,6785.703703703447,13.571407407406895,692.1417777777516,975.2177750632533,1,-24.78328809464142,3,True,2349,2433,2023-08-05 12:51:00+00:00,opposite_v6_next_open,-2.363092592592506,-0.6666666666666666,1.6964259259258616,False,loss,False,-18.904740740740067,-18.90474074074005,956.3130343225132,-43.68802883538149,4,
development,ohlc,double_risk_only,initial_stop,3,1,2432,-1,2023-08-05 12:51:00+00:00,16.0,16931.329479768607,33.862658959537214,49.862658959537214,956.3130343225132,1,-43.68802883538149,4,True,2433,2441,2023-08-05 13:15:00+00:00,initial_stop,-3.116416184971187,-1.0,2.116416184971076,True,loss,False,-49.862658959538976,-49.86265895953899,906.4503753629742,-93.55068779492046,5,
development,ohlc,double_risk_only,initial_stop,3,2,2723,-1,2023-08-06 03:24:00+00:00,32.0,50631.72413793739,101.26344827587478,133.2634482758748,906.4503753629742,1,-93.55068779492046,5,True,2724,2775,2023-08-06 05:57:00+00:00,initial_stop,-4.164482758620974,-1.0,3.164482758621087,True,loss,False,-133.26344827587116,-133.26344827587116,773.1869270871031,-226.81413607079162,6,
development,ohlc,double_risk_only,initial_stop,3,3,2776,1,2023-08-06 06:03:00+00:00,64.0,158850.59459459267,317.70118918918536,381.70118918918536,773.1869270871031,1,-226.81413607079162,6,True,2777,2779,2023-08-06 06:09:00+00:00,initial_stop,-5.964081081081137,-1.0,4.96408108108102,True,loss,False,-381.70118918919275,-381.70118918919275,391.4857378979103,-608.5153252599844,7,
development,ohlc,double_risk_only,net_loss,6,1,1946,1,2023-08-04 12:33:00+00:00,2.0,1053.3180515759284,2.106636103151857,4.106636103151857,997.9696111664047,1,-2.03145199149003,1,True,1947,1947,2023-08-04 12:33:00+00:00,initial_stop,-2.0533180515759155,-1.0,1.0533180515759284,True,loss,False,-4.1066361031518,-4.106636103151831,993.8629750632529,-6.13808809464183,2,
development,ohlc,double_risk_only,net_loss,6,2,2340,-1,2023-08-05 08:15:00+00:00,4.0,7322.600000000001,14.645200000000003,18.645200000000003,993.8629750632529,1,-6.13808809464183,2,True,2341,2347,2023-08-05 08:33:00+00:00,initial_stop,-4.661299999999905,-1.0,3.6613000000000007,True,loss,False,-18.64519999999959,-18.64519999999962,975.2177750632533,-24.78328809464142,3,
development,ohlc,double_risk_only,net_loss,6,3,2348,1,2023-08-05 08:39:00+00:00,8.0,6785.703703703447,13.571407407406895,21.571407407406895,975.2177750632533,1,-24.78328809464142,3,True,2349,2433,2023-08-05 12:51:00+00:00,opposite_v6_next_open,-2.363092592592506,-0.6666666666666666,1.6964259259258616,False,loss,False,-18.904740740740067,-18.90474074074005,956.3130343225132,-43.68802883538149,4,
development,ohlc,double_risk_only,net_loss,6,4,2432,-1,2023-08-05 12:51:00+00:00,16.0,16931.329479768607,33.862658959537214,49.862658959537214,956.3130343225132,1,-43.68802883538149,4,True,2433,2441,2023-08-05 13:15:00+00:00,initial_stop,-3.116416184971187,-1.0,2.116416184971076,True,loss,False,-49.862658959538976,-49.86265895953899,906.4503753629742,-93.55068779492046,5,
development,ohlc,double_risk_only,net_loss,6,5,2723,-1,2023-08-06 03:24:00+00:00,32.0,50631.72413793739,101.26344827587478,133.2634482758748,906.4503753629742,1,-93.55068779492046,5,True,2724,2775,2023-08-06 05:57:00+00:00,initial_stop,-4.164482758620974,-1.0,3.164482758621087,True,loss,False,-133.26344827587116,-133.26344827587116,773.1869270871031,-226.81413607079162,6,
development,ohlc,double_risk_only,net_loss,6,6,2776,1,2023-08-06 06:03:00+00:00,64.0,158850.59459459267,317.70118918918536,381.70118918918536,773.1869270871031,1,-226.81413607079162,6,True,2777,2779,2023-08-06 06:09:00+00:00,initial_stop,-5.964081081081137,-1.0,4.96408108108102,True,loss,False,-381.70118918919275,-381.70118918919275,391.4857378979103,-608.5153252599844,7,
development,olhc,fixed10,initial_stop,6,1,25777,-1,2023-09-23 04:06:00+00:00,1.0,656.9999999999803,1.3139999999999608,67.01399999999799,856.4758976282602,1,-143.52516552963448,56,True,25778,25787,2023-09-23 04:33:00+00:00,initial_stop,-2.313999999999967,-1.0,1.3139999999999605,True,loss,False,-2.3139999999999645,-2.313999999999967,854.1618976282602,-145.83916552963444,57,
development,olhc,fixed10,initial_stop,6,2,25878,1,2023-09-23 09:09:00+00:00,1.0,905.9829545454592,1.8119659090909184,92.41026136363683,854.1618976282602,1,-145.83916552963444,57,True,25879,25880,2023-09-23 09:12:00+00:00,initial_stop,-2.8119659090908913,-1.0,1.8119659090909184,True,loss,False,-2.8119659090908726,-2.8119659090908913,851.3499317191694,-148.65113143872532,58,
development,olhc,fixed10,initial_stop,6,3,25884,-1,2023-09-23 09:27:00+00:00,1.0,612.0692307692523,1.2241384615385045,62.43106153846373,851.3499317191694,1,-148.65113143872532,58,True,25885,25944,2023-09-23 12:24:00+00:00,initial_stop,-2.2241384615384385,-1.0,1.2241384615385045,True,loss,False,-2.224138461538473,-2.2241384615384385,849.1257932576309,-150.8752699002638,59,
development,olhc,fixed10,initial_stop,6,4,25949,1,2023-09-23 12:42:00+00:00,1.0,1386.3913043479906,2.7727826086959815,141.41191304349505,849.1257932576309,1,-150.8752699002638,59,True,25950,25953,2023-09-23 12:51:00+00:00,initial_stop,-3.7727826086959646,-1.0,2.772782608695981,True,loss,False,-3.772782608695934,-3.7727826086959646,845.353010648935,-154.64805250895972,60,
development,olhc,fixed10,initial_stop,6,5,26003,-1,2023-09-23 15:24:00+00:00,1.0,824.0310880829716,1.648062176165943,84.0511709844631,845.353010648935,1,-154.64805250895972,60,True,26004,26033,2023-09-23 16:51:00+00:00,initial_stop,-2.6480621761658703,-1.0,1.648062176165943,True,loss,False,-2.648062176165922,-2.6480621761658703,842.704948472769,-157.29611468512564,61,
